"scenario","stage","block","uid:1","uid:2","uid:3","uid:4"
1,1,1,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,2,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,3,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,4,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,5,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,6,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,7,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,8,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,9,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,10,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,11,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,12,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,13,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,14,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,15,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,16,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,17,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,18,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,19,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,20,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,21,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,22,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,23,20,19.999999999999993,19.999999999999996,19.999999999999993
1,1,24,20,19.999999999999996,19.999999999999996,19.999999999999996
