# Archivo de precios de termicas (plpcosce.dat)
# Numero de centrales termicas con cambio de costo variable
 200 
# Nombre de la central
'CMPC_PACIFICO_BL3'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   07     016     093.4
   07     017     093.4
   07     018     093.4
   07     019     093.4
   08     020     098.0
   08     021     098.0
   08     022     098.0
   08     023     098.0
   09     024     104.0
   10     025     107.7
   11     026     105.2
   12     027     099.5
   01     028     096.0
   02     029     096.4
   03     030     098.8
   04     031     101.5
   05     032     101.8
   06     033     101.2
   07     034     102.3
   08     035     106.5
   09     036     112.4
   10     037     116.1
   11     038     112.7
   12     039     104.9
   01     040     099.6
   02     041     099.9
   03     042     102.4
   04     043     105.0
   05     044     105.2
   06     045     104.7
   07     046     105.7
   08     047     110.0
   09     048     116.2
   10     049     120.0
   11     050     116.5
   12     051     107.3
# Nombre de la central
'LOS_VIENTOS-CNAVIA_GNL_A'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     092.6
   05     009     092.6
   05     010     092.6
   05     011     092.6
   06     012     092.3
   06     013     092.3
   06     014     092.3
   06     015     092.3
   07     016     093.4
   07     017     093.4
   07     018     093.4
   07     019     093.4
   08     020     098.0
   08     021     098.0
   08     022     098.0
   08     023     098.0
   09     024     104.0
   10     025     107.7
   11     026     105.2
   12     027     099.5
   01     028     096.0
   02     029     096.4
   03     030     098.8
   04     031     101.5
   05     032     101.8
   06     033     101.2
   07     034     102.3
   08     035     106.5
   09     036     112.4
   10     037     116.1
   11     038     112.7
   12     039     104.9
   01     040     099.6
   02     041     099.9
   03     042     102.4
   04     043     105.0
   05     044     105.2
   06     045     104.7
   07     046     105.7
   08     047     110.0
   09     048     116.2
   10     049     120.0
   11     050     116.5
   12     051     107.3
# Nombre de la central
'QUINTERO_1A_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     095.7
   05     009     095.7
   05     010     095.7
   05     011     095.7
   06     012     095.4
   06     013     095.4
   06     014     095.4
   06     015     095.4
   07     016     096.6
   07     017     096.6
   07     018     096.6
   07     019     096.6
   08     020     101.4
   08     021     101.4
   08     022     101.4
   08     023     101.4
   09     024     107.6
   10     025     111.5
   11     026     108.9
   12     027     102.9
   01     028     099.2
   02     029     099.6
   03     030     102.2
   04     031     105.0
   05     032     105.3
   06     033     104.7
   07     034     105.9
   08     035     110.2
   09     036     116.4
   10     037     120.3
   11     038     116.7
   12     039     108.5
   01     040     103.0
   02     041     103.3
   03     042     105.9
   04     043     108.7
   05     044     108.9
   06     045     108.3
   07     046     109.4
   08     047     113.9
   09     048     120.4
   10     049     124.3
   11     050     120.7
   12     051     111.1
# Nombre de la central
'QUINTERO_1B_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     095.4
   05     009     095.4
   05     010     095.4
   05     011     095.4
   06     012     095.1
   06     013     095.1
   06     014     095.1
   06     015     095.1
   07     016     096.3
   07     017     096.3
   07     018     096.3
   07     019     096.3
   08     020     101.1
   08     021     101.1
   08     022     101.1
   08     023     101.1
   09     024     107.3
   10     025     111.1
   11     026     108.6
   12     027     102.6
   01     028     098.9
   02     029     099.3
   03     030     101.9
   04     031     104.7
   05     032     105.0
   06     033     104.4
   07     034     105.5
   08     035     109.9
   09     036     116.0
   10     037     119.9
   11     038     116.4
   12     039     108.2
   01     040     102.7
   02     041     103.0
   03     042     105.6
   04     043     108.4
   05     044     108.6
   06     045     108.0
   07     046     109.1
   08     047     113.5
   09     048     120.1
   10     049     123.9
   11     050     120.4
   12     051     110.7
# Nombre de la central
'SAN_ISIDRO_2-TG_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     085.5
   05     009     085.5
   05     010     085.5
   05     011     085.5
   06     012     085.2
   06     013     085.2
   06     014     085.2
   06     015     085.2
   07     016     086.3
   07     017     086.3
   07     018     086.3
   07     019     086.3
   08     020     090.5
   08     021     090.5
   08     022     090.5
   08     023     090.5
   09     024     095.9
   10     025     099.2
   11     026     097.0
   12     027     091.8
   01     028     088.6
   02     029     088.9
   03     030     091.2
   04     031     093.6
   05     032     093.9
   06     033     093.4
   07     034     094.4
   08     035     098.2
   09     036     103.5
   10     037     106.9
   11     038     103.8
   12     039     096.7
   01     040     091.9
   02     041     092.2
   03     042     094.4
   04     043     096.8
   05     044     097.0
   06     045     096.5
   07     046     097.4
   08     047     101.3
   09     048     107.0
   10     049     110.4
   11     050     107.3
   12     051     098.9
# Nombre de la central
'SAN_ISIDRO_2-TG+TV_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     057.1
   05     009     057.1
   05     010     057.1
   05     011     057.1
   06     012     056.9
   06     013     056.9
   06     014     056.9
   06     015     056.9
   07     016     057.6
   07     017     057.6
   07     018     057.6
   07     019     057.6
   08     020     060.4
   08     021     060.4
   08     022     060.4
   08     023     060.4
   09     024     064.0
   10     025     066.2
   11     026     064.8
   12     027     061.3
   01     028     059.2
   02     029     059.4
   03     030     060.9
   04     031     062.5
   05     032     062.7
   06     033     062.3
   07     034     063.0
   08     035     065.5
   09     036     069.1
   10     037     071.4
   11     038     069.3
   12     039     064.5
   01     040     061.3
   02     041     061.5
   03     042     063.1
   04     043     064.7
   05     044     064.8
   06     045     064.4
   07     046     065.1
   08     047     067.6
   09     048     071.5
   10     049     073.7
   11     050     071.6
   12     051     066.0
# Nombre de la central
'SAN_ISIDRO_2-TG+TV-FSTVU_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     057.1
   05     009     057.1
   05     010     057.1
   05     011     057.1
   06     012     056.9
   06     013     056.9
   06     014     056.9
   06     015     056.9
   07     016     057.6
   07     017     057.6
   07     018     057.6
   07     019     057.6
   08     020     060.4
   08     021     060.4
   08     022     060.4
   08     023     060.4
   09     024     064.0
   10     025     066.2
   11     026     064.8
   12     027     061.3
   01     028     059.2
   02     029     059.4
   03     030     060.9
   04     031     062.5
   05     032     062.7
   06     033     062.3
   07     034     063.0
   08     035     065.5
   09     036     069.1
   10     037     071.4
   11     038     069.3
   12     039     064.5
   01     040     061.3
   02     041     061.5
   03     042     063.1
   04     043     064.7
   05     044     064.8
   06     045     064.4
   07     046     065.1
   08     047     067.6
   09     048     071.5
   10     049     073.7
   11     050     071.6
   12     051     066.0
# Nombre de la central
'SAN_ISIDRO-FA_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     085.4
   05     009     085.4
   05     010     085.4
   05     011     085.4
   06     012     085.1
   06     013     085.1
   06     014     085.1
   06     015     085.1
   07     016     086.2
   07     017     086.2
   07     018     086.2
   07     019     086.2
   08     020     090.5
   08     021     090.5
   08     022     090.5
   08     023     090.5
   09     024     096.1
   10     025     099.6
   11     026     097.3
   12     027     091.9
   01     028     088.6
   02     029     088.9
   03     030     091.3
   04     031     093.8
   05     032     094.0
   06     033     093.5
   07     034     094.5
   08     035     098.5
   09     036     104.0
   10     037     107.5
   11     038     104.3
   12     039     096.9
   01     040     091.9
   02     041     092.3
   03     042     094.6
   04     043     097.1
   05     044     097.3
   06     045     096.8
   07     046     097.7
   08     047     101.7
   09     048     107.6
   10     049     111.1
   11     050     107.9
   12     051     099.2
# Nombre de la central
'SAN_ISIDRO-TG_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     089.1
   05     009     089.1
   05     010     089.1
   05     011     089.1
   06     012     088.9
   06     013     088.9
   06     014     088.9
   06     015     088.9
   07     016     089.9
   07     017     089.9
   07     018     089.9
   07     019     089.9
   08     020     094.2
   08     021     094.2
   08     022     094.2
   08     023     094.2
   09     024     099.7
   10     025     103.1
   11     026     100.8
   12     027     095.5
   01     028     092.3
   02     029     092.6
   03     030     094.9
   04     031     097.4
   05     032     097.7
   06     033     097.1
   07     034     098.2
   08     035     102.0
   09     036     107.5
   10     037     111.0
   11     038     107.8
   12     039     100.5
   01     040     095.6
   02     041     095.9
   03     042     098.2
   04     043     100.7
   05     044     100.9
   06     045     100.4
   07     046     101.3
   08     047     105.3
   09     048     111.1
   10     049     114.5
   11     050     111.4
   12     051     102.8
# Nombre de la central
'SAN_ISIDRO-TG+TV_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     059.3
   05     009     059.3
   05     010     059.3
   05     011     059.3
   06     012     059.1
   06     013     059.1
   06     014     059.1
   06     015     059.1
   07     016     059.8
   07     017     059.8
   07     018     059.8
   07     019     059.8
   08     020     062.6
   08     021     062.6
   08     022     062.6
   08     023     062.6
   09     024     066.3
   10     025     068.6
   11     026     067.0
   12     027     063.5
   01     028     061.4
   02     029     061.6
   03     030     063.1
   04     031     064.8
   05     032     064.9
   06     033     064.6
   07     034     065.3
   08     035     067.8
   09     036     071.4
   10     037     073.7
   11     038     071.6
   12     039     066.8
   01     040     063.6
   02     041     063.8
   03     042     065.3
   04     043     066.9
   05     044     067.1
   06     045     066.7
   07     046     067.4
   08     047     070.0
   09     048     073.8
   10     049     076.1
   11     050     074.0
   12     051     068.3
# Nombre de la central
'SAN_ISIDRO-TG+TV-FSTVD_GNL_E'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     059.3
   05     009     059.3
   05     010     059.3
   05     011     059.3
   06     012     059.1
   06     013     059.1
   06     014     059.1
   06     015     059.1
   07     016     059.8
   07     017     059.8
   07     018     059.8
   07     019     059.8
   08     020     062.6
   08     021     062.6
   08     022     062.6
   08     023     062.6
   09     024     066.3
   10     025     068.6
   11     026     067.0
   12     027     063.5
   01     028     061.4
   02     029     061.6
   03     030     063.1
   04     031     064.8
   05     032     064.9
   06     033     064.6
   07     034     065.3
   08     035     067.8
   09     036     071.4
   10     037     073.7
   11     038     071.6
   12     039     066.8
   01     040     063.6
   02     041     063.8
   03     042     065.3
   04     043     066.9
   05     044     067.1
   06     045     066.7
   07     046     067.4
   08     047     070.0
   09     048     073.8
   10     049     076.1
   11     050     074.0
   12     051     068.3
# Nombre de la central
'TOCOPILLA_U16-TG_GNL_A'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     061.5
   05     009     061.5
   05     010     061.5
   05     011     061.5
   06     012     061.3
   06     013     061.3
   06     014     061.3
   06     015     061.3
   07     016     062.2
   07     017     062.2
   07     018     062.2
   07     019     062.2
   08     020     066.1
   08     021     066.1
   08     022     066.1
   08     023     066.1
   09     024     071.2
   10     025     074.3
   11     026     072.2
   12     027     067.4
   01     028     064.4
   02     029     064.7
   03     030     066.8
   04     031     069.1
   05     032     069.3
   06     033     068.8
   07     034     069.8
   08     035     073.3
   09     036     078.3
   10     037     081.4
   11     038     078.5
   12     039     071.9
   01     040     067.4
   02     041     067.7
   03     042     069.8
   04     043     072.1
   05     044     072.2
   06     045     071.8
   07     046     072.6
   08     047     076.2
   09     048     081.5
   10     049     084.7
   11     050     081.8
   12     051     074.0
# Nombre de la central
'TOCOPILLA_U16-TG_GNL_B'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     109.8
   05     009     109.8
   05     010     109.8
   05     011     109.8
   06     012     109.6
   06     013     109.6
   06     014     109.6
   06     015     109.6
   07     016     110.6
   07     017     110.6
   07     018     110.6
   07     019     110.6
   08     020     115.0
   08     021     115.0
   08     022     115.0
   08     023     115.0
   09     024     120.7
   10     025     124.2
   11     026     121.9
   12     027     116.4
   01     028     113.1
   02     029     113.4
   03     030     115.8
   04     031     118.4
   05     032     118.6
   06     033     118.1
   07     034     119.1
   08     035     123.1
   09     036     128.8
   10     037     132.3
   11     038     129.1
   12     039     121.6
   01     040     116.5
   02     041     116.8
   03     042     119.2
   04     043     121.7
   05     044     121.9
   06     045     121.4
   07     046     122.4
   08     047     126.4
   09     048     132.4
   10     049     136.0
   11     050     132.7
   12     051     123.9
# Nombre de la central
'TOCOPILLA_U16-TG+TV_GNL_A'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     039.5
   05     009     039.5
   05     010     039.5
   05     011     039.5
   06     012     039.4
   06     013     039.4
   06     014     039.4
   06     015     039.4
   07     016     040.0
   07     017     040.0
   07     018     040.0
   07     019     040.0
   08     020     042.5
   08     021     042.5
   08     022     042.5
   08     023     042.5
   09     024     045.7
   10     025     047.7
   11     026     046.4
   12     027     043.3
   01     028     041.4
   02     029     041.6
   03     030     042.9
   04     031     044.4
   05     032     044.5
   06     033     044.2
   07     034     044.8
   08     035     047.1
   09     036     050.3
   10     037     052.3
   11     038     050.5
   12     039     046.2
   01     040     043.3
   02     041     043.5
   03     042     044.9
   04     043     046.3
   05     044     046.4
   06     045     046.1
   07     046     046.7
   08     047     049.0
   09     048     052.4
   10     049     054.4
   11     050     052.6
   12     051     047.5
# Nombre de la central
'TOCOPILLA_U16-TG+TV_GNL_B'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     070.7
   05     009     070.7
   05     010     070.7
   05     011     070.7
   06     012     070.5
   06     013     070.5
   06     014     070.5
   06     015     070.5
   07     016     071.2
   07     017     071.2
   07     018     071.2
   07     019     071.2
   08     020     074.0
   08     021     074.0
   08     022     074.0
   08     023     074.0
   09     024     077.7
   10     025     079.9
   11     026     078.4
   12     027     074.9
   01     028     072.7
   02     029     073.0
   03     030     074.5
   04     031     076.2
   05     032     076.3
   06     033     076.0
   07     034     076.6
   08     035     079.2
   09     036     082.9
   10     037     085.2
   11     038     083.1
   12     039     078.2
   01     040     074.9
   02     041     075.2
   03     042     076.7
   04     043     078.3
   05     044     078.5
   06     045     078.1
   07     046     078.7
   08     047     081.4
   09     048     085.2
   10     049     087.5
   11     050     085.4
   12     051     079.7
# Nombre de la central
'TOCOPILLA-TG3_GNL_A'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     041.2
   05     009     041.2
   05     010     041.2
   05     011     041.2
   06     012     041.0
   06     013     041.0
   06     014     041.0
   06     015     041.0
   07     016     041.8
   07     017     041.8
   07     018     041.8
   07     019     041.8
   08     020     044.7
   08     021     044.7
   08     022     044.7
   08     023     044.7
   09     024     048.5
   10     025     050.9
   11     026     049.3
   12     027     045.6
   01     028     043.4
   02     029     043.6
   03     030     045.2
   04     031     046.9
   05     032     047.1
   06     033     046.7
   07     034     047.4
   08     035     050.1
   09     036     053.9
   10     037     056.3
   11     038     054.1
   12     039     049.1
   01     040     045.7
   02     041     045.9
   03     042     047.5
   04     043     049.2
   05     044     049.3
   06     045     049.0
   07     046     049.6
   08     047     052.3
   09     048     056.4
   10     049     058.7
   11     050     056.6
   12     051     050.6
# Nombre de la central
'TOCOPILLA-TG3_GNL_B'
# Numero de etapas
    44
# Mes   Etapa    CosVar
   05     008     077.8
   05     009     077.8
   05     010     077.8
   05     011     077.8
   06     012     077.6
   06     013     077.6
   06     014     077.6
   06     015     077.6
   07     016     078.4
   07     017     078.4
   07     018     078.4
   07     019     078.4
   08     020     081.7
   08     021     081.7
   08     022     081.7
   08     023     081.7
   09     024     086.1
   10     025     088.7
   11     026     086.9
   12     027     082.8
   01     028     080.3
   02     029     080.5
   03     030     082.3
   04     031     084.3
   05     032     084.5
   06     033     084.0
   07     034     084.8
   08     035     087.9
   09     036     092.1
   10     037     094.8
   11     038     092.4
   12     039     086.7
   01     040     082.9
   02     041     083.1
   03     042     084.9
   04     043     086.8
   05     044     087.0
   06     045     086.6
   07     046     087.3
   08     047     090.4
   09     048     094.9
   10     049     097.6
   11     050     095.2
   12     051     088.4
# Nombre de la central
'AGUAS_BLANCAS'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     244.8
   04     005     244.8
   04     006     244.8
   04     007     244.8
   05     008     239.2
   05     009     239.2
   05     010     239.2
   05     011     239.2
   06     012     238.2
   06     013     238.2
   06     014     238.2
   06     015     238.2
   07     016     236.9
   07     017     236.9
   07     018     236.9
   07     019     236.9
   08     020     235.6
   08     021     235.6
   08     022     235.6
   08     023     235.6
   09     024     234.4
   10     025     233.3
   11     026     232.3
   12     027     231.3
   01     028     230.4
   02     029     229.5
   03     030     228.7
   04     031     227.9
   05     032     227.1
   06     033     226.3
   07     034     225.5
   08     035     224.7
   09     036     223.9
   10     037     223.2
   11     038     222.5
   12     039     221.8
   01     040     221.2
   02     041     220.6
   03     042     220.0
   04     043     219.4
   05     044     218.8
   06     045     218.1
   07     046     217.6
   08     047     217.1
   09     048     216.7
   10     049     216.1
   11     050     215.7
   12     051     215.2
# Nombre de la central
'ANDES_U1_DIE'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     348.0
   04     005     348.0
   04     006     348.0
   04     007     348.0
   05     008     340.1
   05     009     340.1
   05     010     340.1
   05     011     340.1
   06     012     338.6
   06     013     338.6
   06     014     338.6
   06     015     338.6
   07     016     336.8
   07     017     336.8
   07     018     336.8
   07     019     336.8
   08     020     334.9
   08     021     334.9
   08     022     334.9
   08     023     334.9
   09     024     333.2
   10     025     331.7
   11     026     330.2
   12     027     328.8
   01     028     327.5
   02     029     326.3
   03     030     325.1
   04     031     324.0
   05     032     322.9
   06     033     321.7
   07     034     320.6
   08     035     319.5
   09     036     318.3
   10     037     317.3
   11     038     316.4
   12     039     315.4
   01     040     314.5
   02     041     313.7
   03     042     312.8
   04     043     311.9
   05     044     311.1
   06     045     310.2
   07     046     309.4
   08     047     308.7
   09     048     308.1
   10     049     307.4
   11     050     306.7
   12     051     306.1
# Nombre de la central
'ANDES_U2_DIE'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     348.0
   04     005     348.0
   04     006     348.0
   04     007     348.0
   05     008     340.1
   05     009     340.1
   05     010     340.1
   05     011     340.1
   06     012     338.6
   06     013     338.6
   06     014     338.6
   06     015     338.6
   07     016     336.8
   07     017     336.8
   07     018     336.8
   07     019     336.8
   08     020     334.9
   08     021     334.9
   08     022     334.9
   08     023     334.9
   09     024     333.2
   10     025     331.7
   11     026     330.2
   12     027     328.8
   01     028     327.5
   02     029     326.3
   03     030     325.1
   04     031     324.0
   05     032     322.9
   06     033     321.7
   07     034     320.6
   08     035     319.5
   09     036     318.3
   10     037     317.3
   11     038     316.4
   12     039     315.4
   01     040     314.5
   02     041     313.7
   03     042     312.8
   04     043     311.9
   05     044     311.1
   06     045     310.2
   07     046     309.4
   08     047     308.7
   09     048     308.1
   10     049     307.4
   11     050     306.7
   12     051     306.1
# Nombre de la central
'ANDES_U3_DIE'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     334.4
   04     005     334.4
   04     006     334.4
   04     007     334.4
   05     008     326.8
   05     009     326.8
   05     010     326.8
   05     011     326.8
   06     012     325.4
   06     013     325.4
   06     014     325.4
   06     015     325.4
   07     016     323.6
   07     017     323.6
   07     018     323.6
   07     019     323.6
   08     020     321.9
   08     021     321.9
   08     022     321.9
   08     023     321.9
   09     024     320.2
   10     025     318.7
   11     026     317.3
   12     027     316.0
   01     028     314.8
   02     029     313.6
   03     030     312.5
   04     031     311.4
   05     032     310.3
   06     033     309.2
   07     034     308.2
   08     035     307.1
   09     036     306.0
   10     037     305.0
   11     038     304.1
   12     039     303.2
   01     040     302.3
   02     041     301.5
   03     042     300.7
   04     043     299.8
   05     044     299.0
   06     045     298.2
   07     046     297.4
   08     047     296.8
   09     048     296.1
   10     049     295.4
   11     050     294.8
   12     051     294.2
# Nombre de la central
'ANDES_U4_DIE'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     327.9
   04     005     327.9
   04     006     327.9
   04     007     327.9
   05     008     320.4
   05     009     320.4
   05     010     320.4
   05     011     320.4
   06     012     319.0
   06     013     319.0
   06     014     319.0
   06     015     319.0
   07     016     317.3
   07     017     317.3
   07     018     317.3
   07     019     317.3
   08     020     315.6
   08     021     315.6
   08     022     315.6
   08     023     315.6
   09     024     314.0
   10     025     312.5
   11     026     311.1
   12     027     309.8
   01     028     308.6
   02     029     307.5
   03     030     306.4
   04     031     305.3
   05     032     304.3
   06     033     303.2
   07     034     302.1
   08     035     301.1
   09     036     300.0
   10     037     299.0
   11     038     298.2
   12     039     297.3
   01     040     296.4
   02     041     295.6
   03     042     294.8
   04     043     294.0
   05     044     293.2
   06     045     292.4
   07     046     291.6
   08     047     291.0
   09     048     290.4
   10     049     289.7
   11     050     289.1
   12     051     288.5
# Nombre de la central
'ANTILHUE_U1'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     330.5
   04     005     330.5
   04     006     330.5
   04     007     330.5
   05     008     323.3
   05     009     323.3
   05     010     323.3
   05     011     323.3
   06     012     322.0
   06     013     322.0
   06     014     322.0
   06     015     322.0
   07     016     320.3
   07     017     320.3
   07     018     320.3
   07     019     320.3
   08     020     318.7
   08     021     318.7
   08     022     318.7
   08     023     318.7
   09     024     317.2
   10     025     315.8
   11     026     314.5
   12     027     313.2
   01     028     312.1
   02     029     310.9
   03     030     309.9
   04     031     308.9
   05     032     307.9
   06     033     306.8
   07     034     305.8
   08     035     304.8
   09     036     303.8
   10     037     302.9
   11     038     302.0
   12     039     301.2
   01     040     300.4
   02     041     299.6
   03     042     298.8
   04     043     298.0
   05     044     297.3
   06     045     296.5
   07     046     295.8
   08     047     295.2
   09     048     294.6
   10     049     293.9
   11     050     293.3
   12     051     292.8
# Nombre de la central
'ANTILHUE_U2'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     335.1
   04     005     335.1
   04     006     335.1
   04     007     335.1
   05     008     327.8
   05     009     327.8
   05     010     327.8
   05     011     327.8
   06     012     326.5
   06     013     326.5
   06     014     326.5
   06     015     326.5
   07     016     324.8
   07     017     324.8
   07     018     324.8
   07     019     324.8
   08     020     323.1
   08     021     323.1
   08     022     323.1
   08     023     323.1
   09     024     321.6
   10     025     320.2
   11     026     318.8
   12     027     317.6
   01     028     316.4
   02     029     315.3
   03     030     314.2
   04     031     313.2
   05     032     312.2
   06     033     311.1
   07     034     310.1
   08     035     309.1
   09     036     308.0
   10     037     307.1
   11     038     306.2
   12     039     305.3
   01     040     304.5
   02     041     303.7
   03     042     303.0
   04     043     302.1
   05     044     301.4
   06     045     300.6
   07     046     299.9
   08     047     299.2
   09     048     298.6
   10     049     298.0
   11     050     297.4
   12     051     296.8
# Nombre de la central
'ARICA_GM'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     271.0
   04     005     271.0
   04     006     271.0
   04     007     271.0
   05     008     264.6
   05     009     264.6
   05     010     264.6
   05     011     264.6
   06     012     263.5
   06     013     263.5
   06     014     263.5
   06     015     263.5
   07     016     262.0
   07     017     262.0
   07     018     262.0
   07     019     262.0
   08     020     260.5
   08     021     260.5
   08     022     260.5
   08     023     260.5
   09     024     259.1
   10     025     257.9
   11     026     256.7
   12     027     255.6
   01     028     254.6
   02     029     253.6
   03     030     252.7
   04     031     251.8
   05     032     250.9
   06     033     249.9
   07     034     249.1
   08     035     248.2
   09     036     247.2
   10     037     246.4
   11     038     245.7
   12     039     244.9
   01     040     244.2
   02     041     243.5
   03     042     242.8
   04     043     242.1
   05     044     241.4
   06     045     240.7
   07     046     240.1
   08     047     239.6
   09     048     239.0
   10     049     238.4
   11     050     237.9
   12     051     237.4
# Nombre de la central
'ARICA_M1'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     268.9
   04     005     268.9
   04     006     268.9
   04     007     268.9
   05     008     262.6
   05     009     262.6
   05     010     262.6
   05     011     262.6
   06     012     261.4
   06     013     261.4
   06     014     261.4
   06     015     261.4
   07     016     259.9
   07     017     259.9
   07     018     259.9
   07     019     259.9
   08     020     258.5
   08     021     258.5
   08     022     258.5
   08     023     258.5
   09     024     257.1
   10     025     255.9
   11     026     254.7
   12     027     253.6
   01     028     252.6
   02     029     251.6
   03     030     250.7
   04     031     249.8
   05     032     248.9
   06     033     248.0
   07     034     247.1
   08     035     246.2
   09     036     245.3
   10     037     244.5
   11     038     243.7
   12     039     243.0
   01     040     242.3
   02     041     241.6
   03     042     240.9
   04     043     240.2
   05     044     239.5
   06     045     238.8
   07     046     238.2
   08     047     237.7
   09     048     237.1
   10     049     236.6
   11     050     236.0
   12     051     235.6
# Nombre de la central
'ARICA_M2'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     262.6
   04     005     262.6
   04     006     262.6
   04     007     262.6
   05     008     256.4
   05     009     256.4
   05     010     256.4
   05     011     256.4
   06     012     255.3
   06     013     255.3
   06     014     255.3
   06     015     255.3
   07     016     253.8
   07     017     253.8
   07     018     253.8
   07     019     253.8
   08     020     252.4
   08     021     252.4
   08     022     252.4
   08     023     252.4
   09     024     251.1
   10     025     249.9
   11     026     248.8
   12     027     247.7
   01     028     246.7
   02     029     245.7
   03     030     244.8
   04     031     244.0
   05     032     243.1
   06     033     242.2
   07     034     241.3
   08     035     240.5
   09     036     239.6
   10     037     238.8
   11     038     238.0
   12     039     237.3
   01     040     236.6
   02     041     235.9
   03     042     235.3
   04     043     234.6
   05     044     233.9
   06     045     233.3
   07     046     232.7
   08     047     232.1
   09     048     231.6
   10     049     231.1
   11     050     230.5
   12     051     230.1
# Nombre de la central
'ATA-TG1A_DIE'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     329.6
   04     005     329.6
   04     006     329.6
   04     007     329.6
   05     008     322.8
   05     009     322.8
   05     010     322.8
   05     011     322.8
   06     012     321.5
   06     013     321.5
   06     014     321.5
   06     015     321.5
   07     016     319.9
   07     017     319.9
   07     018     319.9
   07     019     319.9
   08     020     318.3
   08     021     318.3
   08     022     318.3
   08     023     318.3
   09     024     316.8
   10     025     315.5
   11     026     314.2
   12     027     313.0
   01     028     311.9
   02     029     310.9
   03     030     309.9
   04     031     308.9
   05     032     307.9
   06     033     306.9
   07     034     306.0
   08     035     305.0
   09     036     304.0
   10     037     303.1
   11     038     302.3
   12     039     301.5
   01     040     300.7
   02     041     300.0
   03     042     299.2
   04     043     298.4
   05     044     297.7
   06     045     297.0
   07     046     296.3
   08     047     295.7
   09     048     295.1
   10     049     294.5
   11     050     293.9
   12     051     293.4
# Nombre de la central
'ATA-TG1A+0.5TV1C_DIE'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     206.6
   04     005     206.6
   04     006     206.6
   04     007     206.6
   05     008     201.8
   05     009     201.8
   05     010     201.8
   05     011     201.8
   06     012     200.9
   06     013     200.9
   06     014     200.9
   06     015     200.9
   07     016     199.8
   07     017     199.8
   07     018     199.8
   07     019     199.8
   08     020     198.7
   08     021     198.7
   08     022     198.7
   08     023     198.7
   09     024     197.6
   10     025     196.7
   11     026     195.8
   12     027     195.0
   01     028     194.2
   02     029     193.5
   03     030     192.8
   04     031     192.1
   05     032     191.4
   06     033     190.7
   07     034     190.0
   08     035     189.4
   09     036     188.7
   10     037     188.0
   11     038     187.5
   12     039     186.9
   01     040     186.4
   02     041     185.8
   03     042     185.3
   04     043     184.8
   05     044     184.3
   06     045     183.7
   07     046     183.3
   08     047     182.9
   09     048     182.4
   10     049     182.0
   11     050     181.6
   12     051     181.2
# Nombre de la central
'ATA-TG1A+TG1B+TV1C_DIE'
# Numero de etapas
    48
# Mes   Etapa    CosVar
   04     004     187.2
   04     005     187.2
   04     006     187.2
   04     007     187.2
   05     008     182.8
   05     009     182.8
   05     010     182.8
   05     011     182.8
   06     012     182.0
   06     013     182.0
   06     014     182.0
   06     015     182.0
   07     016     181.0
   07     017     181.0
   07     018     181.0
   07     019     181.0
   08     020     180.0
   08     021     180.0
   08     022     180.0
   08     023     180.0
   09     024     179.1
   10     025     178.2
   11     026     177.4
   12     027     176.7
   01     028     176.0
   02     029     175.3
   03     030     174.6
   04     031     174.0
   05     032     173.4
   06     033     172.8
   07     034     172.2
   08     035     171.5
   09     036     170.9
   10     037     170.3
   11     038     169.8
   12     039     169.3
   01     040     168.8
   02     041     168.3
   03     042     167.9
   04     043     167.4
   05     044     166.9
   06     045     166.4
   07     046     166.0
   08     047     165.7
   09     048     165.3
   10     049     164.9
   11     050     164.5
   12     051     164.2
