# Archivo de configuracion de lineas (plpcnfli.dat)
# Num.Lineas 330   Modela Perdidas  Perd.en.ERM   Ang. de Ref.
         330          T             'M'         1000.d0
# Caracteristicas de las Lineas
# Nombre                                              F.Max. A-B F.Max. B-A  Barra A  Barra B   Tension  R(Ohm)  X(ohm)   Mod.Perd.  Num.Tramos   Operativa
'NvaPAzucar500->NvaMaitenc500'                      2210.0     2210.0       63       62     500.0   2.342  12.730      T           3            T
'NvaPAzucar500->PAzucar220'                          930.0      930.0       63       72     500.0   0.500  48.750      T           3            T
'NvaPAzucar500->Polpaico500'                        2000.0     1900.0       63      169     500.0   4.500  25.000      T           3            T
'NvaZaldivar220->Andes220'                           740.0      740.0       64        2     220.0   1.722  12.485      T           3            T
'OHiggins220->Palestina220'                          201.0      201.0       66       67     220.0   5.021  23.436      T           3            T
'Palestina220->Domeyko220'                           201.0      201.0       67       28     220.0   6.562  30.628      T           3            T
'PAlmonte220->Lagunas220'                            328.0      328.0       69       46     220.0   7.018  29.185      T           3            T
'PAlmonte220->PAlmonte110'                           200.0      200.0       69       68     220.0   0.000  64.275      F           3            T
'Paposo220->DAlmagro220'                             570.0      570.0       70       25     220.0   4.500  35.200      T           3            T
'PAzucar110->ElPenon110'                              87.3       87.3       71       35     110.0   3.508   4.715      T           3            T
'PAzucar110->Maitenc110'                              78.0       78.0       71       52     110.0  57.342  75.395      T           3            T
'PAzucar220_aux->DonGoyo220'                         225.0      225.0      211       30     220.0   6.588  29.451      T           3            T
'PAzucar220->PAzucar110'                             246.0      246.0       72       71     220.0   0.726  26.882      T           3            T
'PAzucar220->PuntaSierra220'                         580.0      580.0       72       74     220.0   2.119  18.418      T           3            T
'PColorada220->PAzucar220'                           430.0      204.0       73       72     220.0   4.124  16.430      T           3            T
'PColorada220->PAzucar220_II'                        500.0      500.0       73       72     220.0   1.716  15.813      T           3            T
'PuntaSierra220->LPalmas220'                         225.0      225.0       74       50     220.0   0.436   1.936      T           3            T
'PuntaSierra220->Mauro220'                           580.0      580.0       74      209     220.0   2.141  18.620      T           3            T
'Salar110->Salar220'                                 120.0      150.0       76       77     110.0   0.000  17.243      F           3            T
'Salar220->Chuquicamata220'                          330.0      330.0       77       15     220.0   0.650   5.201      T           3            T
'Salar220->NvaChuquicamata220'                       365.8      260.0       77      216     220.0   0.492   3.961      T           3            T
'Chuquicamata220->NvaChuquicamata220'                274.4      274.4       15      216     220.0   0.196   1.569      T           3            T
'Calama220->NvaChuquicamata220'                      260.0      260.0      217      216     220.0   1.781  11.264      T           3            T
'SalardelCarmen'                                      61.0       61.0       37        5     110.0   1.539   6.213      T           3            T
'Salta345->Andes345'                                 777.0      777.0       78        3     345.0  11.465 143.184      T           3            T
'Talinay220->LaCebada220'                            225.0      225.0       79       44     220.0   1.694   7.647      T           3            T
'Tamaya110->S-AA100_3B'                               90.0       90.0       80       75     110.0  15.088  51.243      T           3            T
'Tamaya110->Salar110_4B'                              90.0       90.0       80       76     110.0  15.663  48.604      T           3            T
'Tarapaca220->Condores220'                           183.0      183.0       81       19     220.0   6.245  28.610      T           3            T
'TO_Enlace220->Atacama220'                           366.7      366.7       82        7     220.0   4.885  30.844      T           3            T
'Tocopilla110->S-AA100'                              180.0      180.0       83       75     110.0   7.914  28.988      T           3            T
'Tocopilla110->Tamaya110'                            180.0      180.0       83       80     110.0   1.073   3.031      T           3            T
'Tocopilla220->Tocopi110'                            200.0      200.0       84       83     220.0   0.000  21.417      F           3            T
'AJahuel110->Sauzal110_BP1'                          153.2      153.2       85      184     110.0   4.404  12.850      T           3            T
'AJahuel154->Paine154'                               179.0      179.0       86      156     154.0   1.447   6.712      T           3            T
'AJahuel154->Tuniche154_II'                          179.0      179.0       86      203     154.0   4.103  19.400      T           3            T
'AJahuel220->AJahuel110'                             429.0      429.0       87       85     220.0   0.242  14.235      T           3            T
'AJahuel220->AJahuel154'                             300.0      300.0       87       86     220.0   0.097  15.569      T           3            T
'AJahuel220->Buin110'                                400.0      400.0       87      100     220.0   0.242  14.235      T           3            T
'AJahuel220->Chena220'                               525.0      525.0       87      109     220.0   2.409  13.231      T           3            T
'AJahuel220->PAltoCmpc110'                            48.0       48.0       87      157     220.0   5.760 106.230      T           3            T
'AJahuel220->SantaMarta220'                          525.0      525.0       87      183     220.0   0.855   4.695      T           3            T
'AJahuel500->AJahuel220'                            1800.0     1800.0       88       87     500.0   0.167  16.333      T           3            T
'Alfalfal220->Almendros220'                          373.4      373.4       89       91     220.0   1.839   8.639      T           3            T
'Almendros110->Apoquindo110'                         425.3      425.3       90       97     110.0   0.136   0.809      T           3            T
'Almendros220->AJahuel220'                           409.2      409.2       91       87     220.0   1.211   8.445      T           3            T
'Almendros220->Almendros110'                         392.0      392.0       91       90     220.0   1.258  12.632      T           3            T
'AMelipill220->LoAguirre220'                         394.8      394.8       92      141     220.0   1.510   6.292      T           3            T
'Ancoa220->SantaIsabel220'                           472.0      472.0       93      234     220.0   0.571   5.182      T           3            T
'SantaIsabel220->Itahue220'                          472.0      472.0      234      233     220.0   0.866   7.868      T           3            T
'SantaIsabel220->Maule220'                           298.4      298.4      234      235     220.0   1.928   8.308      T           3            T
'Maule220->Maule154'                                 300.0      300.0      235      147     220.0   0.097  15.569      T           3            T
'Itahue220->Itahue154'                               300.0      300.0      233      136     220.0   0.097  15.488      T           3            T
'Itahue220->NvaNirivilo220'                          500.0      500.0      233      153     220.0   0.290  18.290      T           3            T
'Ancoa500->AJahuel500'                              2800.0     2800.0       94       88     500.0   1.989  11.109      T           3            T
'Ancoa500->Ancoa220'                                1500.0     1500.0       94       93     500.0   0.250  24.375      T           3            T
'LosNotros220->Mulchen220'                           600.0      600.0       95      150     220.0   0.930   6.040      T           3            T
'Antuco220->Charrua220'                             1023.1     1023.1       96      106     220.0   1.404  12.899      T           3            T
'Antuco220->Trupan220'                               512.0      512.0       96      201     220.0   0.968   8.906      T           3            T
'Apoquindo110->ElSalto110'                           425.3      425.3       97      128     110.0   0.238   1.418      T           3            T
'ASanta110->Mirafl110'                               300.0      300.0       98      148     110.0   0.172   1.126      T           3            T
'ASanta220->ASanta110'                               300.0      300.0       99       98     220.0   0.600  34.877      T           3            T
'Buin110->LoEspejo110'                               409.3      409.3      100      143     110.0   0.594   2.863      T           3            T
'Candela220->AJahuel220'                             680.0      680.0      101       87     220.0   0.871   7.423      T           3            T
'Canutilla220->PMontt220'                            194.3      194.3      102      166     220.0   3.001  12.245      T           3            T
'Cautin220->RioTolten220'                            182.9      182.9      103      179     220.0   1.452   6.365      T           3            T
'Charrua066->Cholguan066'                             52.9       52.9      104      112      66.0  14.375   9.500      T           3            T
'Charrua154->Charrua066'                             147.0      147.0      105      104     154.0   1.731  44.776      T           3            T
'Charrua154->Chillan154'                             188.4      188.4      105      110     154.0   3.280  24.517      T           3            T
'Charrua154->Conce154'                               168.0      168.0      105      122     154.0   9.463  29.621      T           3            T
'Charrua154->Parral154'                              106.7      106.7      105      159     154.0  16.198  50.681      T           3            T
'Charrua220->Charrua154'                             390.0      390.0      106      105     220.0   0.242  13.552      T           3            T
'Charrua220->Charrua500'                            1940.0     1940.0      106      107     220.0   0.032   3.146      T           3            T
'Charrua220->Conce154'                               260.0      260.0      106      122     220.0   7.259  39.089      T           3            T
'Charrua220->Duqueco220'                             264.1      264.1      106      127     220.0   3.381  19.407      T           3            T
'Charrua220->EntreRios220'                           970.0      970.0      106      129     220.0   0.145   2.098      T           3            T
'Charrua220->Hualpen220'                             227.0      227.0      106      135     220.0   3.080  23.498      T           3            T
'Charrua220->Lagunillas220'                          367.0      367.0      106      138     220.0   2.750  20.980      T           3            T
'Charrua220->Mulchen220'                             549.0      549.0      106      150     220.0   1.350   8.700      T           3            T
'Ralco220->LosNotros220'                            1000.0     1000.0      175       95     220.0   0.589   7.960      T           3            T
'LosNotros220->Charrua220'                          1097.0     1097.0       95      106     220.0   1.200  13.500      T           3            T
'Charrua500->Ancoa500AuxS'                          2078.0     2078.0      107      213     500.0   5.000  32.000      T           3            T
'Chena110->LoEspejo110'                              450.0      450.0      108      143     110.0   0.035   0.185      T           3            T
'Chena220->Chena110'                                 800.0      800.0      109      108     220.0   0.629   6.316      T           3            T
'Monterrico154->SantaElvira066'                       75.0       75.0      105      181     154.0   4.177  39.333      T           3            T
'Chiloe110->Degan110'                                 39.5       39.5      111      126     110.0   0.042   0.062      T           3            T
'Chiloe110->Pid-Pid110'                              159.6      159.6      111      165     110.0   8.706  12.647      T           3            T
'Chiloe220->Chiloe110'                                90.0       90.0      210      111     220.0   0.246  55.229      T           3            T
'Cholguan220->Charrua220'                            343.0      343.0      113      106     220.0   2.952  28.362      T           3            T
'Cipreses154->Itahue154'                             253.4      253.4      115      136     154.0   6.137  22.350      T           3            T
'Ciruelos220->Pichirropulli220Aux'                   290.0      290.0      116      215     220.0   3.436  10.833      T           3            T
'Ciruelos220->Valdivia220'                           232.0      232.0      116      204     220.0   2.372   8.474      T           3            T
'CNavia110->PPeuco110'                               210.0      210.0      117      170     110.0   1.966   7.242      T           3            T
'CNavia110->PPeuco110_I'                             210.0      210.0      117      170     110.0   3.933  14.484      T           3            T
'CNavia110->Chena110'                                409.3      409.3      117      108     110.0   0.408   1.829      T           3            T
'CNavia110->LVegas110_exp'                           210.0      210.0      117      145     110.0   7.647  28.120      T           3            T
'CNavia220_Aux_D->Polpaico220'                       540.0      540.0      119      168     220.0   1.525   5.735      T           3            T
'CNavia220->Chena220'                                553.8      553.8      118      109     220.0   0.574   2.373      T           3            T
'CNavia220->CNavia110'                               771.0      771.0      118      117     220.0   0.115   7.713      T           3            T
'CNavia220->CNavia220_Aux_D'                         540.0      540.0      118      119     220.0   0.000  10.000      F           3            T
'Colbun220->Ancoa220'                                600.0      600.0      120       93     220.0   0.025   0.025      T           3            T
'Colbun220->PNegro220'                               680.0      680.0      120      167     220.0   2.235   9.426      T           3            T
'Conce154->Conce066'                                 142.0      142.0      122      121     154.0   0.702  24.880      T           3            T
'Conce154->SVicente154'                              316.3      316.3      122      191     154.0   0.866   2.336      T           3            T
'Coronel066->Guindo066'                               30.0       30.0      124      207      66.0   7.145  52.700      T           3            T
'Coronel154->Coronel066'                             120.0      120.0      125      124     154.0   0.776  18.027      T           3            T
'Coronel154->Horcones066'                             84.6       84.6      125      133     154.0  40.385 387.233      T           3            T
'Duqueco220->Temuco220'                              264.1      264.1      127      194     220.0  10.644  61.107      T           3            T
'ElSalto110->SCristobal110'                          425.3      425.3      128      187     110.0   0.299   1.235      T           3            T
'EntreRios500->Ancoa500AuxS'                        1663.0     1663.0      130      213     500.0   2.250  14.750      T           3            T
'EntreRios500->Charrua500'                          1600.0     1600.0      130      107     500.0   0.250   1.250      T           3            T
'EntreRios500->EntreRios220'                        1600.0     1600.0      130      129     500.0   0.500  48.750      T           3            T
'Florida110->Almendros110'                           212.6      212.6      131       90     110.0   1.158   3.669      T           3            T
'Florida110->StaRosa110'                             301.8      301.8      131      190     110.0   0.231   0.985      T           3            T
'Fopaco154->Lagunillas154'                           188.0      188.0      132      137     154.0   0.779   2.944      T           3            T
'Guindo066->Concepcio066'                             30.0       30.0      207      121      66.0   7.145  52.700      T           3            T
'Guindo220->Guindo066'                                90.0       90.0      208      207     220.0   0.664  76.900      T           3            T
'Guindo220->Hualpen220'                              356.0      356.0      208      135     220.0   0.897   4.564      T           3            T
'Hualpen154->Fopaco154'                              188.0      188.0      134      132     154.0   1.826   6.878      T           3            T
'Hualpen220->Hualpen154'                             300.0      300.0      135      134     220.0   0.098  15.568      T           3            T
'Itahue154->Maule154'                                142.0      142.0      136      147     154.0   5.668  17.716      T           3            T
'Itahue154->Teno154'                                 198.0      198.0      136      195     154.0   3.107  14.372      T           3            T
'Lagunillas154->Coronel154'                          188.0      188.0      137      125     154.0   0.405   1.532      T           3            T
'Lagunilla220->Guindo220'                            356.0      356.0      138      208     220.0   0.897   4.564      T           3            T
'Lagunillas220->Lagunillas154'                       390.0      390.0      138      137     220.0   0.032   7.478      T           3            T
'Linares154->SJavier066'                              28.6       28.6      140      189     154.0  65.930 172.985      T           3            T
'LoAguirre220->CNavia220'                           1500.0     1500.0      141      118     220.0   0.123   1.898      T           3            T
'LoAguirre500->AJahuel500'                          1600.0     1600.0      142       88     500.0   0.447   5.198      T           3            T
'LoAguirre500->LoAguirre220'                         750.0      750.0      142      141     500.0   0.500  49.000      T           3            T
'LoAguirre500->LoAguirre220_2'                       900.0      900.0      142      141     500.0   0.250  24.500      T           3            T
'LoAguirre500->Polpaico500'                         2078.0     2078.0      142      169     500.0   0.400   4.651      T           3            T
'LoEspejo110->Ochagavia110'                          409.3      409.3      143      154     110.0   0.171   0.919      T           3            T
'Malloa154->Tinguiririca154'                         198.0      198.0      146      199     154.0   0.696   3.184      T           3            T
'Maule154->Linares154'                               106.7      106.7      147      140     154.0   5.621  17.597      T           3            T
'Maule154->Talca066'                                 126.9      126.9      147      192     154.0   8.434  11.303      T           3            T
'Mulchen220->Cautin220'                              500.0      500.0      150      103     220.0   3.240  20.880      T           3            T
'Nogales220->Polpaico220'                           1500.0     1500.0      151      168     220.0   1.405   7.044      T           3            T
'Nogales220->Quillota220'                            448.0      448.0      151      172     220.0   1.476   5.832      T           3            T
'Nogales220->Ventanas220'                            680.0      680.0      151      206     220.0   0.554   4.581      T           3            T
'Ochagavia110->Florida110'                           409.3      409.3      154      131     110.0   0.690   2.598      T           3            T
'Pachacama110->LVegas110'                            270.0      270.0      155      144     110.0   0.430   2.438      T           3            T
'Paine154->Tuniche154_I'                             179.0      179.0      156      202     154.0   2.266  12.699      T           3            T
'Parral154->Linares154'                              106.7      106.7      159      140     154.0   4.862  15.178      T           3            T
'Pangue220->LosNotros220'                            686.0      686.0      158       95     220.0   1.200  11.900      T           3            T
'LosNotros220->Cholguan220'                          343.0      343.0       95      113     220.0   3.000  29.700      T           3            T
'LosNotros220->Trupan220'                            343.0      343.0       95      201     220.0   2.200  24.000      T           3            T
'Pehuenche220->Ancoa220'                             675.0      675.0      161       93     220.0   0.508   4.743      T           3            T
'Petroquim154->Hualpen154'                           215.0      215.0      162      134     154.0   0.285   1.091      T           3            T
'Pichirropulli220->Tineo220'                         366.0      366.0      164      197     220.0   8.290  54.240      T           3            T
'Pid-Pid110->Chonchi110'                              55.3       55.3      165      114     110.0  10.980  10.416      T           3            T
'Temuco66->Lautaro066'                                50.0       50.0      193      139      66.0   8.451   7.160      T           3            T
'PMontt220->Chiloe220'                                90.0       90.0      166      210     220.0  11.630  51.680      T           3            T
'Tineo220->Chiloe220'                                187.0      187.0      197      210     220.0   4.073  36.404      T           3            T
'PMontt220->Molinos110'                               60.0       60.0      166      149     220.0  10.397 117.623      T           3            T
'PNegro220->Candela220'                              680.0      680.0      167      101     220.0   1.502   6.333      T           3            T
'PNegro220->Tinguiririca220'                         440.0      440.0      167      198     220.0   0.588   3.411      T           3            T
'Polpaico220->ElSalto110'                            800.0      800.0      168      128     220.0   0.883  15.092      T           3            T
'Polpaico500->Polpaico220'                          1500.0     1500.0      169      168     500.0   0.250  24.375      T           3            T
'PPeuco110->LVegas110'                               210.0      210.0      170      144     110.0   1.857   6.818      T           3            T
'PPeuco110->LVegas110_I'                             210.0      210.0      170      144     110.0   3.715  13.637      T           3            T
'Prrahue220->Rahue220'                               160.0      160.0      163      174     220.0   0.477   1.282      T           3            T
'Prropulli220AuxS->Prrahue220'                       182.9      182.9      214      163     220.0   7.062  18.926      T           3            T
'Prropulli220AuxS->Rahue220'                         182.9      182.9      214      174     220.0   5.034  19.844      T           3            T
'Quillota110->Mirafl110'                              98.0       98.0      171      148     110.0   3.267   5.506      T           3            T
'Quillota110->Pachacam110'                           270.0      270.0      171      155     110.0   0.532   2.958      T           3            T
'Quillota220->Polpaico220'                          1300.0     1300.0      172      168     220.0   0.545   6.458      T           3            T
'Quillota220->Quillota110'                           400.0      400.0      172      171     220.0   0.441  30.101      T           3            T
'Quintero220->SanLuis220'                            550.0      550.0      173      180     220.0   0.985  10.750      T           3            T
'FrutillarNorte->Tineo220'                           147.0      147.0      236      197     220.0   5.600  17.800      T           3            T
'Rahue220->FrutillarNorte220'                        160.0      160.0      174      236     220.0   3.520  13.020      T           3            T
'Tineo220->PMontt220'                                269.0      269.0      197      166     220.0   1.100   4.400      T           3            T
'Rancagua154->Tuniche154_I'                          179.0      179.0      176      202     154.0   0.877   3.937      T           3            T
