uid,lmp_avg,lmp_min,lmp_max,name,plx_lmp,dlmp,adlmp
180,49.141652436483476,31.349292755126953,55.328304290771484,Rucue220,45.151598718974206,3.9900537175092694,3.9900537175092694
181,85.78048779389688,0.6008015871047974,149.5446014404297,S-AA100,33.95372191568111,51.826765878215774,51.826765878215774
182,90.95304578560449,0.46184760332107544,158.6868133544922,S-Km6100,0.0,90.95304578560449,90.95304578560449
183,-82.09809575478236,-142.6656951904297,-1.1466631889343262,Salar110,33.674809148422206,-115.77290490320456,115.77290490320456
184,35.32717344108304,-0.1110638976097107,61.8252067565918,Salar220,33.84721732407621,1.4799561170068287,1.4799561170068287
185,-1.0526683038277995,-6.2582902908325195,5.15379524230957,Salta345,0.0,-1.0526683038277995,1.0526683038277995
186,47.565240462621055,30.379423141479492,55.56737518310547,SanLuis220,44.16787330998988,3.397367152631176,3.397367152631176
187,48.221080462137856,29.757675170898438,55.58436584472656,SantaElvira066,44.3765275170383,3.844552945099558,3.844552945099558
188,48.94863238788786,31.0898380279541,55.02329635620117,SantaMaria220,45.09718665125554,3.8514457366323214,3.8514457366323214
189,51.10308265686035,32.626190185546875,59.39332962036133,SantaMarta220,46.01362556485799,5.0894570920023625,5.0894570920023625
190,50.05810356140137,32.00234603881836,58.563838958740234,Sauzal110_BP1,45.01103793739397,5.047065624007395,5.047065624007395
191,67.36265107563564,31.406347274780273,254.13330078125,Sauzal110_BP2,46.437439598659196,20.925211476976443,20.925211476976443
192,67.55129104568844,31.541685104370117,254.51805114746094,Sauzal154,46.49358588149958,21.057705164188867,21.057705164188867
193,51.501274267832436,33.048221588134766,59.64257049560547,SCristobal110,46.530226962833375,4.971047304999061,4.971047304999061
194,64.09187575748989,29.838966369628906,259.3049621582031,SFcoMost066,45.79581054701349,18.2960652104764,18.2960652104764
195,77.44320753642491,31.085222244262695,279.7861328125,SJavier066,47.59671305125268,29.84649448517223,29.84649448517223
196,78.7125770023891,32.61709213256836,283.6641845703125,SMiguel066,48.37390160538352,30.338675397005574,30.338675397005574
197,51.59895976384481,32.93701934814453,60.21065902709961,StaRosa110,46.41457849811901,5.184381265725797,5.184381265725797
198,50.625705968765985,32.51709747314453,56.71497344970703,SVicente154,46.241567723815514,4.384138244950471,4.384138244950471
199,80.01366108939762,32.82872009277344,288.6317138671875,Talca066,49.00304640775777,31.010614681639844,31.010614681639844
200,33.22223066574051,1.2516673803329468,57.55293655395508,Talinay220,31.728436839472472,1.493793826268039,1.493793826268039
201,-0.2864458943229346,-0.4438531994819641,-0.14268779754638672,Tamaya110,0.0,-0.2864458943229346,0.2864458943229346
202,36.10889454483099,-0.04590170085430145,62.28196716308594,Tarapaca220,34.573120195802076,1.5357743490289124,1.5357743490289124
203,31.758989938667842,-0.05822150036692619,55.4384880065918,Temuco066,30.93984239846057,0.8191475402072719,0.8191475402072719
204,31.54330182492378,-0.1581925004720688,55.142669677734375,Temuco220,30.826116882197713,0.7171849427260675,0.7171849427260675
205,72.651951449258,30.92792320251465,264.1935119628906,Teno154,46.464659246561354,26.18729220269664,26.18729220269664
206,69.85547662916638,31.78145980834961,259.9402770996094,Tilcoco154,46.80130942394352,23.054167205222853,23.054167205222853
