name,g_energy,p_energy,de,g_peak,p_peak,dp,g_loss_ana,g_loss_rep,rev
Rahue220->Tineo220,1068.0395187586546,6984.793652540835,-5916.75413378218,108.73091125488281,104.203999003833,4.526912251049808,52.607112500299216,81.99672316201031,0
Ralco220->LosNotros220,4962.871078491211,6962.396967375584,-1999.5258888843728,29.5408992767334,214.422341843896,-184.8814425671626,1.7592921035156248,0.0,0
Rancagua154->Tuniche154_I,-152.37855193391442,948.5087352684243,-1100.8872872023387,22.49570655822754,23.5311942996306,-1.0354877414030597,0.2993265749814729,0.2022733007545412,1
Rancagua154->Tuniche154_II,-850.7409505546093,4306.1215074657175,-5156.862458020327,41.11670684814453,40.4229104234144,0.6937964247301309,5.133523847624284,4.396339986240491,1
Rapel220->AMelipill220,-1511.3387515470386,2303.3220985105672,-3814.660850057606,37.317466735839844,37.3497309757063,-0.03226423986645699,6.487749763841806,5.712403345130269,1
Rapel220->LoAguirre220,-3514.917228460312,6818.941059132986,-10333.858287593299,73.25907897949219,73.2446265638509,0.014452415641287075,71.70114268463838,62.40897480491549,1
Renca110->CNavia110,26520.868419647217,25823.14476730705,697.7236523401662,256.42156982421875,247.694324278265,8.727245545953764,32.502032522912884,31.960989810002502,0
RioTolten220->Ciruelos220,9858.506195396185,16002.899407338893,-6144.393211942708,230.38853454589844,245.0,-14.611465454101562,219.82914520705376,466.40906581282616,0
Rucue220->Charrua220,504.08769911527634,727.2503442142086,-223.16264509893222,30.967586517333984,30.9675861087409,4.0859308469975986e-07,0.5300778765346558,0.44497699989005923,0
S-Km6100->Salar110,-10416.0,11105.341565374352,-21521.34156537435,62.0,105.152748293415,-43.152748293415,8.069816831999999,8.069812953472137,1
Salar110->Salar220,-14118.824821472168,11569.820099907593,-25688.64492137976,110.71268463134766,106.386738171026,4.32594646032166,0.0,0.0,1
Salar220->Chuquicamata220,10679.677259348333,8528.23885671036,2151.438402637972,152.5722198486328,146.551510280758,6.020709567874803,15.281486712505316,36.3559729475528,0
SanLuis220->ASanta220,34505.784729003906,32653.77537523638,1852.0093537675275,262.7775573730469,258.73857170944,4.038985663606866,123.04095196289062,121.90310603380203,0
SanLuis220->Quillota220,142919.57585906982,126175.42456213839,16744.151296931435,1221.913330078125,1208.94441582368,12.968914254445053,233.49449399501913,232.18972596526146,0
SantaMaria220->Charrua220,8419.392657529563,7110.119999999999,1309.2726575295637,172.3333282470703,113.53,58.80332824707031,15.089151615735565,13.361064074561,0
