uid,mwh,name,plx_mwh,dmwh,admwh
1436,134.5899998396635,SANTA_MARGARITA_FV,135.08166665666667,-0.49166681700316417,0.49166681700316417
1437,7474.031339703128,SANTA_MARIA,7110.120000000015,363.9113397031124,363.9113397031124
1438,49.56000083684921,SANTA_MARTA,2281.946545180596,-2232.3865443437467,2232.3865443437467
1439,399.14500081539154,SANTA_PAMELA_FV,404.60416666666663,-5.459165851275088,5.459165851275088
1440,113.02999950945377,SANTA_RITA_FV,118.99666666666667,-5.966667157212896,5.966667157212896
1441,80.74079990386963,SANTA_ROSA,80.74080000000002,-9.61303925350876e-08,9.61303925350876e-08
1442,385.37000012397766,SANTA_ROSA_FV,386.7866666666667,-1.416666542689029,1.416666542689029
1443,523.1099946796894,SANTA_TERESITA_FV,525.0341666466667,-1.9241719669772692,1.9241719669772692
1444,4642.200003385544,SANTIAGO_SOLAR_FV,4607.533333333334,34.666670052210065,34.666670052210065
1445,137.20000064373016,SANTUARIO_FV,137.03333332333335,0.16666732039681165,0.16666732039681165
1446,5041.899974703789,SARCO_EO,5041.799999999999,0.09997470378948492,0.09997470378948492
1447,157.1249983534217,SATURNO_NORTE_FV,156.9716666466667,0.1533317067549831,0.1533317067549831
1448,4738.999998092651,SAUZAL,4739.0,-1.9073486328125e-06,1.9073486328125e-06
1449,382.9650990962982,SAUZALITO,382.9651,-9.037017889568233e-07,9.037017889568233e-07
1450,223.18499844521284,SC_FLOR_DEL_LLANO_FV,223.53499996,-0.35000151478715225,0.35000151478715225
1451,50.29999939352274,SDGx01_FV,50.04999998999999,0.24999940352275019,0.24999940352275019
1452,453.1500042974949,SGT_CATAPILCO_FV,454.52250000000004,-1.372495702505148,1.372495702505148
1453,76.0950006954372,SGT_CHOLGUAN_FV,76.29583333333339,-0.2008326378961982,0.2008326378961982
1454,288.4500014036894,SGT_TUCAPEL_FV,289.0816666666666,-0.6316652629772079,0.6316652629772079
1455,4647.430001378059,SIERRA_GORDA_EO,3422.9039999999986,1224.5260013780608,1224.5260013780608
1456,363.9800018891692,SIETE_COLORES_FV,364.4674999799999,-0.48749809083068385,0.48749809083068385
1457,28.5699995867908,SIRIMAVO_FV,121.75333333333333,-93.18333374654253,93.18333374654253
1458,175.23500098660588,SLK_808_FV,175.74416663666665,-0.5091656500607655,0.5091656500607655
1459,144.86000257730484,SLK_CB_NUEVE_FV,145.2516666466667,-0.39166406936186604,0.39166406936186604
1460,151.19500061497092,SOFIA_FV,151.70666666666668,-0.5116660516957552,0.5116660516957552
1461,12203.161147221923,SOL_DE_DESIERTO_FV,12191.41333333334,11.74781388858355,11.74781388858355
1462,8267.114003777504,SOL_DE_LILA_FV,8806.349999999999,-539.2359962224946,539.2359962224946
1463,3695.210292339325,SOL_DE_LOS_ANDES_FV,4364.4,-669.1897076606747,669.1897076606747
1464,420.801798094064,SOL_DE_SEPTIEMBRE_FV,421.91761661666675,-1.1158185226027513,1.1158185226027513
1465,20.878399874083698,SOL_DEL_MAULE_FV,20.99839999,-0.12000011591630155,0.12000011591630155
1466,205.69999942928553,SOL_DEL_NORTE_ANDES_FV,224.58333333333337,-18.883333904047845,18.883333904047845
1467,132.85999979823828,SOL_DEL_NORTE_FV,132.90833330333334,-0.048333505095058626,0.048333505095058626
1468,139.9100017696619,SOL_SANTA_INES_FV,140.3133333333334,-0.40333156367148604,0.40333156367148604
1469,119.60499873943627,SOLAR_DEL_BUENO_FV,119.34916666666672,0.2558320727695502,0.2558320727695502
1470,124.82999870181084,SOLARPARK_MALLOA_FV,125.09833329333333,-0.26833459152248906,0.26833459152248906
1471,116.63499755784869,SOY_SOLAR_FV,116.54833330333334,0.08666425451535531,0.08666425451535531
1472,380.7150005996227,SUNHUNTER_FV,381.3633333133333,-0.6483327137106016,0.6483327137106016
1473,503.34599843621254,TABOLANGO_FV,505.1463333233334,-1.8003348871208686,1.8003348871208686
1474,11051.060231760144,TAIRA_FV,1106.4481748021556,9944.612056957989,9944.612056957989
1475,484.9299981147051,TALAGANTE_2_FV,486.65749997000006,-1.7275018552949746,1.7275018552949746
1476,88.21500001102686,TALCA_FV,88.18849999,0.02650002102686244,0.02650002102686244
1477,108.79999925196171,TALHUEN_FV,108.83333332333332,-0.033334071371612595,0.033334071371612595
1478,2493.189997587353,TALINAY_ORIENTE_EO,2397.9124999999995,95.27749758735354,95.27749758735354
1479,2891.8200091850013,TALINAY_PONIENTE_EO,2793.66,98.1600091850014,98.1600091850014
1480,441.974999088794,TALLADO_FV,443.2274999800002,-1.2525008912061821,1.2525008912061821
1505,4131.580008506775,TALTAL_EO,4826.54,-694.9599914932251,694.9599914932251
1507,1621.8999952375889,TAMANGO_FV,1598.7333333333331,23.16666190425576,23.16666190425576
1508,563.1999999880791,TAMARAMA_FV,563.6774999999999,-0.47750001192082436,0.47750001192082436
1509,2877.8299605846405,TAMARICO_FV,2619.595841321952,258.23411926268864,258.23411926268864
1510,140.8081998322159,TAMARUGO_FV,140.30200000000005,0.5061998322158558,0.5061998322158558
1512,131.51000090688467,TAMBO_REAL_FV,131.55500000000004,-0.044999093115364985,0.044999093115364985
1513,466.8500003963709,TARANTO_FV,468.3816666266667,-1.531666230295798,1.531666230295798
1514,534.7700019162148,TARUCA_FV,535.7408333133333,-0.9708313971184452,0.9708313971184452
1515,5142.299991831183,TCHAMMA_EO,4685.866439696086,456.43355213509767,456.43355213509767
1516,5.500000096857548,TECHOS_DE_ALTAMIRA_FV,5.491666666666666,0.008333430190881508,0.008333430190881508
1517,10.3503737449646,TENO,12.251999999999983,-1.9016262550353833,1.9016262550353833
1518,347.16480182111263,TENO_FV,347.34896666666685,-0.1841648455542213,0.1841648455542213
