#IPDNumIte, IEtapa, ISimul, LDPhiPrv, Emb  1, Emb  2, Emb  3, Emb  4, Emb  5, Emb  6, Emb  7, Emb  8, Emb  9, Emb  10
1,1,1,4.53E+08,-1.51E+02,-4.25E+01,0.00E+00,-6.86E+01,-5.41E-05,0.00E+00,-2.12E+02,0.00E+00,0.00E+00,0.00E+00
1,1,2,4.35E+08,-1.06E+02,-2.62E+01,0.00E+00,-3.89E+01,-3.12E-05,0.00E+00,-2.10E+02,0.00E+00,0.00E+00,0.00E+00
1,1,3,2.69E+08,-1.17E+02,-5.45E-04,0.00E+00,-3.83E+01,-6.27E-05,0.00E+00,-5.65E+01,0.00E+00,0.00E+00,0.00E+00
1,1,4,2.81E+08,-8.78E+01,-2.65E+01,0.00E+00,-4.04E+01,-5.02E-05,0.00E+00,-2.12E+02,0.00E+00,0.00E+00,0.00E+00
1,1,5,2.15E+08,-1.01E+02,-2.35E+01,0.00E+00,-3.82E+01,-8.55E-05,0.00E+00,-6.84E+01,0.00E+00,0.00E+00,0.00E+00
1,1,6,3.04E+08,-9.41E+01,-2.58E+01,0.00E+00,-4.16E+01,-1.80E-05,0.00E+00,-9.41E+01,0.00E+00,0.00E+00,0.00E+00
1,1,7,3.13E+08,-9.09E+01,-2.80E+01,0.00E+00,-4.17E+01,-8.58E-05,0.00E+00,-9.09E+01,0.00E+00,0.00E+00,0.00E+00
1,1,8,2.29E+08,-7.16E+01,-1.91E+01,0.00E+00,-3.24E+01,-5.41E-05,0.00E+00,-1.87E+02,0.00E+00,0.00E+00,0.00E+00
1,1,9,9.26E+07,-1.81E-04,-2.17E+01,0.00E+00,-3.78E+01,-8.59E-05,0.00E+00,-2.50E+01,0.00E+00,0.00E+00,0.00E+00
1,1,10,2.62E+08,-8.89E+01,-1.17E+01,0.00E+00,-4.07E+01,-5.59E-05,0.00E+00,-2.13E+02,0.00E+00,0.00E+00,0.00E+00
1,1,11,3.74E+08,-1.04E+02,-2.68E+01,0.00E+00,-4.19E+01,-5.41E-05,0.00E+00,-1.87E+02,0.00E+00,0.00E+00,0.00E+00
1,1,12,5.19E+08,-1.59E+02,-5.24E+01,0.00E+00,-7.34E+01,-6.15E-05,0.00E+00,-2.32E+02,0.00E+00,0.00E+00,0.00E+00
1,1,13,5.90E+08,-2.52E+02,-2.93E+01,0.00E+00,-5.26E+01,-5.05E-05,0.00E+00,-2.13E+02,0.00E+00,0.00E+00,0.00E+00
1,1,14,3.85E+08,-1.73E-05,-2.35E-04,0.00E+00,-3.76E+01,-4.90E-05,0.00E+00,-2.66E+01,0.00E+00,0.00E+00,0.00E+00
1,1,15,2.76E+08,-9.36E+01,-2.55E+01,0.00E+00,-3.92E+01,-5.41E-05,0.00E+00,-9.35E+01,0.00E+00,0.00E+00,0.00E+00
1,1,16,3.32E+08,-2.02E+02,-3.07E+01,0.00E+00,-4.30E+01,-6.29E-05,0.00E+00,-9.71E+01,0.00E+00,0.00E+00,0.00E+00
1,1,17,2.61E+08,-8.81E+01,-2.41E+01,0.00E+00,-4.01E+01,-6.33E-05,0.00E+00,-8.81E+01,0.00E+00,0.00E+00,0.00E+00
1,1,18,4.41E+08,-3.42E+02,-2.59E+01,0.00E+00,-4.03E+01,-9.92E-05,0.00E+00,-2.12E+02,0.00E+00,0.00E+00,0.00E+00
1,1,19,2.43E+08,-6.92E+01,-8.72E+00,0.00E+00,-1.55E+01,-5.41E-05,0.00E+00,-2.07E+02,0.00E+00,0.00E+00,0.00E+00
1,1,20,4.00E+08,-8.21E+01,-2.16E+01,0.00E+00,-3.75E+01,-2.82E-05,0.00E+00,-7.52E+01,0.00E+00,0.00E+00,0.00E+00
1,1,21,1.26E+08,-8.76E+01,-2.64E+01,0.00E+00,-4.04E+01,-1.75E-05,0.00E+00,-8.87E+01,0.00E+00,0.00E+00,0.00E+00
1,1,22,3.20E+08,-1.62E+02,-2.99E+01,0.00E+00,-4.29E+01,-4.82E-05,0.00E+00,-2.13E+02,0.00E+00,0.00E+00,0.00E+00
1,1,23,2.11E+08,-1.01E+02,-5.36E-04,0.00E+00,-3.70E+01,-3.71E-05,0.00E+00,-2.64E+01,0.00E+00,0.00E+00,0.00E+00
1,1,24,5.56E+08,-3.65E+02,-4.67E+01,0.00E+00,-6.89E+01,-7.96E-06,0.00E+00,-2.30E+02,0.00E+00,0.00E+00,0.00E+00
1,1,25,3.79E+08,-1.38E+02,-2.91E+01,0.00E+00,-4.38E+01,-8.78E-05,0.00E+00,-1.84E+02,0.00E+00,0.00E+00,0.00E+00
1,1,26,3.35E+08,-1.36E+02,-3.78E+01,0.00E+00,-6.28E+01,-1.72E-05,0.00E+00,-8.34E+01,0.00E+00,0.00E+00,0.00E+00
1,1,27,2.41E+08,-1.41E+02,-2.69E+01,0.00E+00,-4.30E+01,-5.47E-05,0.00E+00,-8.18E+01,0.00E+00,0.00E+00,0.00E+00
1,1,28,3.25E+08,-1.04E+02,-2.26E-04,0.00E+00,-4.09E+01,-5.06E-05,0.00E+00,-7.98E+01,0.00E+00,0.00E+00,0.00E+00
1,1,29,3.36E+08,-9.05E+01,-2.51E+01,0.00E+00,-4.16E+01,-6.31E-05,0.00E+00,-7.32E+01,0.00E+00,0.00E+00,0.00E+00
1,1,30,2.55E+08,-1.16E+02,-2.82E+01,0.00E+00,-4.29E+01,-8.45E-06,0.00E+00,-7.61E+01,0.00E+00,0.00E+00,0.00E+00
1,1,31,2.37E+08,-1.61E-04,-2.67E+01,0.00E+00,-4.12E+01,-6.17E-05,0.00E+00,-2.81E+01,0.00E+00,0.00E+00,0.00E+00
1,1,32,4.47E+08,-2.20E+02,-6.17E+01,0.00E+00,-9.91E+01,-1.58E-05,0.00E+00,-2.01E+02,0.00E+00,0.00E+00,0.00E+00
1,1,33,4.66E+08,-9.34E+01,-2.51E+01,0.00E+00,-4.22E+01,-6.23E-05,0.00E+00,-2.14E+02,0.00E+00,0.00E+00,0.00E+00
1,1,34,3.44E+08,-1.22E+02,-3.59E+01,0.00E+00,-5.60E+01,-6.30E-05,0.00E+00,-1.00E+02,0.00E+00,0.00E+00,0.00E+00
2,1,1,9.28E+08,-7.41E+01,-5.53E-04,0.00E+00,-3.42E+01,-1.57E-05,0.00E+00,-2.40E+01,0.00E+00,0.00E+00,0.00E+00
2,1,2,4.79E+08,-7.99E+01,-2.66E-04,0.00E+00,-3.29E+01,-5.01E-05,0.00E+00,-3.96E-04,0.00E+00,0.00E+00,0.00E+00
2,1,3,3.92E+08,-2.14E+02,-2.39E-04,0.00E+00,-1.79E-04,-9.89E-05,0.00E+00,-2.13E-04,0.00E+00,0.00E+00,0.00E+00
2,1,4,3.29E+08,-9.48E+01,-3.09E+01,0.00E+00,-4.37E+01,-3.77E-05,0.00E+00,-2.13E+02,0.00E+00,0.00E+00,0.00E+00
2,1,5,4.44E+08,-1.95E+02,-4.22E-04,0.00E+00,-1.79E-04,-1.98E-05,0.00E+00,-2.16E-04,0.00E+00,0.00E+00,0.00E+00
2,1,6,5.78E+08,-8.14E+01,-2.66E-04,0.00E+00,-2.18E-05,-5.46E-05,0.00E+00,-1.94E-04,0.00E+00,0.00E+00,0.00E+00
2,1,7,2.60E+08,-9.80E+01,-2.52E+01,0.00E+00,-3.33E+01,-5.92E-05,0.00E+00,-7.86E+01,0.00E+00,0.00E+00,0.00E+00
2,1,8,1.38E+09,-1.95E+02,-5.45E-04,0.00E+00,-5.36E+01,-5.77E+00,0.00E+00,-2.14E+02,0.00E+00,0.00E+00,0.00E+00
2,1,9,8.33E+07,-4.81E-05,-9.43E-06,0.00E+00,-2.55E+01,-7.75E-05,0.00E+00,-1.86E+01,0.00E+00,0.00E+00,0.00E+00
2,1,10,4.44E+08,-9.03E+01,-5.53E-04,0.00E+00,-4.16E+01,-8.66E-05,0.00E+00,-2.09E+02,0.00E+00,0.00E+00,0.00E+00
2,1,11,6.60E+08,-1.37E+02,-1.42E-05,0.00E+00,-3.94E+01,-3.64E-05,0.00E+00,-2.15E-04,0.00E+00,0.00E+00,0.00E+00
2,1,12,2.68E+08,-9.08E+01,-5.36E-04,0.00E+00,-4.17E+01,-3.77E-05,0.00E+00,-5.15E-04,0.00E+00,0.00E+00,0.00E+00
2,1,13,8.59E+08,-2.06E+02,-2.26E-04,0.00E+00,-4.02E+01,-1.74E-05,0.00E+00,-1.47E+02,0.00E+00,0.00E+00,0.00E+00
2,1,14,6.14E+08,-5.63E-05,-2.43E-04,0.00E+00,-1.92E-04,-4.63E-05,0.00E+00,-7.91E-05,0.00E+00,0.00E+00,0.00E+00
2,1,15,3.82E+08,-3.26E+02,-2.26E-04,0.00E+00,-3.21E+01,-3.57E-05,0.00E+00,-2.29E+01,0.00E+00,0.00E+00,0.00E+00
2,1,16,2.81E+08,-1.43E+02,-2.26E-04,0.00E+00,-3.96E+01,-3.62E-05,0.00E+00,-2.65E+01,0.00E+00,0.00E+00,0.00E+00
2,1,17,3.58E+08,-3.50E+02,-2.43E-04,0.00E+00,-1.85E-04,-1.23E-04,0.00E+00,-2.50E-04,0.00E+00,0.00E+00,0.00E+00
2,1,18,1.34E+09,-3.19E+02,-2.33E-04,0.00E+00,-3.72E+01,-5.77E+01,0.00E+00,-8.24E+01,0.00E+00,0.00E+00,0.00E+00
2,1,19,5.59E+08,-2.61E+02,-2.26E-04,0.00E+00,-3.90E+01,-1.64E-05,0.00E+00,-1.87E+02,0.00E+00,0.00E+00,0.00E+00
2,1,20,8.82E+08,-1.30E+01,-1.06E-04,0.00E+00,-1.92E-04,-5.59E-05,0.00E+00,-2.38E-04,0.00E+00,0.00E+00,0.00E+00
2,1,21,2.56E+08,-2.87E+02,-2.26E-04,0.00E+00,-3.43E+01,-1.59E-05,0.00E+00,-2.42E+01,0.00E+00,0.00E+00,0.00E+00
2,1,22,6.45E+08,-2.08E+02,-5.53E-04,0.00E+00,-3.84E+01,-9.87E-05,0.00E+00,-8.94E+01,0.00E+00,0.00E+00,0.00E+00
2,1,23,3.26E+08,-1.06E+02,-1.99E-05,0.00E+00,-4.47E-04,-9.76E-05,0.00E+00,-1.81E-05,0.00E+00,0.00E+00,0.00E+00
2,1,24,3.63E+08,-3.13E+02,-2.35E-04,0.00E+00,-4.03E+01,-3.73E-05,0.00E+00,-2.48E+01,0.00E+00,0.00E+00,0.00E+00
2,1,25,1.84E+08,-1.61E-04,-2.66E-04,0.00E+00,-3.83E+01,-6.18E-05,0.00E+00,-4.29E-04,0.00E+00,0.00E+00,0.00E+00
2,1,26,4.31E+08,-6.72E-05,-2.25E-05,0.00E+00,-3.80E-05,-9.76E-05,0.00E+00,-1.10E-05,0.00E+00,0.00E+00,0.00E+00
2,1,27,2.08E+08,-1.40E+02,-2.33E-04,0.00E+00,-3.82E+01,-5.00E-05,0.00E+00,-2.21E+01,0.00E+00,0.00E+00,0.00E+00
2,1,28,5.01E+08,-1.18E+02,-4.22E-04,0.00E+00,-3.27E+01,-2.81E-05,0.00E+00,-2.34E+01,0.00E+00,0.00E+00,0.00E+00
2,1,29,7.68E+08,-2.29E+02,-2.66E-04,0.00E+00,-3.33E-04,-4.95E-05,0.00E+00,-2.51E-04,0.00E+00,0.00E+00,0.00E+00
2,1,30,3.25E+08,-4.25E+01,-2.43E-04,0.00E+00,-1.88E-04,-4.82E-05,0.00E+00,-5.49E-04,0.00E+00,0.00E+00,0.00E+00
2,1,31,4.10E+08,-1.40E+01,-2.43E-04,0.00E+00,-8.06E-06,-2.02E-05,0.00E+00,-2.38E-04,0.00E+00,0.00E+00,0.00E+00
2,1,32,1.80E+08,-1.43E+02,-2.66E-04,0.00E+00,-4.27E+01,-1.58E-05,0.00E+00,-2.01E-04,0.00E+00,0.00E+00,0.00E+00
2,1,33,1.89E+08,-8.70E+01,-1.84E-05,0.00E+00,-4.00E+01,-7.73E-05,0.00E+00,-2.52E-04,0.00E+00,0.00E+00,0.00E+00
2,1,34,6.05E+08,-8.79E+01,-4.37E-05,0.00E+00,-4.36E-04,-4.82E-05,0.00E+00,-3.70E-05,0.00E+00,0.00E+00,0.00E+00
3,1,1,8.76E+08,-5.16E-05,-5.53E-04,0.00E+00,-1.98E+00,-1.58E-05,0.00E+00,-3.02E-05,0.00E+00,0.00E+00,0.00E+00
3,1,2,7.25E+08,-1.75E-04,-2.39E-04,0.00E+00,-1.12E+01,-5.01E-05,0.00E+00,-1.47E+02,0.00E+00,0.00E+00,0.00E+00
3,1,3,4.01E+08,-1.71E+00,-5.58E-04,0.00E+00,-3.64E+01,-8.45E-06,0.00E+00,-2.52E+01,0.00E+00,0.00E+00,0.00E+00
3,1,4,3.68E+08,-1.34E+02,-4.94E-04,0.00E+00,-4.24E+01,-1.87E-05,0.00E+00,-9.26E+01,0.00E+00,0.00E+00,0.00E+00
3,1,5,6.09E+08,-5.59E-05,-1.67E-05,0.00E+00,-2.57E+01,-1.84E-05,0.00E+00,-1.87E+01,0.00E+00,0.00E+00,0.00E+00
3,1,6,8.84E+08,-1.46E+01,-2.66E-04,0.00E+00,-3.93E+01,-1.44E+01,0.00E+00,-2.76E+01,0.00E+00,0.00E+00,0.00E+00
3,1,7,8.36E+08,-1.48E+02,-2.26E-04,0.00E+00,-4.06E+01,-3.00E-05,0.00E+00,-1.92E-04,0.00E+00,0.00E+00,0.00E+00
3,1,8,1.27E+09,-5.49E+00,-2.26E-04,0.00E+00,-1.84E-04,-5.74E+00,0.00E+00,-1.09E-04,0.00E+00,0.00E+00,0.00E+00
3,1,9,4.13E+08,-9.14E+01,-2.35E-04,0.00E+00,-1.81E-04,-7.60E-06,0.00E+00,-1.74E+01,0.00E+00,0.00E+00,0.00E+00
3,1,10,1.30E+09,-5.18E+02,-2.35E-04,0.00E+00,-8.26E+01,-1.23E-04,0.00E+00,-1.39E+02,0.00E+00,0.00E+00,0.00E+00
3,1,11,6.51E+08,-1.48E-04,-2.31E-04,0.00E+00,-1.92E-04,-4.83E-05,0.00E+00,-2.64E+01,0.00E+00,0.00E+00,0.00E+00
3,1,12,3.71E+08,-1.64E-04,-5.03E-04,0.00E+00,-6.81E+01,-1.24E-04,0.00E+00,-3.78E+01,0.00E+00,0.00E+00,0.00E+00
3,1,13,1.38E+09,-2.09E+01,-5.53E-04,0.00E+00,-4.04E+01,-2.11E+01,0.00E+00,-4.89E+01,0.00E+00,0.00E+00,0.00E+00
3,1,14,8.43E+08,-9.10E-05,-2.43E-04,0.00E+00,-3.72E+01,-7.75E-05,0.00E+00,-2.64E+01,0.00E+00,0.00E+00,0.00E+00
3,1,15,1.95E+08,-1.78E-04,-4.22E-04,0.00E+00,-3.39E+01,-6.32E-05,0.00E+00,-4.67E-04,0.00E+00,0.00E+00,0.00E+00
3,1,16,5.39E+08,-3.37E+02,-2.26E-04,0.00E+00,-4.36E-04,-8.65E-05,0.00E+00,-1.93E-04,0.00E+00,0.00E+00,0.00E+00
3,1,17,3.28E+08,-1.44E+02,-2.66E-04,0.00E+00,-3.89E+01,-8.60E-05,0.00E+00,-2.75E+01,0.00E+00,0.00E+00,0.00E+00
3,1,18,1.24E+09,-3.19E+02,-2.33E-04,0.00E+00,-2.09E+01,-5.78E+01,0.00E+00,-4.01E+00,0.00E+00,0.00E+00,0.00E+00
3,1,19,4.29E+08,-1.64E-04,-2.39E-04,0.00E+00,-1.88E-04,-1.22E-04,0.00E+00,-2.08E+02,0.00E+00,0.00E+00,0.00E+00
3,1,20,1.03E+09,-1.11E+02,-2.66E-04,0.00E+00,-3.27E+01,-8.76E-01,0.00E+00,-2.27E+01,0.00E+00,0.00E+00,0.00E+00
3,1,21,5.78E+08,-6.11E-05,-2.26E-04,0.00E+00,-3.30E+01,-7.72E-06,0.00E+00,-2.33E+01,0.00E+00,0.00E+00,0.00E+00
3,1,22,8.21E+08,-1.58E+01,-7.00E-05,0.00E+00,-1.92E-04,-1.56E+01,0.00E+00,-2.08E-04,0.00E+00,0.00E+00,0.00E+00
3,1,23,3.64E+08,-1.56E-04,-2.66E-04,0.00E+00,-3.70E+01,-9.67E-05,0.00E+00,-2.64E+01,0.00E+00,0.00E+00,0.00E+00
3,1,24,6.99E+08,-1.26E+02,-2.26E-04,0.00E+00,-3.14E+01,-1.39E-05,0.00E+00,-5.13E-04,0.00E+00,0.00E+00,0.00E+00
3,1,25,3.51E+08,-1.61E-04,-2.66E-04,0.00E+00,-3.83E+01,-6.18E-05,0.00E+00,-1.44E+02,0.00E+00,0.00E+00,0.00E+00
3,1,26,5.20E+08,-6.72E-05,-2.66E-04,0.00E+00,-5.46E+01,-9.79E-05,0.00E+00,-3.84E+01,0.00E+00,0.00E+00,0.00E+00
3,1,27,2.35E+08,-4.24E+02,-4.86E-04,0.00E+00,-2.10E-04,-4.82E-05,0.00E+00,-5.15E-04,0.00E+00,0.00E+00,0.00E+00
3,1,28,4.54E+08,-1.30E-01,-5.67E-04,0.00E+00,-2.55E-05,-2.73E-05,0.00E+00,-2.50E-04,0.00E+00,0.00E+00,0.00E+00
3,1,29,9.57E+08,-1.13E+02,-2.66E-04,0.00E+00,-4.05E+01,-4.90E-05,0.00E+00,-2.84E+01,0.00E+00,0.00E+00,0.00E+00
3,1,30,3.91E+08,-6.53E-04,-2.66E-04,0.00E+00,-4.04E+01,-4.83E-05,0.00E+00,-2.83E+01,0.00E+00,0.00E+00,0.00E+00
3,1,31,6.42E+08,-7.62E-05,-2.66E-04,0.00E+00,-4.06E+01,-9.84E-05,0.00E+00,-2.79E+01,0.00E+00,0.00E+00,0.00E+00
3,1,32,2.39E+08,-2.34E-04,-2.26E-04,0.00E+00,-4.30E+01,-1.59E-05,0.00E+00,-6.00E+01,0.00E+00,0.00E+00,0.00E+00
3,1,33,9.49E+08,-8.60E+01,-2.66E-04,0.00E+00,-1.79E-04,-1.67E-05,0.00E+00,-2.12E+02,0.00E+00,0.00E+00,0.00E+00
3,1,34,8.49E+08,-4.94E+02,-2.39E-04,0.00E+00,-6.85E+01,-4.10E+01,0.00E+00,-1.07E+02,0.00E+00,0.00E+00,0.00E+00
4,1,1,1.23E+09,-1.38E+02,-2.26E-04,0.00E+00,-3.75E+01,-5.65E-05,0.00E+00,-1.58E+02,0.00E+00,0.00E+00,0.00E+00
4,1,2,8.69E+08,-9.79E+01,-4.22E-04,0.00E+00,-3.72E+01,-3.65E-05,0.00E+00,-2.51E-04,0.00E+00,0.00E+00,0.00E+00
4,1,3,2.13E+09,-3.04E+02,-2.66E-04,0.00E+00,-2.74E+01,-3.51E-01,0.00E+00,-2.29E+01,0.00E+00,0.00E+00,0.00E+00
4,1,4,7.43E+08,-2.67E+02,-2.24E-04,0.00E+00,-4.07E+01,-5.11E-05,0.00E+00,-2.60E+00,0.00E+00,0.00E+00,0.00E+00
4,1,5,6.20E+08,-6.84E+01,-4.22E-04,0.00E+00,-3.09E+01,-1.84E-05,0.00E+00,-1.98E+01,0.00E+00,0.00E+00,0.00E+00
4,1,6,1.14E+09,-8.72E+01,-2.39E-04,0.00E+00,-1.92E-04,-7.65E+00,0.00E+00,-1.12E-04,0.00E+00,0.00E+00,0.00E+00
4,1,7,8.79E+08,-6.30E+01,-5.53E-04,0.00E+00,-2.68E+01,-2.99E-05,0.00E+00,-6.29E+01,0.00E+00,0.00E+00,0.00E+00
4,1,8,1.60E+09,-1.33E+02,-5.58E-04,0.00E+00,-4.16E+01,-5.77E+00,0.00E+00,-1.85E+02,0.00E+00,0.00E+00,0.00E+00
4,1,9,4.26E+08,-9.14E+01,-2.31E-04,0.00E+00,-3.41E+01,-7.48E-06,0.00E+00,-8.26E+00,0.00E+00,0.00E+00,0.00E+00
4,1,10,1.41E+09,-5.18E+02,-2.35E-04,0.00E+00,-8.26E+01,-1.24E-04,0.00E+00,-2.09E+02,0.00E+00,0.00E+00,0.00E+00
4,1,11,8.72E+08,-5.59E-05,-2.66E-04,0.00E+00,-4.04E+01,-4.84E-05,0.00E+00,-9.12E-05,0.00E+00,0.00E+00,0.00E+00
4,1,12,1.55E+09,-2.52E+02,-4.95E-04,0.00E+00,-4.26E+01,-4.61E+01,0.00E+00,-5.12E-04,0.00E+00,0.00E+00,0.00E+00
4,1,13,1.39E+09,-8.95E+01,-5.53E-04,0.00E+00,-3.92E+01,-2.09E+01,0.00E+00,-2.53E-04,0.00E+00,0.00E+00,0.00E+00
4,1,14,1.06E+09,-7.56E-05,-2.43E-04,0.00E+00,-1.92E-04,-1.20E-05,0.00E+00,-7.91E-05,0.00E+00,0.00E+00,0.00E+00
4,1,15,1.00E+09,-9.72E+01,-4.22E-04,0.00E+00,-3.44E+01,-6.04E+00,0.00E+00,-4.01E-04,0.00E+00,0.00E+00,0.00E+00
4,1,16,8.72E+08,-1.36E-04,-1.31E-04,0.00E+00,-4.11E+01,-1.55E-05,0.00E+00,-2.88E+01,0.00E+00,0.00E+00,0.00E+00
4,1,17,9.10E+08,-7.25E-05,-4.22E-04,0.00E+00,-1.85E-04,-4.68E-05,0.00E+00,-5.13E-04,0.00E+00,0.00E+00,0.00E+00
4,1,18,1.22E+09,-1.49E+02,-2.33E-04,0.00E+00,-3.90E+01,-5.75E+01,0.00E+00,-1.49E+02,0.00E+00,0.00E+00,0.00E+00
4,1,19,3.96E+08,-1.87E+01,-2.39E-04,0.00E+00,-1.79E-04,-2.23E-03,0.00E+00,-3.98E-04,0.00E+00,0.00E+00,0.00E+00
4,1,20,1.25E+09,-5.00E-05,-4.22E-04,0.00E+00,-2.10E-04,-8.55E-01,0.00E+00,-2.53E-04,0.00E+00,0.00E+00,0.00E+00
4,1,21,5.84E+08,-2.21E+02,-4.22E-04,0.00E+00,-1.88E-04,-1.64E-05,0.00E+00,-2.18E-04,0.00E+00,0.00E+00,0.00E+00
4,1,22,8.65E+08,-1.58E+01,-2.33E-04,0.00E+00,-4.27E+01,-1.57E+01,0.00E+00,-2.92E+01,0.00E+00,0.00E+00,0.00E+00
4,1,23,6.46E+08,-2.16E+02,-5.67E-04,0.00E+00,-1.92E-04,-1.69E-01,0.00E+00,-1.09E-04,0.00E+00,0.00E+00,0.00E+00
4,1,24,8.73E+08,-6.87E-05,-2.26E-04,0.00E+00,-4.13E+01,-4.59E-05,0.00E+00,-3.66E+01,0.00E+00,0.00E+00,0.00E+00
4,1,25,1.05E+09,-4.28E+02,-5.53E-04,0.00E+00,-2.10E-04,-3.54E-01,0.00E+00,-1.71E+01,0.00E+00,0.00E+00,0.00E+00
4,1,26,5.05E+08,-8.23E+01,-2.66E-04,0.00E+00,-3.56E+01,-9.79E-05,0.00E+00,-2.66E+01,0.00E+00,0.00E+00,0.00E+00
4,1,27,4.57E+08,-8.20E+01,-2.33E-04,0.00E+00,-1.84E-04,-1.88E-05,0.00E+00,-8.38E+01,0.00E+00,0.00E+00,0.00E+00
4,1,28,1.11E+09,-1.70E+02,-5.67E-04,0.00E+00,-3.98E+01,-1.52E-05,0.00E+00,-2.80E+01,0.00E+00,0.00E+00,0.00E+00
4,1,29,9.10E+08,-1.13E+02,-2.66E-04,0.00E+00,-1.92E-04,-4.88E-05,0.00E+00,-2.44E+01,0.00E+00,0.00E+00,0.00E+00
4,1,30,1.12E+09,-1.13E+02,-2.39E-04,0.00E+00,-2.53E+01,-9.25E-01,0.00E+00,-1.95E-04,0.00E+00,0.00E+00,0.00E+00
4,1,31,5.59E+08,-1.56E-04,-4.22E-04,0.00E+00,-3.56E-05,-9.81E-05,0.00E+00,-1.10E-05,0.00E+00,0.00E+00,0.00E+00
4,1,32,1.17E+09,-1.47E+02,-5.58E-04,0.00E+00,-3.10E-05,-8.51E-05,0.00E+00,-4.60E-04,0.00E+00,0.00E+00,0.00E+00
4,1,33,7.32E+08,-2.69E+01,-2.66E-04,0.00E+00,-3.95E+01,-1.70E-05,0.00E+00,-3.98E-04,0.00E+00,0.00E+00,0.00E+00
4,1,34,1.16E+09,-6.97E+01,-2.39E-04,0.00E+00,-5.52E+01,-4.05E+01,0.00E+00,-5.60E+01,0.00E+00,0.00E+00,0.00E+00
5,1,1,1.08E+09,-8.21E+01,-5.53E-04,0.00E+00,-5.30E+01,-5.53E-05,0.00E+00,-2.16E-04,0.00E+00,0.00E+00,0.00E+00
5,1,2,1.01E+09,-9.79E+01,-4.22E-04,0.00E+00,-1.07E-02,-3.65E-05,0.00E+00,-1.44E+02,0.00E+00,0.00E+00,0.00E+00
5,1,3,1.72E+09,-7.54E-05,-2.39E-04,0.00E+00,-1.92E-01,-3.49E-01,0.00E+00,-2.16E-04,0.00E+00,0.00E+00,0.00E+00
5,1,4,8.07E+08,-2.66E+02,-2.24E-04,0.00E+00,-3.19E+01,-5.11E-05,0.00E+00,-7.21E+01,0.00E+00,0.00E+00,0.00E+00
5,1,5,8.23E+08,-8.17E+01,-2.39E-04,0.00E+00,-2.13E+01,-4.57E-05,0.00E+00,-5.16E-04,0.00E+00,0.00E+00,0.00E+00
5,1,6,1.22E+09,-3.64E+01,-2.66E-04,0.00E+00,-3.99E+01,-7.66E+00,0.00E+00,-3.64E+01,0.00E+00,0.00E+00,0.00E+00
5,1,7,1.11E+09,-6.30E+01,-2.35E-04,0.00E+00,-3.97E+01,-8.50E-05,0.00E+00,-1.50E-04,0.00E+00,0.00E+00,0.00E+00
5,1,8,1.39E+09,-9.58E+01,-5.58E-04,0.00E+00,-2.56E+01,-5.77E+00,0.00E+00,-2.13E-04,0.00E+00,0.00E+00,0.00E+00
5,1,9,7.89E+08,-1.01E+02,-2.35E-04,0.00E+00,-3.00E+01,-5.19E-04,0.00E+00,-9.62E+01,0.00E+00,0.00E+00,0.00E+00
5,1,10,1.56E+09,-7.93E-05,-2.35E-04,0.00E+00,-1.92E-04,-3.76E-05,0.00E+00,-1.95E-04,0.00E+00,0.00E+00,0.00E+00
5,1,11,8.77E+08,-5.47E-04,-2.66E-04,0.00E+00,-1.92E-04,-4.77E-05,0.00E+00,-3.10E+01,0.00E+00,0.00E+00,0.00E+00
5,1,12,1.77E+09,-2.52E+02,-4.95E-04,0.00E+00,-3.16E+01,-4.61E+01,0.00E+00,-2.07E+02,0.00E+00,0.00E+00,0.00E+00
5,1,13,1.59E+09,-3.22E+02,-5.53E-04,0.00E+00,-1.79E-04,-2.09E+01,0.00E+00,-2.11E+02,0.00E+00,0.00E+00,0.00E+00
5,1,14,1.10E+09,-7.56E-05,-2.43E-04,0.00E+00,-3.22E+01,-1.21E-05,0.00E+00,-2.28E+01,0.00E+00,0.00E+00,0.00E+00
5,1,15,1.14E+09,-1.15E+02,-2.66E-04,0.00E+00,-3.20E+01,-6.03E+00,0.00E+00,-1.02E+02,0.00E+00,0.00E+00,0.00E+00
5,1,16,1.18E+09,-1.35E+02,-2.26E-04,0.00E+00,-1.92E-04,-8.47E-06,0.00E+00,-4.93E-04,0.00E+00,0.00E+00,0.00E+00
5,1,17,1.12E+09,-3.36E+02,-2.66E-04,0.00E+00,-3.94E+01,-4.94E-05,0.00E+00,-1.52E+02,0.00E+00,0.00E+00,0.00E+00
5,1,18,1.73E+09,-1.41E+02,-1.32E-04,0.00E+00,-4.07E+01,-1.22E-04,0.00E+00,-1.67E+02,0.00E+00,0.00E+00,0.00E+00
5,1,19,1.17E+09,-1.04E+02,-2.66E-04,0.00E+00,-3.90E+01,-1.94E+00,0.00E+00,-2.77E+01,0.00E+00,0.00E+00,0.00E+00
5,1,20,1.29E+09,-7.61E+01,-2.66E-04,0.00E+00,-3.31E+01,-8.57E-01,0.00E+00,-2.27E+01,0.00E+00,0.00E+00,0.00E+00
5,1,21,1.20E+09,-2.69E+02,-4.22E-04,0.00E+00,-1.88E-04,-1.67E-05,0.00E+00,-3.97E-04,0.00E+00,0.00E+00,0.00E+00
5,1,22,9.79E+08,-1.58E+01,-2.33E-04,0.00E+00,-3.70E+01,-1.55E+01,0.00E+00,-2.65E+01,0.00E+00,0.00E+00,0.00E+00
