# Archivo de precios de termicas (plpcosce.dat)
# Numero de centrales termicas con cambio de costo variable
 271 
# Nombre de la central
'CMPC_PACIFICO_BL3'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   12     036     084.7
   01     037     080.6
   02     038     080.4
   03     039     081.8
   04     040     083.6
   05     041     084.2
   06     042     083.9
   07     043     084.5
   08     044     086.7
   09     045     091.1
   10     046     094.0
   11     047     090.8
   12     048     084.3
   01     049     079.5
   02     050     079.1
   03     051     080.6
   04     052     082.3
   05     053     083.1
   06     054     082.9
   07     055     083.6
   08     056     085.9
   09     057     090.3
   10     058     092.8
   11     059     089.8
   12     060     082.6
   01     061     078.2
   02     062     077.9
   03     063     079.4
   04     064     081.3
   05     065     082.1
   06     066     082.0
   07     067     082.7
   08     068     084.7
   09     069     089.0
   10     070     091.6
   11     071     089.1
   12     072     082.6
# Nombre de la central
'AGUAS_BLANCAS'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     204.4
   07     002     204.4
   07     003     204.4
   07     004     204.4
   08     005     202.0
   08     006     202.0
   08     007     202.0
   08     008     202.0
   09     009     200.0
   09     010     200.0
   09     011     200.0
   09     012     200.0
   10     013     198.7
   10     014     198.7
   10     015     198.7
   10     016     198.7
   11     017     197.9
   11     018     197.9
   11     019     197.9
   11     020     197.9
   12     021     197.4
   12     022     197.4
   12     023     197.4
   12     024     197.4
   01     025     197.0
   02     026     196.6
   03     027     196.3
   04     028     195.9
   05     029     195.6
   06     030     195.4
   07     031     195.2
   08     032     195.1
   09     033     195.0
   10     034     194.7
   11     035     194.6
   12     036     194.6
   01     037     194.6
   02     038     194.6
   03     039     194.6
   04     040     194.6
   05     041     194.5
   06     042     194.6
   07     043     194.6
   08     044     194.8
   09     045     194.9
   10     046     194.9
   11     047     195.0
   12     048     195.2
   01     049     195.4
   02     050     195.5
   03     051     195.7
   04     052     195.7
   05     053     195.8
   06     054     195.8
   07     055     195.8
   08     056     195.9
   09     057     196.1
   10     058     196.2
   11     059     196.4
   12     060     196.6
   01     061     196.7
   02     062     196.8
   03     063     196.9
   04     064     196.9
   05     065     197.0
   06     066     197.0
   07     067     197.0
   08     068     197.0
   09     069     197.0
   10     070     197.0
   11     071     197.0
   12     072     197.0
# Nombre de la central
'ANDES_U1-U2_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     326.4
   07     002     326.4
   07     003     326.4
   07     004     326.4
   08     005     322.2
   08     006     322.2
   08     007     322.2
   08     008     322.2
   09     009     318.9
   09     010     318.9
   09     011     318.9
   09     012     318.9
   10     013     316.9
   10     014     316.9
   10     015     316.9
   10     016     316.9
   11     017     315.5
   11     018     315.5
   11     019     315.5
   11     020     315.5
   12     021     314.6
   12     022     314.6
   12     023     314.6
   12     024     314.6
   01     025     313.9
   02     026     313.3
   03     027     312.8
   04     028     312.2
   05     029     311.7
   06     030     311.3
   07     031     311.0
   08     032     310.8
   09     033     310.6
   10     034     310.2
   11     035     310.0
   12     036     309.9
   01     037     309.9
   02     038     310.0
   03     039     310.0
   04     040     309.9
   05     041     309.8
   06     042     310.0
   07     043     310.0
   08     044     310.3
   09     045     310.5
   10     046     310.5
   11     047     310.7
   12     048     311.0
   01     049     311.3
   02     050     311.5
   03     051     311.8
   04     052     311.8
   05     053     311.9
   06     054     312.0
   07     055     312.0
   08     056     312.2
   09     057     312.4
   10     058     312.7
   11     059     313.0
   12     060     313.3
   01     061     313.5
   02     062     313.6
   03     063     313.8
   04     064     313.9
   05     065     314.0
   06     066     314.0
   07     067     314.0
   08     068     314.0
   09     069     314.0
   10     070     314.0
   11     071     314.0
   12     072     314.0
# Nombre de la central
'ANDES_U3_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     317.0
   07     002     317.0
   07     003     317.0
   07     004     317.0
   08     005     313.0
   08     006     313.0
   08     007     313.0
   08     008     313.0
   09     009     309.9
   09     010     309.9
   09     011     309.9
   09     012     309.9
   10     013     307.9
   10     014     307.9
   10     015     307.9
   10     016     307.9
   11     017     306.6
   11     018     306.6
   11     019     306.6
   11     020     306.6
   12     021     305.7
   12     022     305.7
   12     023     305.7
   12     024     305.7
   01     025     305.1
   02     026     304.5
   03     027     304.0
   04     028     303.4
   05     029     303.0
   06     030     302.5
   07     031     302.2
   08     032     302.0
   09     033     301.9
   10     034     301.5
   11     035     301.3
   12     036     301.2
   01     037     301.2
   02     038     301.3
   03     039     301.3
   04     040     301.2
   05     041     301.1
   06     042     301.3
   07     043     301.3
   08     044     301.6
   09     045     301.8
   10     046     301.8
   11     047     302.0
   12     048     302.3
   01     049     302.5
   02     050     302.8
   03     051     303.0
   04     052     303.0
   05     053     303.1
   06     054     303.2
   07     055     303.3
   08     056     303.4
   09     057     303.6
   10     058     303.9
   11     059     304.2
   12     060     304.5
   01     061     304.7
   02     062     304.8
   03     063     304.9
   04     064     305.0
   05     065     305.1
   06     066     305.1
   07     067     305.2
   08     068     305.2
   09     069     305.1
   10     070     305.1
   11     071     305.1
   12     072     305.1
# Nombre de la central
'ANDES_U4_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     308.6
   07     002     308.6
   07     003     308.6
   07     004     308.6
   08     005     304.7
   08     006     304.7
   08     007     304.7
   08     008     304.7
   09     009     301.6
   09     010     301.6
   09     011     301.6
   09     012     301.6
   10     013     299.7
   10     014     299.7
   10     015     299.7
   10     016     299.7
   11     017     298.4
   11     018     298.4
   11     019     298.4
   11     020     298.4
   12     021     297.6
   12     022     297.6
   12     023     297.6
   12     024     297.6
   01     025     296.9
   02     026     296.4
   03     027     295.8
   04     028     295.3
   05     029     294.9
   06     030     294.4
   07     031     294.1
   08     032     294.0
   09     033     293.8
   10     034     293.5
   11     035     293.2
   12     036     293.2
   01     037     293.2
   02     038     293.2
   03     039     293.3
   04     040     293.2
   05     041     293.1
   06     042     293.2
   07     043     293.2
   08     044     293.5
   09     045     293.8
   10     046     293.8
   11     047     293.9
   12     048     294.2
   01     049     294.4
   02     050     294.7
   03     051     295.0
   04     052     295.0
   05     053     295.0
   06     054     295.1
   07     055     295.2
   08     056     295.3
   09     057     295.5
   10     058     295.8
   11     059     296.1
   12     060     296.4
   01     061     296.5
   02     062     296.7
   03     063     296.8
   04     064     296.9
   05     065     297.0
   06     066     297.0
   07     067     297.0
   08     068     297.0
   09     069     297.0
   10     070     297.0
   11     071     297.0
   12     072     297.0
# Nombre de la central
'ANTILHUE_U1'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     291.3
   07     002     291.3
   07     003     291.3
   07     004     291.3
   08     005     287.9
   08     006     287.9
   08     007     287.9
   08     008     287.9
   09     009     285.1
   09     010     285.1
   09     011     285.1
   09     012     285.1
   10     013     283.4
   10     014     283.4
   10     015     283.4
   10     016     283.4
   11     017     282.3
   11     018     282.3
   11     019     282.3
   11     020     282.3
   12     021     281.6
   12     022     281.6
   12     023     281.6
   12     024     281.6
   01     025     281.0
   02     026     280.5
   03     027     280.0
   04     028     279.6
   05     029     279.2
   06     030     278.8
   07     031     278.5
   08     032     278.4
   09     033     278.2
   10     034     277.9
   11     035     277.7
   12     036     277.7
   01     037     277.7
   02     038     277.7
   03     039     277.8
   04     040     277.7
   05     041     277.6
   06     042     277.7
   07     043     277.7
   08     044     278.0
   09     045     278.2
   10     046     278.2
   11     047     278.3
   12     048     278.6
   01     049     278.8
   02     050     279.0
   03     051     279.2
   04     052     279.2
   05     053     279.3
   06     054     279.4
   07     055     279.4
   08     056     279.6
   09     057     279.7
   10     058     280.0
   11     059     280.3
   12     060     280.5
   01     061     280.6
   02     062     280.8
   03     063     280.9
   04     064     280.9
   05     065     281.0
   06     066     281.1
   07     067     281.1
   08     068     281.1
   09     069     281.1
   10     070     281.0
   11     071     281.0
   12     072     281.0
# Nombre de la central
'ANTILHUE_U2'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     295.4
   07     002     295.4
   07     003     295.4
   07     004     295.4
   08     005     291.9
   08     006     291.9
   08     007     291.9
   08     008     291.9
   09     009     289.2
   09     010     289.2
   09     011     289.2
   09     012     289.2
   10     013     287.4
   10     014     287.4
   10     015     287.4
   10     016     287.4
   11     017     286.3
   11     018     286.3
   11     019     286.3
   11     020     286.3
   12     021     285.5
   12     022     285.5
   12     023     285.5
   12     024     285.5
   01     025     284.9
   02     026     284.4
   03     027     284.0
   04     028     283.5
   05     029     283.1
   06     030     282.7
   07     031     282.5
   08     032     282.3
   09     033     282.2
   10     034     281.8
   11     035     281.6
   12     036     281.6
   01     037     281.6
   02     038     281.7
   03     039     281.7
   04     040     281.6
   05     041     281.5
   06     042     281.6
   07     043     281.7
   08     044     281.9
   09     045     282.1
   10     046     282.1
   11     047     282.2
   12     048     282.5
   01     049     282.7
   02     050     283.0
   03     051     283.2
   04     052     283.2
   05     053     283.3
   06     054     283.3
   07     055     283.4
   08     056     283.5
   09     057     283.7
   10     058     283.9
   11     059     284.2
   12     060     284.4
   01     061     284.6
   02     062     284.7
   03     063     284.8
   04     064     284.9
   05     065     285.0
   06     066     285.0
   07     067     285.1
   08     068     285.1
   09     069     285.0
   10     070     285.0
   11     071     285.0
   12     072     285.0
# Nombre de la central
'ARICA_GM'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     215.8
   07     002     215.8
   07     003     215.8
   07     004     215.8
   08     005     213.1
   08     006     213.1
   08     007     213.1
   08     008     213.1
   09     009     210.9
   09     010     210.9
   09     011     210.9
   09     012     210.9
   10     013     209.6
   10     014     209.6
   10     015     209.6
   10     016     209.6
   11     017     208.7
   11     018     208.7
   11     019     208.7
   11     020     208.7
   12     021     208.1
   12     022     208.1
   12     023     208.1
   12     024     208.1
   01     025     207.6
   02     026     207.3
   03     027     206.9
   04     028     206.6
   05     029     206.2
   06     030     205.9
   07     031     205.7
   08     032     205.6
   09     033     205.5
   10     034     205.2
   11     035     205.1
   12     036     205.0
   01     037     205.0
   02     038     205.1
   03     039     205.1
   04     040     205.0
   05     041     205.0
   06     042     205.1
   07     043     205.1
   08     044     205.3
   09     045     205.5
   10     046     205.5
   11     047     205.5
   12     048     205.8
   01     049     205.9
   02     050     206.1
   03     051     206.3
   04     052     206.3
   05     053     206.3
   06     054     206.4
   07     055     206.4
   08     056     206.6
   09     057     206.7
   10     058     206.9
   11     059     207.1
   12     060     207.3
   01     061     207.4
   02     062     207.5
   03     063     207.6
   04     064     207.6
   05     065     207.7
   06     066     207.7
   07     067     207.7
   08     068     207.7
   09     069     207.7
   10     070     207.7
   11     071     207.7
   12     072     207.7
# Nombre de la central
'ARICA_M1'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     214.1
   07     002     214.1
   07     003     214.1
   07     004     214.1
   08     005     211.4
   08     006     211.4
   08     007     211.4
   08     008     211.4
   09     009     209.3
   09     010     209.3
   09     011     209.3
   09     012     209.3
   10     013     207.9
   10     014     207.9
   10     015     207.9
   10     016     207.9
   11     017     207.1
   11     018     207.1
   11     019     207.1
   11     020     207.1
   12     021     206.5
   12     022     206.5
   12     023     206.5
   12     024     206.5
   01     025     206.0
   02     026     205.7
   03     027     205.3
   04     028     204.9
   05     029     204.6
   06     030     204.3
   07     031     204.1
   08     032     204.0
   09     033     203.9
   10     034     203.7
   11     035     203.5
   12     036     203.4
   01     037     203.4
   02     038     203.5
   03     039     203.5
   04     040     203.4
   05     041     203.4
   06     042     203.5
   07     043     203.5
   08     044     203.7
   09     045     203.9
   10     046     203.9
   11     047     203.9
   12     048     204.2
   01     049     204.3
   02     050     204.5
   03     051     204.7
   04     052     204.7
   05     053     204.7
   06     054     204.8
   07     055     204.8
   08     056     204.9
   09     057     205.1
   10     058     205.3
   11     059     205.5
   12     060     205.7
   01     061     205.8
   02     062     205.9
   03     063     205.9
   04     064     206.0
   05     065     206.1
   06     066     206.1
   07     067     206.1
   08     068     206.1
   09     069     206.1
   10     070     206.1
   11     071     206.1
   12     072     206.1
# Nombre de la central
'ARICA_M2'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     209.1
   07     002     209.1
   07     003     209.1
   07     004     209.1
   08     005     206.5
   08     006     206.5
   08     007     206.5
   08     008     206.5
   09     009     204.4
   09     010     204.4
   09     011     204.4
   09     012     204.4
   10     013     203.1
   10     014     203.1
   10     015     203.1
   10     016     203.1
   11     017     202.3
   11     018     202.3
   11     019     202.3
   11     020     202.3
   12     021     201.7
   12     022     201.7
   12     023     201.7
   12     024     201.7
   01     025     201.3
   02     026     200.9
   03     027     200.5
   04     028     200.2
   05     029     199.9
   06     030     199.6
   07     031     199.4
   08     032     199.3
   09     033     199.2
   10     034     198.9
   11     035     198.8
   12     036     198.7
   01     037     198.7
   02     038     198.8
   03     039     198.8
   04     040     198.7
   05     041     198.7
   06     042     198.8
   07     043     198.8
   08     044     199.0
   09     045     199.1
   10     046     199.1
   11     047     199.2
   12     048     199.4
   01     049     199.6
   02     050     199.8
   03     051     199.9
   04     052     199.9
   05     053     200.0
   06     054     200.0
   07     055     200.1
   08     056     200.2
   09     057     200.3
   10     058     200.5
   11     059     200.7
   12     060     200.9
   01     061     201.0
   02     062     201.1
   03     063     201.2
   04     064     201.2
   05     065     201.3
   06     066     201.3
   07     067     201.3
   08     068     201.3
   09     069     201.3
   10     070     201.3
   11     071     201.3
   12     072     201.3
# Nombre de la central
'ATA-TG1A_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     251.6
   07     002     251.6
   07     003     251.6
   07     004     251.6
   08     005     248.3
   08     006     248.3
   08     007     248.3
   08     008     248.3
   09     009     245.7
   09     010     245.7
   09     011     245.7
   09     012     245.7
   10     013     244.1
   10     014     244.1
   10     015     244.1
   10     016     244.1
   11     017     243.0
   11     018     243.0
   11     019     243.0
   11     020     243.0
   12     021     242.3
   12     022     242.3
   12     023     242.3
   12     024     242.3
   01     025     241.7
   02     026     241.3
   03     027     240.8
   04     028     240.4
   05     029     240.0
   06     030     239.6
   07     031     239.4
   08     032     239.2
   09     033     239.1
   10     034     238.8
   11     035     238.6
   12     036     238.6
   01     037     238.6
   02     038     238.6
   03     039     238.7
   04     040     238.6
   05     041     238.5
   06     042     238.6
   07     043     238.6
   08     044     238.9
   09     045     239.1
   10     046     239.1
   11     047     239.2
   12     048     239.4
   01     049     239.6
   02     050     239.9
   03     051     240.1
   04     052     240.1
   05     053     240.1
   06     054     240.2
   07     055     240.3
   08     056     240.4
   09     057     240.5
   10     058     240.8
   11     059     241.0
   12     060     241.3
   01     061     241.4
   02     062     241.5
   03     063     241.6
   04     064     241.7
   05     065     241.8
   06     066     241.8
   07     067     241.8
   08     068     241.8
   09     069     241.8
   10     070     241.8
   11     071     241.8
   12     072     241.8
# Nombre de la central
'ATA-TG1A+0.5TV1C_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     176.6
   07     002     176.6
   07     003     176.6
   07     004     176.6
   08     005     174.4
   08     006     174.4
   08     007     174.4
   08     008     174.4
   09     009     172.5
   09     010     172.5
   09     011     172.5
   09     012     172.5
   10     013     171.4
   10     014     171.4
   10     015     171.4
   10     016     171.4
   11     017     170.7
   11     018     170.7
   11     019     170.7
   11     020     170.7
   12     021     170.2
   12     022     170.2
   12     023     170.2
   12     024     170.2
   01     025     169.7
   02     026     169.4
   03     027     169.1
   04     028     168.8
   05     029     168.5
   06     030     168.3
   07     031     168.1
   08     032     168.0
   09     033     167.9
   10     034     167.7
   11     035     167.6
   12     036     167.5
   01     037     167.5
   02     038     167.6
   03     039     167.6
   04     040     167.5
   05     041     167.5
   06     042     167.6
   07     043     167.6
   08     044     167.7
   09     045     167.9
   10     046     167.9
   11     047     168.0
   12     048     168.1
   01     049     168.3
   02     050     168.4
   03     051     168.6
   04     052     168.6
   05     053     168.6
   06     054     168.7
   07     055     168.7
   08     056     168.8
   09     057     168.9
   10     058     169.1
   11     059     169.3
   12     060     169.4
   01     061     169.5
   02     062     169.6
   03     063     169.7
   04     064     169.7
   05     065     169.8
   06     066     169.8
   07     067     169.8
   08     068     169.8
   09     069     169.8
   10     070     169.8
   11     071     169.8
   12     072     169.8
# Nombre de la central
'ATA-TG1A+TG1B+TV1C_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     160.4
   07     002     160.4
   07     003     160.4
   07     004     160.4
   08     005     158.3
   08     006     158.3
   08     007     158.3
   08     008     158.3
   09     009     156.7
   09     010     156.7
   09     011     156.7
   09     012     156.7
   10     013     155.6
   10     014     155.6
   10     015     155.6
   10     016     155.6
   11     017     155.0
   11     018     155.0
   11     019     155.0
   11     020     155.0
   12     021     154.5
   12     022     154.5
   12     023     154.5
   12     024     154.5
   01     025     154.1
   02     026     153.9
   03     027     153.6
   04     028     153.3
   05     029     153.1
   06     030     152.8
   07     031     152.7
   08     032     152.6
   09     033     152.5
   10     034     152.3
   11     035     152.2
   12     036     152.1
   01     037     152.1
   02     038     152.2
   03     039     152.2
   04     040     152.1
   05     041     152.1
   06     042     152.2
   07     043     152.2
   08     044     152.3
   09     045     152.5
   10     046     152.5
   11     047     152.5
   12     048     152.7
   01     049     152.8
   02     050     153.0
   03     051     153.1
   04     052     153.1
   05     053     153.1
   06     054     153.2
   07     055     153.2
   08     056     153.3
   09     057     153.4
   10     058     153.6
   11     059     153.7
   12     060     153.9
   01     061     153.9
   02     062     154.0
   03     063     154.1
   04     064     154.1
   05     065     154.2
   06     066     154.2
   07     067     154.2
   08     068     154.2
   09     069     154.2
   10     070     154.2
   11     071     154.2
   12     072     154.2
# Nombre de la central
'ATA-TG1B_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     258.5
   07     002     258.5
   07     003     258.5
   07     004     258.5
   08     005     255.2
   08     006     255.2
   08     007     255.2
   08     008     255.2
   09     009     252.5
   09     010     252.5
   09     011     252.5
   09     012     252.5
   10     013     250.8
   10     014     250.8
   10     015     250.8
   10     016     250.8
   11     017     249.8
   11     018     249.8
   11     019     249.8
   11     020     249.8
   12     021     249.0
   12     022     249.0
   12     023     249.0
   12     024     249.0
   01     025     248.4
   02     026     248.0
   03     027     247.5
   04     028     247.1
   05     029     246.7
   06     030     246.3
   07     031     246.0
   08     032     245.9
   09     033     245.7
   10     034     245.4
   11     035     245.2
   12     036     245.2
   01     037     245.2
   02     038     245.3
   03     039     245.3
   04     040     245.2
   05     041     245.1
   06     042     245.2
   07     043     245.3
   08     044     245.5
   09     045     245.7
   10     046     245.7
   11     047     245.8
   12     048     246.1
   01     049     246.3
   02     050     246.5
   03     051     246.7
   04     052     246.7
   05     053     246.8
   06     054     246.8
   07     055     246.9
   08     056     247.1
   09     057     247.2
   10     058     247.5
   11     059     247.7
   12     060     248.0
   01     061     248.1
   02     062     248.2
   03     063     248.3
   04     064     248.4
   05     065     248.5
   06     066     248.5
   07     067     248.5
   08     068     248.5
   09     069     248.5
   10     070     248.5
   11     071     248.5
   12     072     248.5
# Nombre de la central
'ATA-TG1B+0.5TV1C_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     174.2
   07     002     174.2
   07     003     174.2
   07     004     174.2
   08     005     172.0
   08     006     172.0
   08     007     172.0
   08     008     172.0
   09     009     170.2
   09     010     170.2
   09     011     170.2
   09     012     170.2
   10     013     169.0
   10     014     169.0
   10     015     169.0
   10     016     169.0
   11     017     168.3
   11     018     168.3
   11     019     168.3
   11     020     168.3
   12     021     167.8
   12     022     167.8
   12     023     167.8
   12     024     167.8
   01     025     167.4
   02     026     167.1
   03     027     166.8
   04     028     166.5
   05     029     166.2
   06     030     166.0
   07     031     165.8
   08     032     165.7
   09     033     165.6
   10     034     165.4
   11     035     165.3
   12     036     165.2
   01     037     165.2
   02     038     165.3
   03     039     165.3
   04     040     165.2
   05     041     165.2
   06     042     165.3
   07     043     165.3
   08     044     165.4
   09     045     165.6
   10     046     165.6
   11     047     165.7
   12     048     165.8
   01     049     166.0
   02     050     166.1
   03     051     166.3
   04     052     166.3
   05     053     166.3
   06     054     166.4
   07     055     166.4
   08     056     166.5
   09     057     166.6
   10     058     166.8
   11     059     167.0
   12     060     167.1
   01     061     167.2
   02     062     167.3
   03     063     167.3
   04     064     167.4
   05     065     167.4
   06     066     167.5
   07     067     167.5
   08     068     167.5
   09     069     167.5
   10     070     167.4
   11     071     167.4
   12     072     167.4
# Nombre de la central
'ATA-TG2A_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     256.2
   07     002     256.2
   07     003     256.2
   07     004     256.2
   08     005     252.9
   08     006     252.9
   08     007     252.9
   08     008     252.9
   09     009     250.3
   09     010     250.3
   09     011     250.3
   09     012     250.3
   10     013     248.6
   10     014     248.6
   10     015     248.6
   10     016     248.6
   11     017     247.5
   11     018     247.5
   11     019     247.5
   11     020     247.5
   12     021     246.8
   12     022     246.8
   12     023     246.8
   12     024     246.8
   01     025     246.2
   02     026     245.7
   03     027     245.3
   04     028     244.9
   05     029     244.5
   06     030     244.1
   07     031     243.8
   08     032     243.7
   09     033     243.5
   10     034     243.2
   11     035     243.0
   12     036     243.0
   01     037     243.0
   02     038     243.1
   03     039     243.1
   04     040     243.0
   05     041     242.9
   06     042     243.0
   07     043     243.1
   08     044     243.3
   09     045     243.5
   10     046     243.5
   11     047     243.6
   12     048     243.9
   01     049     244.1
   02     050     244.3
   03     051     244.5
   04     052     244.5
   05     053     244.6
   06     054     244.6
   07     055     244.7
   08     056     244.9
   09     057     245.0
   10     058     245.3
   11     059     245.5
   12     060     245.7
   01     061     245.9
   02     062     246.0
   03     063     246.1
   04     064     246.2
   05     065     246.2
   06     066     246.3
   07     067     246.3
   08     068     246.3
   09     069     246.3
   10     070     246.2
   11     071     246.2
   12     072     246.2
# Nombre de la central
'ATA-TG2A+0.5TV2C_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     177.6
   07     002     177.6
   07     003     177.6
   07     004     177.6
   08     005     175.3
   08     006     175.3
   08     007     175.3
   08     008     175.3
   09     009     173.5
   09     010     173.5
   09     011     173.5
   09     012     173.5
   10     013     172.3
   10     014     172.3
   10     015     172.3
   10     016     172.3
   11     017     171.6
   11     018     171.6
   11     019     171.6
   11     020     171.6
   12     021     171.1
   12     022     171.1
   12     023     171.1
   12     024     171.1
   01     025     170.7
   02     026     170.4
   03     027     170.1
   04     028     169.8
   05     029     169.5
   06     030     169.2
   07     031     169.1
   08     032     169.0
   09     033     168.9
   10     034     168.7
   11     035     168.5
   12     036     168.5
   01     037     168.5
   02     038     168.5
   03     039     168.5
   04     040     168.5
   05     041     168.4
   06     042     168.5
   07     043     168.5
   08     044     168.7
   09     045     168.8
   10     046     168.8
   11     047     168.9
   12     048     169.1
   01     049     169.2
   02     050     169.4
   03     051     169.5
   04     052     169.5
   05     053     169.6
   06     054     169.6
   07     055     169.7
   08     056     169.8
   09     057     169.9
   10     058     170.0
   11     059     170.2
   12     060     170.4
   01     061     170.5
   02     062     170.5
   03     063     170.6
   04     064     170.7
   05     065     170.7
   06     066     170.7
   07     067     170.8
   08     068     170.8
   09     069     170.7
   10     070     170.7
   11     071     170.7
   12     072     170.7
# Nombre de la central
'ATA-TG2A+TG2B+TV2C_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     162.9
   07     002     162.9
   07     003     162.9
   07     004     162.9
   08     005     160.8
   08     006     160.8
   08     007     160.8
   08     008     160.8
   09     009     159.1
   09     010     159.1
   09     011     159.1
   09     012     159.1
   10     013     158.1
   10     014     158.1
   10     015     158.1
   10     016     158.1
   11     017     157.4
   11     018     157.4
   11     019     157.4
   11     020     157.4
   12     021     156.9
   12     022     156.9
   12     023     156.9
   12     024     156.9
   01     025     156.6
   02     026     156.3
   03     027     156.0
   04     028     155.7
   05     029     155.4
   06     030     155.2
   07     031     155.0
   08     032     155.0
   09     033     154.9
   10     034     154.7
   11     035     154.5
   12     036     154.5
   01     037     154.5
   02     038     154.6
   03     039     154.6
   04     040     154.5
   05     041     154.5
   06     042     154.5
   07     043     154.6
   08     044     154.7
   09     045     154.8
   10     046     154.8
   11     047     154.9
   12     048     155.1
   01     049     155.2
   02     050     155.3
   03     051     155.5
   04     052     155.5
   05     053     155.5
   06     054     155.6
   07     055     155.6
   08     056     155.7
   09     057     155.8
   10     058     155.9
   11     059     156.1
   12     060     156.3
   01     061     156.3
   02     062     156.4
   03     063     156.5
   04     064     156.5
   05     065     156.6
   06     066     156.6
   07     067     156.6
   08     068     156.6
   09     069     156.6
   10     070     156.6
   11     071     156.6
   12     072     156.6
# Nombre de la central
'ATA-TG2B_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     252.9
   07     002     252.9
   07     003     252.9
   07     004     252.9
   08     005     249.6
   08     006     249.6
   08     007     249.6
   08     008     249.6
   09     009     247.0
   09     010     247.0
   09     011     247.0
   09     012     247.0
   10     013     245.4
   10     014     245.4
   10     015     245.4
   10     016     245.4
   11     017     244.3
   11     018     244.3
   11     019     244.3
   11     020     244.3
   12     021     243.6
   12     022     243.6
   12     023     243.6
   12     024     243.6
   01     025     243.0
   02     026     242.6
   03     027     242.1
   04     028     241.7
   05     029     241.3
   06     030     240.9
   07     031     240.7
   08     032     240.5
   09     033     240.4
   10     034     240.1
   11     035     239.9
   12     036     239.9
   01     037     239.9
   02     038     239.9
   03     039     240.0
   04     040     239.9
   05     041     239.8
   06     042     239.9
   07     043     239.9
   08     044     240.1
   09     045     240.4
   10     046     240.4
   11     047     240.5
   12     048     240.7
   01     049     240.9
   02     050     241.2
   03     051     241.4
   04     052     241.4
   05     053     241.4
   06     054     241.5
   07     055     241.6
   08     056     241.7
   09     057     241.8
   10     058     242.1
   11     059     242.3
   12     060     242.6
   01     061     242.7
   02     062     242.8
   03     063     242.9
   04     064     243.0
   05     065     243.1
   06     066     243.1
   07     067     243.1
   08     068     243.1
   09     069     243.1
   10     070     243.1
   11     071     243.1
   12     072     243.1
# Nombre de la central
'ATA-TG2B+0.5TV2C_DIE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     172.9
   07     002     172.9
   07     003     172.9
   07     004     172.9
   08     005     170.7
   08     006     170.7
   08     007     170.7
   08     008     170.7
   09     009     168.9
   09     010     168.9
   09     011     168.9
   09     012     168.9
   10     013     167.8
   10     014     167.8
   10     015     167.8
   10     016     167.8
   11     017     167.1
   11     018     167.1
   11     019     167.1
   11     020     167.1
   12     021     166.6
   12     022     166.6
   12     023     166.6
   12     024     166.6
   01     025     166.2
   02     026     165.9
   03     027     165.6
   04     028     165.3
   05     029     165.0
   06     030     164.8
   07     031     164.6
   08     032     164.5
   09     033     164.4
   10     034     164.2
   11     035     164.1
   12     036     164.0
   01     037     164.0
   02     038     164.1
   03     039     164.1
   04     040     164.0
   05     041     164.0
   06     042     164.1
   07     043     164.1
   08     044     164.2
   09     045     164.4
   10     046     164.4
   11     047     164.5
   12     048     164.6
   01     049     164.8
   02     050     164.9
   03     051     165.1
   04     052     165.1
   05     053     165.1
   06     054     165.1
   07     055     165.2
   08     056     165.3
   09     057     165.4
   10     058     165.6
   11     059     165.7
   12     060     165.9
   01     061     166.0
   02     062     166.1
   03     063     166.1
   04     064     166.2
   05     065     166.2
   06     066     166.2
   07     067     166.3
   08     068     166.3
   09     069     166.2
   10     070     166.2
   11     071     166.2
   12     072     166.2
# Nombre de la central
'CALLECALLE'
# Numero de etapas
    72
# Mes   Etapa    CosVar
   07     001     233.5
   07     002     233.5
   07     003     233.5
   07     004     233.5
   08     005     230.8
   08     006     230.8
   08     007     230.8
   08     008     230.8
   09     009     228.6
   09     010     228.6
   09     011     228.6
   09     012     228.6
   10     013     227.2
   10     014     227.2
   10     015     227.2
   10     016     227.2
   11     017     226.3
   11     018     226.3
   11     019     226.3
   11     020     226.3
   12     021     225.7
   12     022     225.7
