# Archivo de precios de termicas (plpcosce.dat)
# Numero de centrales termicas con cambio de costo variable
 271 
# Nombre de la central
'CMPC_PACIFICO_BL3'
# Numero de etapas
    72
# Mes   Etapa    CosVar
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     069.6
   07     004     068.4
   08     005     067.7
   08     006     067.7
   08     007     067.7
   08     008     067.7
   09     009     067.1
   09     010     067.1
   09     011     067.1
   09     012     067.1
   10     013     066.7
   10     014     066.7
   10     015     066.7
   10     016     066.7
   11     017     066.4
   11     018     066.4
   11     019     066.4
   11     020     066.4
   12     021     066.3
   12     022     066.3
   12     023     066.3
   12     024     066.3
   01     025     066.1
   02     026     066.0
   03     027     065.9
   04     028     065.8
   05     029     065.7
   06     030     065.6
   07     031     065.6
   08     032     065.5
   09     033     065.5
   10     034     065.4
   11     035     065.4
   12     036     065.4
   01     037     065.4
   02     038     065.4
   03     039     065.4
   04     040     065.4
   05     041     065.4
   06     042     065.4
   07     043     065.4
   08     044     065.4
   09     045     065.5
   10     046     065.5
   11     047     065.5
   12     048     065.6
   01     049     065.6
   02     050     065.7
   03     051     065.7
   04     052     065.7
   05     053     065.8
   06     054     065.8
   07     055     065.8
   08     056     065.8
   09     057     065.8
   10     058     065.9
   11     059     066.0
   12     060     066.0
   01     061     066.0
   02     062     066.1
   03     063     066.1
   04     064     066.1
   05     065     066.1
   06     066     066.1
   07     067     066.1
   08     068     066.1
   09     069     066.1
   10     070     066.1
   11     071     066.1
   12     072     066.1
# Nombre de la central
'NUEVA_RENCA-TG+TV_GN_A'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     052.4
   07     004     051.5
   08     005     050.9
   08     006     050.9
   08     007     050.9
   08     008     050.9
   09     009     050.4
   09     010     050.4
   09     011     050.4
   09     012     050.4
   10     013     050.1
   10     014     050.1
   10     015     050.1
   10     016     050.1
   11     017     049.9
   11     018     049.9
   11     019     049.9
   11     020     049.9
   12     021     049.8
   12     022     049.8
   12     023     049.8
   12     024     049.8
   01     025     049.6
   02     026     049.6
   03     027     049.5
   04     028     049.4
   05     029     049.3
   06     030     049.3
   07     031     049.2
   08     032     049.2
   09     033     049.2
   10     034     049.1
   11     035     049.1
   12     036     049.1
   01     037     049.1
   02     038     049.1
   03     039     049.1
   04     040     049.1
   05     041     049.0
   06     042     049.1
   07     043     049.1
   08     044     049.1
   09     045     049.2
   10     046     049.2
   11     047     049.2
   12     048     049.2
   01     049     049.3
   02     050     049.3
   03     051     049.3
   04     052     049.3
   05     053     049.4
   06     054     049.4
   07     055     049.4
   08     056     049.4
   09     057     049.4
   10     058     049.5
   11     059     049.5
   12     060     049.6
   01     061     049.6
   02     062     049.6
   03     063     049.6
   04     064     049.6
   05     065     049.7
   06     066     049.7
   07     067     049.7
   08     068     049.7
   09     069     049.7
   10     070     049.7
   11     071     049.7
   12     072     049.7
# Nombre de la central
'NUEVA_RENCA-TG+TV_GN_B'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     058.4
   07     004     057.5
   08     005     056.9
   08     006     056.9
   08     007     056.9
   08     008     056.9
   09     009     056.4
   09     010     056.4
   09     011     056.4
   09     012     056.4
   10     013     056.1
   10     014     056.1
   10     015     056.1
   10     016     056.1
   11     017     055.9
   11     018     055.9
   11     019     055.9
   11     020     055.9
   12     021     055.7
   12     022     055.7
   12     023     055.7
   12     024     055.7
   01     025     055.6
   02     026     055.5
   03     027     055.5
   04     028     055.4
   05     029     055.3
   06     030     055.2
   07     031     055.2
   08     032     055.2
   09     033     055.1
   10     034     055.1
   11     035     055.1
   12     036     055.0
   01     037     055.0
   02     038     055.1
   03     039     055.1
   04     040     055.0
   05     041     055.0
   06     042     055.1
   07     043     055.1
   08     044     055.1
   09     045     055.1
   10     046     055.1
   11     047     055.2
   12     048     055.2
   01     049     055.2
   02     050     055.3
   03     051     055.3
   04     052     055.3
   05     053     055.3
   06     054     055.3
   07     055     055.4
   08     056     055.4
   09     057     055.4
   10     058     055.5
   11     059     055.5
   12     060     055.5
   01     061     055.6
   02     062     055.6
   03     063     055.6
   04     064     055.6
   05     065     055.6
   06     066     055.6
   07     067     055.7
   08     068     055.7
   09     069     055.6
   10     070     055.6
   11     071     055.6
   12     072     055.6
# Nombre de la central
'NUEVA_RENCA-TG+TV_GN_C'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     058.3
   07     004     057.4
   08     005     056.8
   08     006     056.8
   08     007     056.8
   08     008     056.8
   09     009     056.3
   09     010     056.3
   09     011     056.3
   09     012     056.3
   10     013     056.0
   10     014     056.0
   10     015     056.0
   10     016     056.0
   11     017     055.8
   11     018     055.8
   11     019     055.8
   11     020     055.8
   12     021     055.6
   12     022     055.6
   12     023     055.6
   12     024     055.6
   01     025     055.5
   02     026     055.5
   03     027     055.4
   04     028     055.3
   05     029     055.2
   06     030     055.2
   07     031     055.1
   08     032     055.1
   09     033     055.1
   10     034     055.0
   11     035     055.0
   12     036     055.0
   01     037     055.0
   02     038     055.0
   03     039     055.0
   04     040     055.0
   05     041     054.9
   06     042     055.0
   07     043     055.0
   08     044     055.0
   09     045     055.0
   10     046     055.0
   11     047     055.1
   12     048     055.1
   01     049     055.2
   02     050     055.2
   03     051     055.2
   04     052     055.2
   05     053     055.2
   06     054     055.3
   07     055     055.3
   08     056     055.3
   09     057     055.3
   10     058     055.4
   11     059     055.4
   12     060     055.5
   01     061     055.5
   02     062     055.5
   03     063     055.5
   04     064     055.5
   05     065     055.5
   06     066     055.6
   07     067     055.6
   08     068     055.6
   09     069     055.6
   10     070     055.5
   11     071     055.5
   12     072     055.5
# Nombre de la central
'LOS_VIENTOS_GN_A'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     087.4
   07     004     085.9
   08     005     084.9
   08     006     084.9
   08     007     084.9
   08     008     084.9
   09     009     084.1
   09     010     084.1
   09     011     084.1
   09     012     084.1
   10     013     083.6
   10     014     083.6
   10     015     083.6
   10     016     083.6
   11     017     083.3
   11     018     083.3
   11     019     083.3
   11     020     083.3
   12     021     083.1
   12     022     083.1
   12     023     083.1
   12     024     083.1
   01     025     082.9
   02     026     082.8
   03     027     082.7
   04     028     082.5
   05     029     082.4
   06     030     082.3
   07     031     082.2
   08     032     082.2
   09     033     082.2
   10     034     082.1
   11     035     082.0
   12     036     082.0
   01     037     082.0
   02     038     082.0
   03     039     082.0
   04     040     082.0
   05     041     082.0
   06     042     082.0
   07     043     082.0
   08     044     082.1
   09     045     082.2
   10     046     082.2
   11     047     082.2
   12     048     082.3
   01     049     082.3
   02     050     082.4
   03     051     082.5
   04     052     082.5
   05     053     082.5
   06     054     082.5
   07     055     082.5
   08     056     082.5
   09     057     082.6
   10     058     082.7
   11     059     082.7
   12     060     082.8
   01     061     082.8
   02     062     082.9
   03     063     082.9
   04     064     082.9
   05     065     083.0
   06     066     083.0
   07     067     083.0
   08     068     083.0
   09     069     083.0
   10     070     083.0
   11     071     083.0
   12     072     083.0
# Nombre de la central
'LOS_VIENTOS_GN_B'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     097.0
   07     004     095.4
   08     005     094.5
   08     006     094.5
   08     007     094.5
   08     008     094.5
   09     009     093.7
   09     010     093.7
   09     011     093.7
   09     012     093.7
   10     013     093.2
   10     014     093.2
   10     015     093.2
   10     016     093.2
   11     017     092.9
   11     018     092.9
   11     019     092.9
   11     020     092.9
   12     021     092.7
   12     022     092.7
   12     023     092.7
   12     024     092.7
   01     025     092.5
   02     026     092.4
   03     027     092.2
   04     028     092.1
   05     029     092.0
   06     030     091.9
   07     031     091.8
   08     032     091.8
   09     033     091.7
   10     034     091.6
   11     035     091.6
   12     036     091.6
   01     037     091.6
   02     038     091.6
   03     039     091.6
   04     040     091.6
   05     041     091.5
   06     042     091.6
   07     043     091.6
   08     044     091.6
   09     045     091.7
   10     046     091.7
   11     047     091.7
   12     048     091.8
   01     049     091.9
   02     050     091.9
   03     051     092.0
   04     052     092.0
   05     053     092.0
   06     054     092.0
   07     055     092.1
   08     056     092.1
   09     057     092.1
   10     058     092.2
   11     059     092.3
   12     060     092.4
   01     061     092.4
   02     062     092.4
   03     063     092.5
   04     064     092.5
   05     065     092.5
   06     066     092.5
   07     067     092.5
   08     068     092.5
   09     069     092.5
   10     070     092.5
   11     071     092.5
   12     072     092.5
# Nombre de la central
'LOS_VIENTOS_GN_C'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     096.9
   07     004     095.3
   08     005     094.4
   08     006     094.4
   08     007     094.4
   08     008     094.4
   09     009     093.6
   09     010     093.6
   09     011     093.6
   09     012     093.6
   10     013     093.1
   10     014     093.1
   10     015     093.1
   10     016     093.1
   11     017     092.8
   11     018     092.8
   11     019     092.8
   11     020     092.8
   12     021     092.6
   12     022     092.6
   12     023     092.6
   12     024     092.6
   01     025     092.4
   02     026     092.3
   03     027     092.2
   04     028     092.0
   05     029     091.9
   06     030     091.8
   07     031     091.7
   08     032     091.7
   09     033     091.6
   10     034     091.6
   11     035     091.5
   12     036     091.5
   01     037     091.5
   02     038     091.5
   03     039     091.5
   04     040     091.5
   05     041     091.5
   06     042     091.5
   07     043     091.5
   08     044     091.6
   09     045     091.6
   10     046     091.6
   11     047     091.7
   12     048     091.7
   01     049     091.8
   02     050     091.9
   03     051     091.9
   04     052     091.9
   05     053     091.9
   06     054     092.0
   07     055     092.0
   08     056     092.0
   09     057     092.1
   10     058     092.1
   11     059     092.2
   12     060     092.3
   01     061     092.3
   02     062     092.4
   03     063     092.4
   04     064     092.4
   05     065     092.4
   06     066     092.4
   07     067     092.5
   08     068     092.5
   09     069     092.4
   10     070     092.4
   11     071     092.4
   12     072     092.4
# Nombre de la central
'LOS_VIENTOS-CNAVIA_GN_A'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     087.4
   07     004     085.9
   08     005     084.9
   08     006     084.9
   08     007     084.9
   08     008     084.9
   09     009     084.1
   09     010     084.1
   09     011     084.1
   09     012     084.1
   10     013     083.6
   10     014     083.6
   10     015     083.6
   10     016     083.6
   11     017     083.3
   11     018     083.3
   11     019     083.3
   11     020     083.3
   12     021     083.1
   12     022     083.1
   12     023     083.1
   12     024     083.1
   01     025     082.9
   02     026     082.8
   03     027     082.7
   04     028     082.5
   05     029     082.4
   06     030     082.3
   07     031     082.2
   08     032     082.2
   09     033     082.2
   10     034     082.1
   11     035     082.0
   12     036     082.0
   01     037     082.0
   02     038     082.0
   03     039     082.0
   04     040     082.0
   05     041     082.0
   06     042     082.0
   07     043     082.0
   08     044     082.1
   09     045     082.2
   10     046     082.2
   11     047     082.2
   12     048     082.3
   01     049     082.3
   02     050     082.4
   03     051     082.5
   04     052     082.5
   05     053     082.5
   06     054     082.5
   07     055     082.5
   08     056     082.5
   09     057     082.6
   10     058     082.7
   11     059     082.7
   12     060     082.8
   01     061     082.8
   02     062     082.9
   03     063     082.9
   04     064     082.9
   05     065     083.0
   06     066     083.0
   07     067     083.0
   08     068     083.0
   09     069     083.0
   10     070     083.0
   11     071     083.0
   12     072     083.0
# Nombre de la central
'LOS_VIENTOS-CNAVIA_GN_B'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     097.0
   07     004     095.4
   08     005     094.5
   08     006     094.5
   08     007     094.5
   08     008     094.5
   09     009     093.7
   09     010     093.7
   09     011     093.7
   09     012     093.7
   10     013     093.2
   10     014     093.2
   10     015     093.2
   10     016     093.2
   11     017     092.9
   11     018     092.9
   11     019     092.9
   11     020     092.9
   12     021     092.7
   12     022     092.7
   12     023     092.7
   12     024     092.7
   01     025     092.5
   02     026     092.4
   03     027     092.2
   04     028     092.1
   05     029     092.0
   06     030     091.9
   07     031     091.8
   08     032     091.8
   09     033     091.7
   10     034     091.6
   11     035     091.6
   12     036     091.6
   01     037     091.6
   02     038     091.6
   03     039     091.6
   04     040     091.6
   05     041     091.5
   06     042     091.6
   07     043     091.6
   08     044     091.6
   09     045     091.7
   10     046     091.7
   11     047     091.7
   12     048     091.8
   01     049     091.9
   02     050     091.9
   03     051     092.0
   04     052     092.0
   05     053     092.0
   06     054     092.0
   07     055     092.1
   08     056     092.1
   09     057     092.1
   10     058     092.2
   11     059     092.3
   12     060     092.4
   01     061     092.4
   02     062     092.4
   03     063     092.5
   04     064     092.5
   05     065     092.5
   06     066     092.5
   07     067     092.5
   08     068     092.5
   09     069     092.5
   10     070     092.5
   11     071     092.5
   12     072     092.5
# Nombre de la central
'LOS_VIENTOS-CNAVIA_GN_C'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     096.9
   07     004     095.3
   08     005     094.4
   08     006     094.4
   08     007     094.4
   08     008     094.4
   09     009     093.6
   09     010     093.6
   09     011     093.6
   09     012     093.6
   10     013     093.1
   10     014     093.1
   10     015     093.1
   10     016     093.1
   11     017     092.8
   11     018     092.8
   11     019     092.8
   11     020     092.8
   12     021     092.6
   12     022     092.6
   12     023     092.6
   12     024     092.6
   01     025     092.4
   02     026     092.3
   03     027     092.2
   04     028     092.0
   05     029     091.9
   06     030     091.8
   07     031     091.7
   08     032     091.7
   09     033     091.6
   10     034     091.6
   11     035     091.5
   12     036     091.5
   01     037     091.5
   02     038     091.5
   03     039     091.5
   04     040     091.5
   05     041     091.5
   06     042     091.5
   07     043     091.5
   08     044     091.6
   09     045     091.6
   10     046     091.6
   11     047     091.7
   12     048     091.7
   01     049     091.8
   02     050     091.9
   03     051     091.9
   04     052     091.9
   05     053     091.9
   06     054     092.0
   07     055     092.0
   08     056     092.0
   09     057     092.1
   10     058     092.1
   11     059     092.2
   12     060     092.3
   01     061     092.3
   02     062     092.4
   03     063     092.4
   04     064     092.4
   05     065     092.4
   06     066     092.4
   07     067     092.5
   08     068     092.5
   09     069     092.4
   10     070     092.4
   11     071     092.4
   12     072     092.4
# Nombre de la central
'QUINTERO_1A_GN_A'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     078.6
   07     004     076.9
   08     005     075.8
   08     006     075.8
   08     007     075.8
   08     008     075.8
   09     009     075.0
   09     010     075.0
   09     011     075.0
   09     012     075.0
   10     013     074.5
   10     014     074.5
   10     015     074.5
   10     016     074.5
   11     017     074.1
   11     018     074.1
   11     019     074.1
   11     020     074.1
   12     021     073.9
   12     022     073.9
   12     023     073.9
   12     024     073.9
   01     025     073.7
   02     026     073.5
   03     027     073.4
   04     028     073.3
   05     029     073.1
   06     030     073.0
   07     031     072.9
   08     032     072.9
   09     033     072.8
   10     034     072.7
   11     035     072.7
   12     036     072.7
   01     037     072.7
   02     038     072.7
   03     039     072.7
   04     040     072.7
   05     041     072.6
   06     042     072.7
   07     043     072.7
   08     044     072.8
   09     045     072.8
   10     046     072.8
   11     047     072.9
   12     048     072.9
   01     049     073.0
   02     050     073.1
   03     051     073.2
   04     052     073.2
   05     053     073.2
   06     054     073.2
   07     055     073.2
   08     056     073.3
   09     057     073.3
   10     058     073.4
   11     059     073.5
   12     060     073.5
   01     061     073.6
   02     062     073.6
   03     063     073.7
   04     064     073.7
   05     065     073.7
   06     066     073.7
   07     067     073.7
   08     068     073.7
   09     069     073.7
   10     070     073.7
   11     071     073.7
   12     072     073.7
# Nombre de la central
'QUINTERO_1A_GN_B'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     083.8
   07     004     082.1
   08     005     081.0
   08     006     081.0
   08     007     081.0
   08     008     081.0
   09     009     080.2
   09     010     080.2
   09     011     080.2
   09     012     080.2
   10     013     079.6
   10     014     079.6
   10     015     079.6
   10     016     079.6
   11     017     079.3
   11     018     079.3
   11     019     079.3
   11     020     079.3
   12     021     079.1
   12     022     079.1
   12     023     079.1
   12     024     079.1
   01     025     078.9
   02     026     078.7
   03     027     078.6
   04     028     078.4
   05     029     078.3
   06     030     078.2
   07     031     078.1
   08     032     078.1
   09     033     078.0
   10     034     077.9
   11     035     077.8
   12     036     077.8
   01     037     077.8
   02     038     077.9
   03     039     077.9
   04     040     077.8
   05     041     077.8
   06     042     077.8
   07     043     077.9
   08     044     077.9
   09     045     078.0
   10     046     078.0
   11     047     078.0
   12     048     078.1
   01     049     078.2
   02     050     078.3
   03     051     078.3
   04     052     078.3
   05     053     078.4
   06     054     078.4
   07     055     078.4
   08     056     078.4
   09     057     078.5
   10     058     078.6
   11     059     078.6
   12     060     078.7
   01     061     078.8
   02     062     078.8
   03     063     078.8
   04     064     078.9
   05     065     078.9
   06     066     078.9
   07     067     078.9
   08     068     078.9
   09     069     078.9
   10     070     078.9
   11     071     078.9
   12     072     078.9
# Nombre de la central
'QUINTERO_1A_GN_C'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     086.6
   07     004     085.0
   08     005     083.9
   08     006     083.9
   08     007     083.9
   08     008     083.9
   09     009     083.0
   09     010     083.0
   09     011     083.0
   09     012     083.0
   10     013     082.5
   10     014     082.5
   10     015     082.5
   10     016     082.5
   11     017     082.2
   11     018     082.2
   11     019     082.2
   11     020     082.2
   12     021     081.9
   12     022     081.9
   12     023     081.9
   12     024     081.9
   01     025     081.7
   02     026     081.6
   03     027     081.5
   04     028     081.3
   05     029     081.2
   06     030     081.1
   07     031     081.0
   08     032     080.9
   09     033     080.9
   10     034     080.8
   11     035     080.7
   12     036     080.7
   01     037     080.7
   02     038     080.7
   03     039     080.7
   04     040     080.7
   05     041     080.7
   06     042     080.7
   07     043     080.7
   08     044     080.8
   09     045     080.9
   10     046     080.9
   11     047     080.9
   12     048     081.0
   01     049     081.1
   02     050     081.1
   03     051     081.2
   04     052     081.2
   05     053     081.2
   06     054     081.2
   07     055     081.3
   08     056     081.3
   09     057     081.4
   10     058     081.4
   11     059     081.5
   12     060     081.6
   01     061     081.6
   02     062     081.7
   03     063     081.7
   04     064     081.7
   05     065     081.8
   06     066     081.8
   07     067     081.8
   08     068     081.8
   09     069     081.8
   10     070     081.8
   11     071     081.8
   12     072     081.8
# Nombre de la central
'QUINTERO_1B_GN_A'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     078.3
   07     004     076.6
   08     005     075.5
   08     006     075.5
   08     007     075.5
   08     008     075.5
   09     009     074.7
   09     010     074.7
   09     011     074.7
   09     012     074.7
   10     013     074.2
   10     014     074.2
   10     015     074.2
   10     016     074.2
   11     017     073.8
   11     018     073.8
   11     019     073.8
   11     020     073.8
   12     021     073.6
   12     022     073.6
   12     023     073.6
   12     024     073.6
   01     025     073.4
   02     026     073.2
   03     027     073.1
   04     028     073.0
   05     029     072.8
   06     030     072.7
   07     031     072.6
   08     032     072.6
   09     033     072.5
   10     034     072.4
   11     035     072.4
   12     036     072.4
   01     037     072.4
   02     038     072.4
   03     039     072.4
   04     040     072.4
   05     041     072.3
   06     042     072.4
   07     043     072.4
   08     044     072.5
   09     045     072.5
   10     046     072.5
   11     047     072.6
   12     048     072.6
   01     049     072.7
   02     050     072.8
   03     051     072.9
   04     052     072.9
   05     053     072.9
   06     054     072.9
   07     055     072.9
   08     056     073.0
   09     057     073.0
   10     058     073.1
   11     059     073.2
   12     060     073.2
   01     061     073.3
   02     062     073.3
   03     063     073.4
   04     064     073.4
   05     065     073.4
   06     066     073.4
   07     067     073.4
   08     068     073.4
   09     069     073.4
   10     070     073.4
   11     071     073.4
   12     072     073.4
# Nombre de la central
'QUINTERO_1B_GN_B'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     083.4
   07     004     081.7
   08     005     080.7
   08     006     080.7
   08     007     080.7
   08     008     080.7
   09     009     079.8
   09     010     079.8
   09     011     079.8
   09     012     079.8
   10     013     079.3
   10     014     079.3
   10     015     079.3
   10     016     079.3
   11     017     079.0
   11     018     079.0
   11     019     079.0
   11     020     079.0
   12     021     078.7
   12     022     078.7
   12     023     078.7
   12     024     078.7
   01     025     078.5
   02     026     078.4
   03     027     078.2
   04     028     078.1
   05     029     078.0
   06     030     077.9
   07     031     077.8
   08     032     077.7
   09     033     077.7
   10     034     077.6
   11     035     077.5
   12     036     077.5
   01     037     077.5
   02     038     077.5
   03     039     077.5
   04     040     077.5
   05     041     077.5
   06     042     077.5
   07     043     077.5
   08     044     077.6
   09     045     077.7
   10     046     077.7
   11     047     077.7
   12     048     077.8
   01     049     077.9
   02     050     077.9
   03     051     078.0
   04     052     078.0
   05     053     078.0
   06     054     078.0
   07     055     078.1
   08     056     078.1
   09     057     078.2
   10     058     078.2
   11     059     078.3
   12     060     078.4
   01     061     078.4
   02     062     078.5
   03     063     078.5
   04     064     078.5
   05     065     078.6
   06     066     078.6
   07     067     078.6
   08     068     078.6
   09     069     078.6
   10     070     078.6
   11     071     078.6
   12     072     078.6
# Nombre de la central
'QUINTERO_1B_GN_C'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     086.3
   07     004     084.6
   08     005     083.5
   08     006     083.5
   08     007     083.5
   08     008     083.5
   09     009     082.7
   09     010     082.7
   09     011     082.7
   09     012     082.7
   10     013     082.2
   10     014     082.2
   10     015     082.2
   10     016     082.2
   11     017     081.8
   11     018     081.8
   11     019     081.8
   11     020     081.8
   12     021     081.6
   12     022     081.6
   12     023     081.6
   12     024     081.6
   01     025     081.4
   02     026     081.3
   03     027     081.1
   04     028     081.0
   05     029     080.8
   06     030     080.7
   07     031     080.6
   08     032     080.6
   09     033     080.6
   10     034     080.5
   11     035     080.4
   12     036     080.4
   01     037     080.4
   02     038     080.4
   03     039     080.4
   04     040     080.4
   05     041     080.4
   06     042     080.4
   07     043     080.4
   08     044     080.5
   09     045     080.5
   10     046     080.5
   11     047     080.6
   12     048     080.7
   01     049     080.7
   02     050     080.8
   03     051     080.9
   04     052     080.9
   05     053     080.9
   06     054     080.9
   07     055     080.9
   08     056     081.0
   09     057     081.0
   10     058     081.1
   11     059     081.2
   12     060     081.3
   01     061     081.3
   02     062     081.3
   03     063     081.4
   04     064     081.4
   05     065     081.4
   06     066     081.4
   07     067     081.4
   08     068     081.4
   09     069     081.4
   10     070     081.4
   11     071     081.4
   12     072     081.4
# Nombre de la central
'SAN_ISIDRO_2-TG_GN_A'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     070.2
   07     004     068.7
   08     005     067.8
   08     006     067.8
   08     007     067.8
   08     008     067.8
   09     009     067.0
   09     010     067.0
   09     011     067.0
   09     012     067.0
   10     013     066.6
   10     014     066.6
   10     015     066.6
   10     016     066.6
   11     017     066.3
   11     018     066.3
   11     019     066.3
   11     020     066.3
   12     021     066.1
   12     022     066.1
   12     023     066.1
   12     024     066.1
   01     025     065.9
   02     026     065.8
   03     027     065.7
   04     028     065.5
   05     029     065.4
   06     030     065.3
   07     031     065.3
   08     032     065.2
   09     033     065.2
   10     034     065.1
   11     035     065.0
   12     036     065.0
   01     037     065.0
   02     038     065.0
   03     039     065.1
   04     040     065.0
   05     041     065.0
   06     042     065.0
   07     043     065.0
   08     044     065.1
   09     045     065.2
   10     046     065.2
   11     047     065.2
   12     048     065.3
   01     049     065.3
   02     050     065.4
   03     051     065.4
   04     052     065.4
   05     053     065.5
   06     054     065.5
   07     055     065.5
   08     056     065.5
   09     057     065.6
   10     058     065.7
   11     059     065.7
   12     060     065.8
   01     061     065.8
   02     062     065.9
   03     063     065.9
   04     064     065.9
   05     065     065.9
   06     066     065.9
   07     067     065.9
   08     068     065.9
   09     069     065.9
   10     070     065.9
   11     071     065.9
   12     072     065.9
# Nombre de la central
'SAN_ISIDRO_2-TG_GN_B'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     074.7
   07     004     073.2
   08     005     072.3
   08     006     072.3
   08     007     072.3
   08     008     072.3
   09     009     071.5
   09     010     071.5
   09     011     071.5
   09     012     071.5
   10     013     071.1
   10     014     071.1
   10     015     071.1
   10     016     071.1
   11     017     070.8
   11     018     070.8
   11     019     070.8
   11     020     070.8
   12     021     070.6
   12     022     070.6
   12     023     070.6
   12     024     070.6
   01     025     070.4
   02     026     070.3
   03     027     070.1
   04     028     070.0
   05     029     069.9
   06     030     069.8
   07     031     069.7
   08     032     069.7
   09     033     069.7
   10     034     069.6
   11     035     069.5
   12     036     069.5
   01     037     069.5
   02     038     069.5
   03     039     069.5
   04     040     069.5
   05     041     069.5
   06     042     069.5
   07     043     069.5
   08     044     069.6
   09     045     069.7
   10     046     069.7
   11     047     069.7
   12     048     069.8
   01     049     069.8
   02     050     069.9
   03     051     069.9
   04     052     069.9
   05     053     070.0
   06     054     070.0
   07     055     070.0
   08     056     070.0
   09     057     070.1
   10     058     070.1
   11     059     070.2
   12     060     070.3
   01     061     070.3
   02     062     070.3
   03     063     070.4
   04     064     070.4
   05     065     070.4
   06     066     070.4
   07     067     070.4
   08     068     070.4
   09     069     070.4
   10     070     070.4
   11     071     070.4
   12     072     070.4
# Nombre de la central
'SAN_ISIDRO_2-TG_GN_C'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     077.2
   07     004     075.7
   08     005     074.8
   08     006     074.8
   08     007     074.8
   08     008     074.8
   09     009     074.0
   09     010     074.0
   09     011     074.0
   09     012     074.0
   10     013     073.6
   10     014     073.6
   10     015     073.6
   10     016     073.6
   11     017     073.3
   11     018     073.3
   11     019     073.3
   11     020     073.3
   12     021     073.1
   12     022     073.1
   12     023     073.1
   12     024     073.1
   01     025     072.9
   02     026     072.8
   03     027     072.6
   04     028     072.5
   05     029     072.4
   06     030     072.3
   07     031     072.2
   08     032     072.2
   09     033     072.2
   10     034     072.1
   11     035     072.0
   12     036     072.0
   01     037     072.0
   02     038     072.0
   03     039     072.0
   04     040     072.0
   05     041     072.0
   06     042     072.0
   07     043     072.0
   08     044     072.1
   09     045     072.1
   10     046     072.1
   11     047     072.2
   12     048     072.3
   01     049     072.3
   02     050     072.4
   03     051     072.4
   04     052     072.4
   05     053     072.5
   06     054     072.5
   07     055     072.5
   08     056     072.5
   09     057     072.6
   10     058     072.6
   11     059     072.7
   12     060     072.8
   01     061     072.8
   02     062     072.8
   03     063     072.9
   04     064     072.9
   05     065     072.9
   06     066     072.9
   07     067     072.9
   08     068     072.9
   09     069     072.9
   10     070     072.9
   11     071     072.9
   12     072     072.9
# Nombre de la central
'SAN_ISIDRO_2-TG+TV_GN_A'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     046.9
   07     004     045.9
   08     005     045.3
   08     006     045.3
   08     007     045.3
   08     008     045.3
   09     009     044.8
   09     010     044.8
   09     011     044.8
   09     012     044.8
   10     013     044.5
   10     014     044.5
   10     015     044.5
   10     016     044.5
   11     017     044.3
   11     018     044.3
   11     019     044.3
   11     020     044.3
   12     021     044.1
   12     022     044.1
   12     023     044.1
   12     024     044.1
   01     025     044.0
   02     026     043.9
   03     027     043.9
   04     028     043.8
   05     029     043.7
   06     030     043.6
   07     031     043.6
   08     032     043.6
   09     033     043.5
   10     034     043.5
   11     035     043.4
   12     036     043.4
   01     037     043.4
   02     038     043.4
   03     039     043.4
   04     040     043.4
   05     041     043.4
   06     042     043.4
   07     043     043.4
   08     044     043.5
   09     045     043.5
   10     046     043.5
   11     047     043.5
   12     048     043.6
   01     049     043.6
   02     050     043.7
   03     051     043.7
   04     052     043.7
   05     053     043.7
   06     054     043.7
   07     055     043.7
   08     056     043.8
   09     057     043.8
   10     058     043.8
   11     059     043.9
   12     060     043.9
   01     061     044.0
   02     062     044.0
   03     063     044.0
   04     064     044.0
   05     065     044.0
   06     066     044.0
   07     067     044.0
   08     068     044.0
   09     069     044.0
   10     070     044.0
   11     071     044.0
   12     072     044.0
# Nombre de la central
'SAN_ISIDRO_2-TG+TV_GN_B'
# Numero de etapas
    70
# Mes   Etapa    CosVar
   07     003     049.9
   07     004     048.9
   08     005     048.3
   08     006     048.3
   08     007     048.3
   08     008     048.3
   09     009     047.8
   09     010     047.8
   09     011     047.8
   09     012     047.8
   10     013     047.5
   10     014     047.5
   10     015     047.5
   10     016     047.5
