# Archivo de mantenimientos embalses (plpmanem.dat)
# Numero de embalses con mantenimientos
 6 
# Nombre del embalse
'CIPRESES'
#   Numero de Etapas con mantenimiento
    72
#   Mes   Etapa     VolMin     VolMax
     07     043  0.3816243  1.5532459
     08     044  0.3816243  1.5532459
     09     045  0.3816243  1.5532459
     10     046  0.3816243  1.5532459
     11     047  0.3816243  1.5532459
     12     048  0.3816243  1.5532459
     01     049  0.3816243  1.5043824
     02     050  0.3816243  1.5043824
     03     051  0.3816243  1.5043824
     04     052  0.3816243  1.5043824
     05     053  0.3816243  1.5043824
     06     054  0.3816243  1.5043824
     07     055  0.3816243  1.5532459
     08     056  0.3816243  1.5532459
     09     057  0.3816243  1.5532459
     10     058  0.3816243  1.5532459
     11     059  0.3816243  1.5532459
     12     060  0.3816243  1.5532459
     01     061  0.3816243  1.5043824
     02     062  0.3816243  1.5043824
     03     063  0.3816243  1.5043824
     04     064  0.3816243  1.5043824
     05     065  0.3816243  1.5043824
     06     066  0.3816243  1.5043824
     07     067  0.3816243  1.5532459
     08     068  0.3816243  1.5532459
     09     069  0.3816243  1.5532459
     10     070  0.3816243  1.5532459
     11     071  0.3816243  1.5532459
     12     072  0.3816243  1.5532459
# Nombre del embalse
'RAPEL'
#   Numero de Etapas con mantenimiento
    72
#   Mes   Etapa     VolMin     VolMax
     07     001  0.2723049  0.5632124
     07     002  0.2723049  0.5632124
     07     003  0.2723049  0.5632124
     07     004  0.2723049  0.5632124
     08     005  0.2723049  0.5632124
     08     006  0.2723049  0.5632124
     08     007  0.2723049  0.5632124
     08     008  0.2723049  0.5632124
     09     009  0.2723049  0.5632124
     09     010  0.2723049  0.5632124
     09     011  0.2723049  0.5632124
     09     012  0.2723049  0.5632124
     10     013  0.2723049  0.5632124
     10     014  0.2723049  0.5632124
     10     015  0.2723049  0.5632124
     10     016  0.2723049  0.5632124
     11     017  0.2723049  0.5632124
     11     018  0.2723049  0.5632124
     11     019  0.2723049  0.5632124
     11     020  0.2723049  0.5632124
     12     021  0.2723049  0.5632124
     12     022  0.2723049  0.5632124
     12     023  0.2723049  0.5632124
     12     024  0.2723049  0.5632124
     01     025  0.2723049  0.5632124
     02     026  0.2723049  0.5632124
     03     027  0.2723049  0.5632124
     04     028  0.2723049  0.5632124
     05     029  0.2723049  0.5632124
     06     030  0.2723049  0.5632124
     07     031  0.2723049  0.5632124
     08     032  0.2723049  0.5632124
     09     033  0.2723049  0.5632124
     10     034  0.2723049  0.5632124
     11     035  0.2723049  0.5632124
     12     036  0.2723049  0.5632124
     01     037  0.2723049  0.5632124
     02     038  0.2723049  0.5632124
     03     039  0.2723049  0.5632124
     04     040  0.2723049  0.5632124
     05     041  0.2723049  0.5632124
     06     042  0.2723049  0.5632124
     07     043  0.2723049  0.5632124
     08     044  0.2723049  0.5632124
     09     045  0.2723049  0.5632124
     10     046  0.2723049  0.5632124
     11     047  0.2723049  0.5632124
     12     048  0.2723049  0.5632124
     01     049  0.2723049  0.5632124
     02     050  0.2723049  0.5632124
     03     051  0.2723049  0.5632124
     04     052  0.2723049  0.5632124
     05     053  0.2723049  0.5632124
     06     054  0.2723049  0.5632124
     07     055  0.2723049  0.5632124
     08     056  0.2723049  0.5632124
     09     057  0.2723049  0.5632124
     10     058  0.2723049  0.5632124
     11     059  0.2723049  0.5632124
     12     060  0.2723049  0.5632124
     01     061  0.2723049  0.5632124
     02     062  0.2723049  0.5632124
     03     063  0.2723049  0.5632124
     04     064  0.2723049  0.5632124
     05     065  0.2723049  0.5632124
     06     066  0.2723049  0.5632124
     07     067  0.2723049  0.5632124
     08     068  0.2723049  0.5632124
     09     069  0.2723049  0.5632124
     10     070  0.2723049  0.5632124
     11     071  0.2723049  0.5632124
     12     072  0.2723049  0.5632124
# Nombre del embalse
'CANUTILLAR'
#   Numero de Etapas con mantenimiento
    72
#   Mes   Etapa     VolMin     VolMax
     07     001  0.4497390  0.9132110
     07     002  0.4497390  0.9132110
     07     003  0.4960862  0.9132110
     07     004  0.4960862  0.9132110
     08     005  0.4960862  1.0653785
     08     006  0.4960862  1.0653785
     08     007  0.4960862  1.0653785
     08     008  0.4960862  1.0653785
     09     009  0.4960862  1.0653785
     09     010  0.4960862  1.0653785
     09     011  0.4960862  1.0653785
     09     012  0.6351278  1.0653785
     10     013  0.4960862  1.0653785
     10     014  0.4960862  1.0653785
     10     015  0.4960862  1.0653785
     10     016  0.4960862  1.0653785
     11     017  0.4960862  1.0653785
     11     018  0.4960862  1.0653785
     11     019  0.4960862  1.0653785
     11     020  0.4960862  1.0653785
     12     021  0.4960862  1.0653785
     12     022  0.4960862  1.0653785
     12     023  0.4960862  1.0653785
     12     024  0.4960862  1.0653785
     01     025  0.4960862  1.0653785
     02     026  0.4960862  0.9132110
     03     027  0.4960862  0.9132110
     04     028  0.4960862  0.9132110
     05     029  0.4960862  0.9132110
     06     030  0.4960862  0.9132110
     07     031  0.4960862  0.9132110
     08     032  0.4960862  1.0653785
     09     033  0.6351278  1.0653785
     10     034  0.4960862  1.0653785
     11     035  0.4960862  1.0653785
     12     036  0.4960862  1.0653785
     01     037  0.4960862  1.0653785
     02     038  0.4960862  0.9132110
     03     039  0.4960862  0.9132110
     04     040  0.4960862  0.9132110
     05     041  0.4960862  0.9132110
     06     042  0.4960862  0.9132110
