# Archivo con la duracion de las etapas
# Etapas
      72   'H'
# Ano  Mes  Etapa FDesh   NHoras    FactTasa    TipoEtapa
  001  007    001     F      168    1.000000    '10 Bloques'
  001  007    002     F      192    1.000000    '10 Bloques'
  001  007    003     T      192    1.000000    '5 Bloques'
  001  007    004     T      192    1.000000    '5 Bloques'
  001  008    005     T      168    1.007974    '3 Bloques'
  001  008    006     T      192    1.007974    '3 Bloques'
  001  008    007     T      168    1.007974    '3 Bloques'
  001  008    008     T      192    1.007974    '3 Bloques'
  001  009    009     T      168    1.016012    '3 Bloques'
  001  009    010     T      192    1.016012    '3 Bloques'
  001  009    011     T      192    1.016012    '3 Bloques'
  001  009    012     T      192    1.016012    '3 Bloques'
  001  010    013     T      168    1.024114    '3 Bloques'
  001  010    014     T      192    1.024114    '3 Bloques'
  001  010    015     T      192    1.024114    '3 Bloques'
  001  010    016     T      192    1.024114    '3 Bloques'
  001  011    017     T      168    1.032280    '3 Bloques'
  001  011    018     T      168    1.032280    '3 Bloques'
  001  011    019     T      168    1.032280    '3 Bloques'
  001  011    020     T      168    1.032280    '3 Bloques'
  001  012    021     T      168    1.040512    '3 Bloques'
  001  012    022     T      192    1.040512    '3 Bloques'
  001  012    023     T      192    1.040512    '3 Bloques'
  001  012    024     T      192    1.040512    '3 Bloques'
  002  001    025     F      720    1.048809    '3 Bloques'
  002  002    026     F      744    1.057172    '3 Bloques'
  002  003    027     F      720    1.065602    '3 Bloques'
  002  004    028     F      744    1.074099    '3 Bloques'
  002  005    029     F      744    1.082665    '3 Bloques'
  002  006    030     F      720    1.091298    '3 Bloques'
  002  007    031     T      744    1.100000    '3 Bloques'
  002  008    032     T      720    1.108772    '3 Bloques'
  002  009    033     T      744    1.117613    '3 Bloques'
  002  010    034     T      744    1.126525    '3 Bloques'
  002  011    035     T      672    1.135508    '3 Bloques'
  002  012    036     T      744    1.144563    '3 Bloques'
  003  001    037     F      720    1.153690    '3 Bloques'
  003  002    038     F      744    1.162889    '3 Bloques'
  003  003    039     F      720    1.172162    '3 Bloques'
  003  004    040     F      744    1.181509    '3 Bloques'
  003  005    041     F      744    1.190931    '3 Bloques'
  003  006    042     F      720    1.200428    '3 Bloques'
  003  007    043     T      744    1.210000    '3 Bloques'
  003  008    044     T      720    1.219649    '3 Bloques'
  003  009    045     T      744    1.229374    '3 Bloques'
  003  010    046     T      744    1.239178    '3 Bloques'
  003  011    047     T      696    1.249059    '3 Bloques'
  003  012    048     T      744    1.259019    '3 Bloques'
  004  001    049     F      720    1.269059    '3 Bloques'
  004  002    050     F      744    1.279178    '3 Bloques'
  004  003    051     F      720    1.289379    '3 Bloques'
  004  004    052     F      744    1.299660    '3 Bloques'
  004  005    053     F      744    1.310024    '3 Bloques'
  004  006    054     F      720    1.320470    '3 Bloques'
  004  007    055     T      744    1.331000    '3 Bloques'
  004  008    056     T      720    1.341614    '3 Bloques'
  004  009    057     T      744    1.352312    '3 Bloques'
  004  010    058     T      744    1.363095    '3 Bloques'
  004  011    059     T      672    1.373965    '3 Bloques'
  004  012    060     T      744    1.384921    '3 Bloques'
  005  001    061     F      720    1.395965    '3 Bloques'
  005  002    062     F      744    1.407096    '3 Bloques'
  005  003    063     F      720    1.418317    '3 Bloques'
  005  004    064     F      744    1.429626    '3 Bloques'
  005  005    065     F      744    1.441026    '3 Bloques'
  005  006    066     F      720    1.452517    '3 Bloques'
  005  007    067     T      744    1.464100    '3 Bloques'
  005  008    068     T      720    1.475775    '3 Bloques'
  005  009    069     T      744    1.487543    '3 Bloques'
  005  010    070     T      744    1.499405    '3 Bloques'
  005  011    071     T      672    1.511361    '3 Bloques'
  005  012    072     T      744    1.523413    '3 Bloques'
