# Archivo de demandas por barra (plpdem.dat)
# Numero de barras
241
# Nombre de la Barra
'Coronel066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   11    072     11.73
   11    073      9.12
   11    074     15.17
   11    075     11.67
   11    076      9.00
   11    077     14.96
   11    078     11.49
   12    079      8.95
   12    080     14.85
   12    081     11.57
   12    082      8.69
   12    083     14.07
   12    084     11.33
   12    085      8.52
   12    086     14.69
   12    087     11.24
   12    088      8.64
   12    089     14.45
   12    090     11.11
   01    091      9.99
   01    092     15.82
   01    093     10.54
   02    094      8.39
   02    095     14.79
   02    096     10.66
   03    097      9.64
   03    098     16.35
   03    099     11.73
   04    100      9.43
   04    101     14.75
   04    102     10.82
   05    103      9.53
   05    104     15.22
   05    105     10.69
   06    106     11.48
   06    107     17.41
   06    108     11.85
   07    109     10.97
   07    110     17.18
   07    111     13.27
   08    112     10.47
   08    113     16.81
   08    114     12.94
   09    115     10.25
   09    116     15.87
   09    117     12.49
   10    118      8.95
   10    119     14.85
   10    120     11.50
   11    121      9.17
   11    122     15.26
   11    123     11.76
   12    124      9.03
   12    125     15.17
   12    126     11.80
   01    127     10.75
   01    128     16.98
   01    129     11.27
   02    130      8.71
   02    131     15.61
   02    132     11.09
   03    133      9.95
   03    134     16.39
   03    135     11.97
   04    136     10.13
   04    137     15.68
   04    138     11.79
   05    139     10.38
   05    140     16.73
   05    141     11.60
   06    142     12.19
   06    143     18.50
   06    144     12.61
   07    145     11.65
   07    146     18.04
   07    147     14.06
   08    148     11.31
   08    149     17.93
   08    150     13.82
   09    151     10.95
   09    152     17.14
   09    153     13.38
   10    154      8.68
   10    155     14.76
   10    156     11.29
   11    157      8.64
   11    158     14.40
   11    159     11.07
   12    160      9.44
   12    161     15.76
   12    162     12.17
   01    163     11.54
   01    164     17.98
   01    165     12.36
   02    166      9.17
   02    167     16.54
   02    168     11.45
   03    169     10.15
   03    170     16.89
   03    171     12.33
   04    172     10.89
   04    173     17.03
   04    174     12.93
   05    175     11.42
   05    176     18.25
   05    177     12.74
   06    178     12.76
   06    179     18.64
   06    180     13.15
   07    181     11.76
   07    182     18.44
   07    183     14.39
   08    184     11.57
   08    185     18.35
   08    186     14.15
   09    187     11.34
   09    188     17.09
   09    189     13.72
   10    190      8.95
   10    191     15.28
   10    192     11.57
   11    193      9.53
   11    194     15.85
   11    195     12.21
   12    196      9.75
   12    197     16.00
   12    198     12.63
   01    199     11.76
   01    200     18.65
   01    201     12.52
   02    202      9.61
   02    203     17.10
   02    204     12.03
   03    205     10.57
   03    206     17.77
   03    207     12.94
   04    208     11.38
   04    209     17.48
   04    210     13.53
   05    211     11.87
   05    212     18.97
   05    213     13.24
   06    214     13.09
   06    215     19.02
   06    216     13.81
   07    217     12.17
   07    218     19.35
   07    219     14.82
   08    220     11.91
   08    221     18.77
   08    222     14.62
   09    223     11.48
   09    224     17.80
   09    225     14.17
   10    226      9.00
   10    227     15.37
   10    228     11.63
   11    229      9.53
   11    230     15.85
   11    231     12.21
   12    232     10.09
   12    233     16.50
   12    234     13.00
# Nombre de la Barra
'Florida110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001    247.74
   07    002    201.97
   07    003    238.66
   07    004    282.31
   07    005    318.50
   07    006    343.26
   07    007    335.86
   07    008    317.88
   07    009    337.04
   07    010    322.10
   07    011    244.47
   07    012    199.74
   07    013    237.85
   07    014    281.00
   07    015    315.80
   07    016    339.45
   07    017    332.17
   07    018    314.43
   07    019    333.16
   07    020    318.17
   07    021    232.83
   07    022    195.22
   07    023    268.54
   07    024    326.94
   07    025    323.73
   07    026    231.87
   07    027    193.21
   07    028    260.36
   07    029    322.53
   07    030    320.93
   08    031    209.85
   08    032    311.05
   08    033    314.41
   08    034    212.09
   08    035    312.69
   08    036    311.66
   08    037    221.50
   08    038    328.64
   08    039    327.73
   08    040    224.08
   08    041    329.52
   08    042    332.10
   09    043    223.59
   09    044    337.33
   09    045    333.60
   09    046    231.77
   09    047    346.40
   09    048    346.21
   09    049    226.99
   09    050    342.93
   09    051    338.24
   09    052    219.55
   09    053    328.41
   09    054    329.07
   10    055    235.42
   10    056    354.71
   10    057    359.41
   10    058    244.84
   10    059    376.87
   10    060    373.88
   10    061    233.06
   10    062    358.86
   10    063    355.69
   10    064    237.72
   10    065    360.40
   10    066    359.06
   11    067    236.47
   11    068    350.62
   11    069    352.54
   11    070    236.30
   11    071    350.44
   11    072    352.22
   11    073    234.88
   11    074    348.42
   11    075    349.94
   11    076    230.80
   11    077    342.49
   11    078    343.65
   12    079    233.28
   12    080    344.48
   12    081    348.37
   12    082    228.90
   12    083    336.14
   12    084    343.40
   12    085    224.96
   12    086    336.35
   12    087    338.88
   12    088    223.42
   12    089    330.08
   12    090    332.65
   01    091    221.49
   01    092    311.14
   01    093    334.78
   02    094    236.23
   02    095    352.29
   02    096    405.58
   03    097    258.59
   03    098    393.63
   03    099    443.29
   04    100    230.53
   04    101    328.66
   04    102    375.67
   05    103    230.51
   05    104    333.74
   05    105    375.37
   06    106    212.88
   06    107    294.15
   06    108    314.54
   07    109    233.71
   07    110    336.87
   07    111    340.96
   08    112    231.53
   08    113    343.59
   08    114    343.73
   09    115    241.51
   09    116    362.74
   09    117    360.68
   10    118    234.40
   10    119    356.38
   10    120    356.77
   11    121    236.57
   11    122    350.88
   11    123    352.48
   12    124    236.94
   12    125    350.95
   12    126    355.32
   01    127    237.60
   01    128    334.04
   01    129    357.59
   02    130    246.24
   02    131    369.67
   02    132    424.61
   03    133    264.66
   03    134    399.77
   03    135    451.70
   04    136    249.54
   04    137    353.85
   04    138    406.76
   05    139    251.56
   05    140    364.67
   05    141    409.77
   06    142    226.47
   06    143    312.83
   06    144    334.62
   07    145    248.36
   07    146    357.47
   07    147    361.94
   08    148    248.12
   08    149    367.39
   08    150    367.44
   09    151    257.77
   09    152    387.93
   09    153    385.49
   10    154    228.92
   10    155    350.12
   10    156    349.95
   11    157    222.65
   11    158    330.37
   11    159    331.68
   12    160    245.22
   12    161    362.18
   12    162    365.51
   01    163    257.46
   01    164    360.00
   01    165    388.85
   02    166    257.94
   02    167    387.04
   02    168    442.71
   03    169    271.87
   03    170    411.60
   03    171    465.17
   04    172    272.25
   04    173    385.53
   04    174    444.81
   05    175    276.51
   05    176    399.25
   05    177    449.83
   06    178    234.20
   06    179    321.76
   06    180    344.16
   07    181    253.02
   07    182    365.18
   07    183    370.52
   08    184    253.97
   08    185    375.99
   08    186    376.07
   09    187    267.13
   09    188    398.20
   09    189    397.30
   10    190    234.46
   10    191    359.01
   10    192    357.92
   11    193    245.75
   11    194    364.48
   11    195    366.17
   12    196    254.45
   12    197    374.80
   12    198    380.51
   01    199    263.05
   01    200    369.92
   01    201    397.55
   02    202    269.74
   02    203    403.08
   02    204    462.35
   03    205    284.28
   03    206    430.98
   03    207    486.00
   04    208    283.56
   04    209    399.40
   04    210    464.42
   05    211    286.97
   05    212    414.19
   05    213    466.70
   06    214    242.72
   06    215    333.20
   06    216    357.87
   07    217    260.53
   07    218    376.96
   07    219    380.95
   08    220    262.74
   08    221    387.98
   08    222    389.23
   09    223    273.07
   09    224    409.86
   09    225    408.84
   10    226    235.55
   10    227    360.78
   10    228    359.58
   11    229    245.75
   11    230    364.48
   11    231    366.17
   12    232    262.46
   12    233    386.40
   12    234    391.58
# Nombre de la Barra
'RioTolten220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001      3.76
   07    002      3.23
   07    003      3.52
   07    004      4.22
   07    005      4.53
   07    006      4.54
   07    007      4.43
   07    008      4.46
   07    009      4.97
   07    010      4.97
   07    011      3.69
   07    012      3.18
   07    013      3.47
   07    014      4.18
   07    015      4.47
   07    016      4.48
   07    017      4.38
   07    018      4.40
   07    019      4.89
   07    020      4.90
   07    021      3.53
   07    022      3.14
   07    023      3.93
   07    024      4.43
   07    025      4.93
   07    026      3.54
   07    027      3.14
   07    028      3.87
   07    029      4.40
   07    030      4.91
   08    031      3.33
   08    032      4.28
   08    033      4.80
   08    034      3.35
   08    035      4.29
   08    036      4.75
   08    037      3.47
   08    038      4.46
   08    039      4.95
   08    040      3.59
   08    041      4.60
   08    042      5.12
   09    043      3.78
   09    044      4.79
   09    045      5.24
   09    046      3.95
   09    047      5.00
   09    048      5.49
   09    049      3.82
   09    050      4.85
   09    051      5.30
   09    052      3.76
   09    053      4.76
   09    054      5.23
   10    055      4.39
   10    056      5.49
   10    057      6.04
   10    058      4.47
   10    059      5.64
   10    060      6.20
   10    061      4.25
   10    062      5.35
   10    063      5.88
   10    064      4.35
   10    065      5.46
   10    066      6.01
   11    067      4.45
   11    068      5.63
   11    069      6.16
   11    070      4.44
   11    071      5.62
   11    072      6.15
   11    073      4.41
   11    074      5.57
   11    075      6.10
   11    076      4.32
   11    077      5.46
   11    078      5.97
   12    079      3.82
   12    080      4.90
   12    081      5.35
   12    082      3.77
   12    083      4.83
   12    084      5.28
   12    085      3.69
   12    086      4.75
   12    087      5.17
   12    088      3.64
   12    089      4.67
   12    090      5.10
   01    091      3.32
   01    092      4.41
   01    093      4.90
   02    094      3.63
   02    095      5.30
   02    096      5.95
   03    097      4.42
   03    098      5.99
   03    099      6.70
   04    100      3.70
   04    101      5.17
   04    102      5.75
   05    103      3.04
   05    104      4.22
   05    105      4.49
   06    106      3.90
   06    107      5.28
   06    108      5.70
   07    109      3.60
   07    110      4.66
   07    111      5.13
   08    112      3.67
   08    113      4.70
   08    114      5.23
   09    115      4.10
   09    116      5.20
   09    117      5.70
   10    118      4.31
   10    119      5.41
   10    120      5.95
   11    121      4.44
   11    122      5.61
   11    123      6.14
   12    124      3.88
   12    125      4.99
   12    126      5.44
   01    127      3.56
   01    128      4.73
   01    129      5.26
   02    130      3.79
   02    131      5.54
   02    132      6.21
   03    133      4.54
   03    134      6.12
   03    135      6.87
   04    136      4.04
   04    137      5.64
   04    138      6.30
   05    139      3.32
   05    140      4.59
   05    141      4.91
   06    142      4.15
   06    143      5.62
   06    144      6.07
   07    145      3.84
   07    146      4.95
   07    147      5.45
   08    148      3.91
   08    149      5.02
   08    150      5.58
   09    151      4.38
   09    152      5.55
   09    153      6.09
   10    154      4.21
   10    155      5.29
   10    156      5.82
   11    157      4.18
   11    158      5.28
   11    159      5.78
   12    160      4.01
   12    161      5.14
   12    162      5.62
   01    163      3.87
   01    164      5.11
   01    165      5.70
   02    166      3.94
   02    167      5.77
   02    168      6.44
   03    169      4.66
   03    170      6.30
   03    171      7.06
   04    172      4.45
   04    173      6.22
   04    174      6.97
   05    175      3.63
   05    176      5.05
   05    177      5.39
   06    178      4.32
   06    179      5.82
   06    180      6.32
   07    181      3.92
   07    182      5.05
   07    183      5.57
   08    184      4.00
   08    185      5.14
   08    186      5.71
   09    187      4.55
   09    188      5.75
   09    189      6.31
   10    190      4.30
   10    191      5.41
   10    192      5.95
   11    193      4.61
   11    194      5.83
   11    195      6.38
   12    196      4.17
   12    197      5.34
   12    198      5.84
   01    199      3.95
   01    200      5.25
   01    201      5.84
   02    202      4.12
   02    203      6.03
   02    204      6.75
   03    205      4.86
   03    206      6.59
   03    207      7.37
   04    208      4.64
   04    209      6.47
   04    210      7.27
   05    211      3.77
   05    212      5.24
   05    213      5.60
   06    214      4.52
   06    215      6.09
   06    216      6.63
   07    217      4.01
   07    218      5.19
   07    219      5.71
   08    220      4.17
   08    221      5.34
   08    222      5.95
   09    223      4.66
   09    224      5.90
   09    225      6.47
   10    226      4.32
   10    227      5.43
   10    228      5.98
   11    229      4.61
   11    230      5.83
   11    231      6.38
   12    232      4.30
   12    233      5.51
   12    234      6.02
# Nombre de la Barra
'Duqueco220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     12.32
   07    002     11.19
   07    003     12.64
   07    004     15.55
   07    005     16.70
   07    006     15.90
   07    007     15.87
   07    008     13.14
   07    009     13.39
   07    010     13.72
   07    011     12.30
   07    012     11.19
   07    013     12.68
   07    014     15.60
   07    015     16.70
   07    016     15.87
   07    017     15.88
   07    018     13.05
   07    019     13.25
   07    020     13.57
   07    021     12.07
   07    022     11.10
   07    023     14.66
   07    024     14.96
   07    025     13.66
   07    026     11.68
   07    027     10.71
   07    028     13.91
   07    029     14.38
   07    030     13.43
   08    031     11.27
   08    032     15.46
   08    033     13.46
   08    034     11.55
   08    035     15.38
   08    036     13.33
   08    037     12.16
   08    038     16.50
   08    039     14.11
   08    040     12.04
   08    041     16.18
   08    042     14.22
   09    043     12.59
   09    044     17.60
   09    045     14.68
   09    046     12.80
   09    047     17.70
   09    048     15.19
   09    049     12.89
   09    050     18.02
   09    051     14.90
   09    052     11.99
   09    053     16.65
   09    054     14.34
   10    055     12.43
   10    056     17.31
   10    057     15.41
   10    058     13.38
   10    059     18.93
   10    060     16.24
   10    061     12.78
   10    062     18.08
   10    063     15.47
   10    064     13.03
   10    065     17.92
   10    066     15.58
   11    067     12.43
   11    068     17.90
   11    069     15.23
   11    070     12.44
   11    071     17.91
   11    072     15.22
   11    073     12.39
   11    074     17.84
   11    075     15.13
   11    076     12.21
   11    077     17.58
   11    078     14.86
   12    079     12.23
   12    080     16.39
   12    081     14.38
   12    082     11.76
   12    083     15.63
   12    084     14.03
   12    085     11.63
   12    086     16.21
   12    087     14.00
   12    088     11.85
   12    089     15.86
   12    090     13.80
   01    091     11.72
   01    092     16.56
   01    093     12.04
   02    094     11.04
   02    095     15.63
   02    096     11.98
   03    097     11.92
   03    098     17.00
   03    099     13.30
   04    100     11.18
   04    101     15.51
   04    102     11.86
   05    103     10.82
   05    104     14.28
   05    105     11.01
   06    106     12.50
   06    107     16.59
   06    108     12.63
   07    109     12.47
   07    110     16.46
   07    111     13.93
   08    112     12.57
   08    113     17.18
   08    114     14.78
   09    115     13.46
   09    116     18.73
   09    117     15.84
   10    118     12.67
   10    119     17.68
   10    120     15.42
   11    121     12.46
   11    122     17.95
   11    123     15.23
   12    124     12.32
   12    125     16.72
   12    126     14.65
   01    127     12.68
   01    128     17.82
   01    129     12.87
   02    130     11.49
   02    131     16.48
   02    132     12.47
   03    133     12.22
   03    134     17.05
   03    135     13.63
   04    136     12.03
   04    137     16.59
   04    138     12.98
   05    139     11.81
   05    140     15.69
   05    141     11.99
   06    142     13.29
   06    143     17.66
   06    144     13.46
   07    145     13.19
   07    146     17.32
   07    147     14.76
   08    148     13.55
   08    149     18.36
   08    150     15.80
   09    151     14.40
   09    152     20.12
   09    153     16.94
   10    154     12.32
   10    155     17.40
   10    156     15.13
   11    157     11.74
   11    158     16.91
   11    159     14.33
   12    160     12.95
   12    161     17.34
   12    162     15.13
   01    163     13.57
   01    164     18.94
   01    165     14.05
   02    166     12.21
   02    167     17.46
   02    168     12.92
   03    169     12.50
   03    170     17.59
   03    171     14.02
   04    172     13.02
   04    173     18.10
   04    174     14.29
   05    175     13.00
   05    176     17.14
   05    177     13.21
   06    178     13.80
   06    179     17.93
   06    180     14.03
   07    181     13.37
   07    182     17.72
   07    183     15.12
   08    184     13.87
   08    185     18.79
   08    186     16.17
   09    187     14.85
   09    188     20.37
   09    189     17.43
   10    190     12.70
   10    191     17.90
   10    192     15.49
   11    193     12.94
   11    194     18.64
   11    195     15.82
   12    196     13.26
   12    197     17.69
   12    198     15.65
   01    199     13.91
   01    200     19.65
   01    201     14.32
   02    202     12.76
   02    203     18.09
   02    204     13.55
   03    205     13.08
   03    206     18.52
   03    207     14.68
   04    208     13.56
   04    209     18.57
   04    210     14.97
   05    211     13.51
   05    212     17.81
   05    213     13.72
   06    214     14.19
   06    215     18.37
   06    216     14.75
   07    217     13.90
   07    218     18.53
   07    219     15.60
   08    220     14.23
   08    221     19.22
   08    222     16.69
   09    223     15.09
   09    224     21.04
   09    225     17.96
   10    226     12.77
   10    227     18.00
   10    228     15.57
   11    229     12.94
   11    230     18.64
   11    231     15.82
   12    232     13.75
   12    233     18.26
   12    234     16.13
# Nombre de la Barra
'LoAguirre220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     12.20
   07    002     10.22
   07    003     12.05
   07    004     14.69
   07    005     16.28
   07    006     17.05
   07    007     16.55
   07    008     16.04
   07    009     17.22
   07    010     16.39
   07    011     12.03
   07    012     10.09
   07    013     11.97
   07    014     14.60
   07    015     16.12
   07    016     16.85
   07    017     16.36
   07    018     15.83
   07    019     16.98
   07    020     16.17
   07    021     11.50
   07    022      9.98
   07    023     13.80
   07    024     16.35
   07    025     16.54
   07    026     11.54
   07    027      9.97
   07    028     13.41
   07    029     16.13
   07    030     16.43
   08    031     11.55
   08    032     17.24
   08    033     17.40
   08    034     11.74
   08    035     17.44
   08    036     17.42
   08    037     12.24
   08    038     18.31
   08    039     18.29
   08    040     12.42
   08    041     18.40
   08    042     18.54
   09    043     12.62
   09    044     18.99
   09    045     19.02
   09    046     13.14
   09    047     19.51
   09    048     19.69
   09    049     12.81
   09    050     19.32
   09    051     19.31
   09    052     12.38
   09    053     18.41
   09    054     18.63
   10    055     14.09
   10    056     20.34
   10    057     21.31
   10    058     14.45
   10    059     21.29
   10    060     22.11
   10    061     13.75
   10    062     20.26
   10    063     21.02
   10    064     14.14
   10    065     20.59
   10    066     21.32
   11    067     14.08
   11    068     21.09
   11    069     21.31
   11    070     14.08
   11    071     21.08
   11    072     21.29
   11    073     13.99
   11    074     20.95
   11    075     21.15
   11    076     13.75
   11    077     20.58
   11    078     20.76
   12    079     13.52
   12    080     19.74
   12    081     20.21
   12    082     13.30
   12    083     19.25
   12    084     19.90
   12    085     13.06
   12    086     19.24
   12    087     19.56
   12    088     12.93
   12    089     18.92
   12    090     19.32
   01    091     12.23
   01    092     16.89
   01    093     17.35
   02    094     12.57
   02    095     17.31
   02    096     20.15
   03    097     13.50
   03    098     19.05
   03    099     21.84
   04    100     12.20
   04    101     16.07
   04    102     19.06
   05    103     11.54
   05    104     15.21
   05    105     17.86
   06    106     12.33
   06    107     16.36
   06    108     17.37
   07    109     11.78
   07    110     16.96
   07    111     17.38
   08    112     12.79
   08    113     19.14
   08    114     19.18
   09    115     13.65
   09    116     20.42
   09    117     20.54
   10    118     13.94
   10    119     20.29
   10    120     21.13
   11    121     14.09
   11    122     21.09
   11    123     21.30
   12    124     13.73
   12    125     20.10
   12    126     20.58
   01    127     13.09
   01    128     18.15
   01    129     18.58
   02    130     13.09
   02    131     18.15
   02    132     21.07
   03    133     13.82
   03    134     19.30
   03    135     22.27
   04    136     13.22
   04    137     17.39
   04    138     20.75
   05    139     12.58
   05    140     16.64
   05    141     19.50
   06    142     13.13
   06    143     17.42
   06    144     18.49
   07    145     12.54
   07    146     18.00
   07    147     18.48
   08    148     13.70
   08    149     20.47
   08    150     20.50
   09    151     14.55
   09    152     21.84
   09    153     21.96
   10    154     13.58
   10    155     19.90
   10    156     20.70
   11    157     13.25
   11    158     19.85
   11    159     20.03
   12    160     14.19
   12    161     20.76
   12    162     21.23
   01    163     14.26
   01    164     19.54
   01    165     20.20
   02    166     13.63
   02    167     18.95
   02    168     21.92
   03    169     14.20
   03    170     19.88
   03    171     22.92
   04    172     14.43
   04    173     19.02
   04    174     22.77
   05    175     13.81
   05    176     18.26
   05    177     21.46
   06    178     13.61
   06    179     17.96
   06    180     19.19
   07    181     12.81
   07    182     18.41
   07    183     18.92
   08    184     14.03
   08    185     20.96
   08    186     20.98
   09    187     15.18
   09    188     22.47
   09    189     22.64
   10    190     13.87
   10    191     20.34
   10    192     21.17
   11    193     14.63
   11    194     21.91
   11    195     22.13
   12    196     14.76
   12    197     21.47
   12    198     22.07
   01    199     14.54
   01    200     20.10
   01    201     20.64
   02    202     14.28
   02    203     19.74
   02    204     22.91
   03    205     14.86
   03    206     20.88
   03    207     24.00
   04    208     15.11
   04    209     19.74
   04    210     23.81
   05    211     14.35
   05    212     18.97
   05    213     22.30
   06    214     14.24
   06    215     18.69
   06    216     20.07
   07    217     13.11
   07    218     18.99
   07    219     19.40
   08    220     14.53
   08    221     21.63
   08    222     21.71
   09    223     15.45
   09    224     23.07
   09    225     23.26
   10    226     13.94
   10    227     20.43
   10    228     21.26
   11    229     14.63
   11    230     21.91
   11    231     22.13
   12    232     15.24
   12    233     22.13
   12    234     22.73
# Nombre de la Barra
'Itahue154'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     68.48
   07    002     60.58
   07    003     72.23
   07    004     92.11
   07    005     98.40
   07    006     96.58
   07    007     93.41
   07    008     87.05
   07    009     93.70
   07    010     88.13
   07    011     67.64
   07    012     59.94
   07    013     71.93
   07    014     91.87
   07    015     97.91
   07    016     95.94
   07    017     92.83
   07    018     86.20
   07    019     92.57
   07    020     87.03
   07    021     65.39
   07    022     59.45
   07    023     84.95
   07    024     92.32
   07    025     89.06
   07    026     65.02
   07    027     58.80
   07    028     81.82
   07    029     90.05
   07    030     88.11
   08    031     77.91
   08    032    114.16
   08    033    108.49
   08    034     79.73
   08    035    116.43
   08    036    109.24
   08    037     83.17
   08    038    122.85
   08    039    115.10
   08    040     83.75
   08    041    121.40
   08    042    115.28
   09    043    100.39
   09    044    142.65
   09    045    137.20
   09    046    103.88
   09    047    145.21
   09    048    141.16
   09    049    102.10
   09    050    145.37
   09    051    139.39
   09    052     97.65
   09    053    136.64
   09    054    133.10
   10    055     94.65
   10    056    134.32
   10    057    131.55
   10    058     99.79
   10    059    145.83
   10    060    139.63
   10    061     95.15
   10    062    139.00
   10    063    132.99
   10    064     97.12
   10    065    139.24
   10    066    133.68
   11    067    100.03
   11    068    139.90
   11    069    136.56
   11    070    100.02
   11    071    139.89
   11    072    136.51
   11    073     99.57
   11    074    139.21
   11    075    135.78
   11    076     98.04
   11    077    137.02
   11    078    133.54
   12    079     96.39
   12    080    129.74
   12    081    127.74
   12    082     94.17
   12    083    124.69
   12    084    124.17
   12    085     92.48
   12    086    127.14
   12    087    124.98
   12    088     92.87
   12    089    125.19
   12    090    122.82
   01    091     82.30
   01    092    107.18
   01    093     91.80
   02    094     78.86
   02    095    108.70
   02    096    104.19
   03    097     79.24
   03    098    114.27
   03    099    109.95
   04    100     71.10
   04    101    101.72
   04    102    101.76
   05    103     69.61
   05    104     95.21
   05    105     96.52
   06    106     73.14
   06    107     94.32
   06    108     95.84
   07    109     68.86
   07    110     98.59
   07    111     93.86
   08    112     86.54
   08    113    127.96
   08    114    120.31
   09    115    108.22
   09    116    152.60
   09    117    147.54
   10    118     95.22
   10    119    136.76
   10    120    132.18
   11    121    100.26
   11    122    140.17
   11    123    136.73
   12    124     97.70
   12    125    131.93
   12    126    130.20
   01    127     88.32
   01    128    115.17
   01    129     98.27
   02    130     82.12
   02    131    113.88
   02    132    108.73
   03    133     81.07
   03    134    115.73
   03    135    112.26
   04    136     76.92
   04    137    109.73
   04    138    110.85
   05    139     75.87
   05    140    104.07
   05    141    105.33
   06    142     77.84
   06    143    100.37
   06    144    102.03
   07    145     73.19
   07    146    104.24
   07    147     99.61
   08    148     93.06
   08    149    136.92
   08    150    128.68
   09    151    115.36
   09    152    163.26
   09    153    157.73
   10    154     92.73
   10    155    134.36
   10    156    129.70
   11    157     94.41
   11    158    132.07
   11    159    128.74
   12    160    101.56
   12    161    136.92
   12    162    134.49
   01    163     95.88
   01    164    123.87
   01    165    107.20
   02    166     85.75
   02    167    119.09
   02    168    112.96
   03    169     83.27
   03    170    119.25
   03    171    115.63
   04    172     83.85
   04    173    119.83
   04    174    121.79
   05    175     83.28
   05    176    114.18
   05    177    115.97
   06    178     80.55
   06    179    103.22
   06    180    105.47
   07    181     74.53
   07    182    106.51
   07    183    101.99
   08    184     95.26
   08    185    140.13
   08    186    131.72
   09    187    120.29
   09    188    167.37
   09    189    162.31
   10    190     95.30
   10    191    138.28
   10    192    133.08
   11    193    104.14
   11    194    145.59
   11    195    142.03
   12    196    105.25
   12    197    140.47
   12    198    138.96
   01    199     97.67
   01    200    127.45
   01    201    109.32
   02    202     89.79
   02    203    124.06
   02    204    118.16
   03    205     87.10
   03    206    125.20
   03    207    120.99
   04    208     87.41
   04    209    124.56
   04    210    127.44
   05    211     86.52
   05    212    118.62
   05    213    120.45
   06    214     83.64
   06    215    107.16
   06    216    110.29
   07    217     76.70
   07    218    110.59
   07    219    104.90
   08    220     98.35
   08    221    143.82
   08    222    135.75
   09    223    122.12
   09    224    172.09
   09    225    167.08
   10    226     95.77
   10    227    138.98
   10    228    133.73
   11    229    104.14
   11    230    145.59
   11    231    142.03
   12    232    108.70
   12    233    145.20
   12    234    143.27
# Nombre de la Barra
'DAlmagro110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001    110.95
   07    002    112.23
   07    003    112.49
   07    004    105.53
   07    005    101.42
   07    006     96.76
   07    007    101.60
   07    008    105.92
   07    009    107.93
   07    010    113.54
   07    011    113.47
   07    012    114.95
   07    013    115.17
   07    014    107.80
   07    015    103.60
   07    016     98.79
   07    017    104.03
   07    018    108.69
   07    019    110.60
   07    020    116.44
   07    021    110.79
   07    022    112.78
   07    023    107.54
   07    024    101.43
   07    025    112.48
   07    026    111.67
   07    027    113.59
   07    028    109.40
   07    029    103.25
   07    030    113.83
   08    031    122.34
   08    032    113.06
   08    033    119.24
   08    034    125.76
   08    035    118.37
   08    036    123.84
   08    037    124.62
   08    038    116.62
   08    039    122.30
   08    040    119.99
   08    041    111.82
   08    042    117.71
   09    043    121.48
   09    044    115.44
   09    045    121.55
   09    046    120.33
   09    047    114.86
   09    048    120.75
   09    049    122.73
   09    050    116.69
   09    051    122.89
   09    052    124.48
   09    053    118.77
   09    054    124.84
   10    055     87.64
   10    056     85.67
   10    057     89.48
   10    058     84.26
   10    059     81.94
   10    060     85.31
   10    061     83.99
   10    062     81.65
   10    063     84.95
   10    064     88.52
   10    065     86.70
   10    066     90.00
   11    067     86.35
   11    068     83.25
   11    069     87.74
   11    070     83.56
   11    071     80.59
   11    072     84.95
   11    073     86.29
   11    074     83.20
   11    075     87.66
   11    076     86.57
   11    077     83.46
   11    078     87.91
   12    079     91.57
   12    080     85.37
   12    081     92.20
   12    082     89.91
   12    083     84.49
   12    084     91.22
   12    085     91.12
   12    086     85.10
   12    087     91.77
   12    088     93.99
   12    089     87.48
   12    090     94.43
   01    091     89.22
   01    092     82.94
   01    093     87.67
   02    094     88.98
   02    095     85.70
   02    096     90.96
   03    097     92.24
   03    098     87.84
   03    099     93.45
   04    100    125.68
   04    101    121.38
   04    102    130.24
   05    103    110.04
   05    104    103.85
   05    105    112.66
   06    106    116.55
   06    107    112.39
   06    108    119.14
   07    109    118.71
   07    110    107.98
   07    111    117.87
   08    112    130.38
   08    113    121.84
   08    114    127.67
   09    115    128.82
   09    116    122.71
   09    117    129.12
   10    118     90.01
   10    119     87.80
   10    120     91.43
   11    121     90.68
   11    122     87.40
   11    123     92.06
   12    124     94.83
   12    125     88.78
   12    126     95.80
   01    127     93.42
   01    128     87.06
   01    129     92.03
   02    130     91.91
   02    131     88.75
   02    132     94.12
   03    133     95.99
   03    134     91.48
   03    135     96.83
   04    136    121.38
   04    137    117.38
   04    138    126.25
   05    139    109.17
   05    140    102.95
   05    141    111.81
   06    142    121.81
   06    143    117.46
   06    144    124.54
   07    145    124.62
   07    146    113.39
   07    147    123.44
   08    148    137.21
   08    149    128.26
   08    150    134.69
   09    151    135.50
   09    152    129.13
   09    153    135.86
   10    154     95.24
   10    155     92.86
   10    156     96.51
   11    157     91.22
   11    158     87.84
   11    159     92.46
   12    160     99.40
   12    161     92.58
   12    162     99.96
   01    163     97.15
   01    164     90.56
   01    165     95.64
   02    166     96.63
   02    167     92.84
   02    168     98.77
   03    169    100.31
   03    170     95.57
   03    171    101.39
   04    172    115.62
   04    173    112.10
   04    174    120.70
   05    175    106.81
   05    176    100.79
   05    177    109.67
   06    178    123.39
   06    179    118.30
   06    180    126.06
   07    181    126.95
   07    182    115.71
