# Archivo de demandas por barra (plpdem.dat)
# Numero de barras
241
# Nombre de la Barra
'Coronel066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   11    073    136.69
   11    074    131.86
   11    075    134.81
   11    076    137.37
   11    077    132.51
   11    078    135.48
   12    079    131.22
   12    080    126.33
   12    081    128.11
   12    082    129.36
   12    083    125.58
   12    084    126.97
   12    085    132.28
   12    086    127.29
   12    087    128.16
   12    088    135.42
   12    089    129.94
   12    090    132.04
   01    091    131.22
   01    092    126.36
   01    093    127.42
   02    094    133.17
   02    095    126.71
   02    096    129.33
   03    097    131.48
   03    098    126.29
   03    099    130.95
   04    100    159.09
   04    101    151.99
   04    102    155.52
   05    103    145.95
   05    104    139.06
   05    105    142.30
   06    106    135.34
   06    107    130.47
   06    108    132.51
   07    109    136.16
   07    110    130.52
   07    111    132.52
   08    112    108.35
   08    113    104.47
   08    114    106.48
   09    115    137.99
   09    116    133.38
   09    117    136.71
   10    118    141.16
   10    119    136.86
   10    120    139.19
   11    121    144.46
   11    122    139.35
   11    123    142.47
   12    124    136.72
   12    125    131.76
   12    126    133.23
   01    127    135.55
   01    128    130.44
   01    129    131.96
   02    130    137.58
   02    131    130.65
   02    132    133.54
   03    133    136.27
   03    134    130.72
   03    135    135.67
   04    136    151.98
   04    137    145.55
   04    138    148.79
   05    139    143.24
   05    140    136.47
   05    141    139.54
   06    142    141.17
   06    143    136.09
   06    144    138.23
   07    145    142.81
   07    146    137.14
   07    147    139.09
   08    148    113.77
   08    149    109.35
   08    150    111.81
   09    151    144.98
   09    152    139.99
   09    153    143.62
   10    154    150.60
   10    155    145.99
   10    156    148.46
   11    157    146.60
   11    158    141.33
   11    159    144.52
   12    160    142.74
   12    161    137.06
   12    162    139.22
   01    163    141.93
   01    164    136.43
   01    165    137.61
   02    166    143.23
   02    167    136.29
   02    168    139.50
   03    169    143.13
   03    170    137.56
   03    171    142.59
   04    172    142.81
   04    173    136.98
   04    174    140.08
   05    175    138.14
   05    176    131.57
   05    177    134.96
   06    178    142.57
   06    179    137.53
   06    180    139.66
   07    181    145.01
   07    182    139.44
   07    183    141.40
   08    184    115.68
   08    185    111.17
   08    186    113.69
   09    187    146.35
   09    188    141.62
   09    189    145.04
   10    190    148.61
   10    191    143.67
   10    192    146.55
   11    193    153.24
   11    194    147.83
   11    195    151.13
   12    196    140.40
   12    197    135.66
   12    198    137.42
   01    199    140.02
   01    200    134.72
   01    201    136.11
   02    202    140.99
   02    203    134.18
   02    204    137.06
   03    205    140.67
   03    206    135.47
   03    207    140.26
   04    208    143.09
   04    209    136.80
   04    210    139.80
   05    211    137.51
   05    212    130.97
   05    213    134.34
   06    214    141.77
   06    215    137.46
   06    216    139.39
   07    217    150.92
   07    218    144.42
   07    219    146.78
   08    220    120.52
   08    221    116.05
   08    222    118.77
   09    223    152.02
   09    224    147.21
   09    225    150.56
   10    226    148.69
   10    227    143.75
   10    228    146.63
   11    229    153.24
   11    230    147.83
   11    231    151.13
   12    232    145.03
   12    233    140.01
   12    234    142.01
# Nombre de la Barra
'Quillota110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001      8.28
   07    002      7.49
   07    003      7.82
   07    004      8.92
   07    005      9.99
   07    006     10.21
   07    007      9.68
   07    008      9.32
   07    009     10.37
   07    010     10.21
   07    011      8.10
   07    012      7.33
   07    013      7.69
   07    014      8.77
   07    015      9.79
   07    016     10.00
   07    017      9.49
   07    018      9.14
   07    019     10.17
   07    020     10.02
   07    021      7.84
   07    022      7.22
   07    023      8.45
   07    024      9.56
   07    025     10.14
   07    026      7.91
   07    027      7.25
   07    028      8.41
   07    029      9.61
   07    030     10.19
   08    031      7.69
   08    032      9.59
   08    033      9.67
   08    034      7.69
   08    035      9.62
   08    036      9.78
   08    037      7.96
   08    038      9.97
   08    039     10.10
   08    040      8.27
   08    041     10.31
   08    042     10.43
   09    043      7.91
   09    044     10.23
   09    045     10.41
   09    046      8.31
   09    047     10.67
   09    048     10.88
   09    049      7.98
   09    050     10.34
   09    051     10.51
   09    052      7.95
   09    053     10.20
   09    054     10.40
   10    055     10.16
   10    056     14.38
   10    057     14.38
   10    058     10.19
   10    059     14.78
   10    060     14.61
   10    061      9.66
   10    062     14.01
   10    063     13.85
   10    064      9.96
   10    065     14.32
   10    066     14.29
   11    067      9.88
   11    068     13.90
   11    069     14.20
   11    070      9.86
   11    071     13.87
   11    072     14.17
   11    073      9.77
   11    074     13.75
   11    075     14.04
   11    076      9.56
   11    077     13.45
   11    078     13.74
   12    079      8.63
   12    080     11.07
   12    081     11.13
   12    082      8.58
   12    083     10.96
   12    084     10.98
   12    085      8.27
   12    086     10.61
   12    087     10.63
   12    088      8.18
   12    089     10.51
   12    090     10.59
   01    091      7.91
   01    092      9.76
   01    093     10.12
   02    094      7.53
   02    095      9.56
   02    096     10.58
   03    097      7.87
   03    098     10.35
   03    099     11.60
   04    100      7.25
   04    101      9.16
   04    102     10.42
   05    103      7.08
   05    104      8.90
   05    105      9.93
   06    106      8.96
   06    107     11.13
   06    108     11.88
   07    109      8.13
   07    110     10.17
   07    111     10.60
   08    112      8.40
   08    113     10.51
   08    114     10.64
   09    115      8.62
   09    116     11.10
   09    117     11.30
   10    118      9.88
   10    119     14.16
   10    120     14.10
   11    121      9.85
   11    122     13.85
   11    123     14.15
   12    124      8.76
   12    125     11.22
   12    126     11.25
   01    127      8.47
   01    128     10.47
   01    129     10.87
   02    130      7.85
   02    131      9.99
   02    132     11.02
   03    133      8.08
   03    134     10.58
   03    135     11.88
   04    136      7.96
   04    137     10.05
   04    138     11.44
   05    139      7.73
   05    140      9.73
   05    141     10.87
   06    142      9.55
   06    143     11.85
   06    144     12.66
   07    145      8.67
   07    146     10.83
   07    147     11.30
   08    148      8.99
   08    149     11.25
   08    150     11.39
   09    151      9.19
   09    152     11.85
   09    153     12.05
   10    154      9.65
   10    155     13.84
   10    156     13.75
   11    157      9.27
   11    158     13.03
   11    159     13.31
   12    160      9.03
   12    161     11.59
   12    162     11.67
   01    163      9.23
   01    164     11.34
   01    165     11.78
   02    166      8.10
   02    167     10.33
   02    168     11.42
   03    169      8.30
   03    170     10.88
   03    171     12.20
   04    172      8.80
   04    173     11.11
   04    174     12.65
   05    175      8.54
   05    176     10.75
   05    177     12.03
   06    178      9.99
   06    179     12.38
   06    180     13.24
   07    181      8.86
   07    182     11.08
   07    183     11.55
   08    184      9.20
   08    185     11.52
   08    186     11.66
   09    187      9.56
   09    188     12.28
   09    189     12.53
   10    190      9.83
   10    191     14.18
   10    192     14.06
   11    193     10.23
   11    194     14.40
   11    195     14.70
   12    196      9.43
   12    197     12.08
   12    198     12.13
   01    199      9.42
   01    200     11.62
   01    201     12.05
   02    202      8.46
   02    203     10.77
   02    204     11.94
   03    205      8.68
   03    206     11.41
   03    207     12.79
   04    208      9.22
   04    209     11.59
   04    210     13.17
   05    211      8.87
   05    212     11.17
   05    213     12.49
   06    214     10.55
   06    215     13.08
   06    216     13.99
   07    217      9.06
   07    218     11.33
   07    219     11.80
   08    220      9.59
   08    221     11.98
   08    222     12.13
   09    223      9.80
   09    224     12.61
   09    225     12.83
   10    226      9.87
   10    227     14.24
   10    228     14.12
   11    229     10.23
   11    230     14.40
   11    231     14.70
   12    232      9.72
   12    233     12.47
   12    234     12.55
# Nombre de la Barra
'Pid-Pid110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     36.44
   07    002     32.14
   07    003     35.13
   07    004     41.46
   07    005     44.43
   07    006     43.94
   07    007     41.75
   07    008     40.12
   07    009     41.81
   07    010     42.04
   07    011     36.44
   07    012     32.18
   07    013     35.23
   07    014     41.59
   07    015     44.46
   07    016     43.89
   07    017     41.69
   07    018     40.03
   07    019     41.66
   07    020     41.82
   07    021     35.68
   07    022     32.07
   07    023     39.84
   07    024     42.48
   07    025     42.19
   07    026     34.41
   07    027     30.82
   07    028     37.92
   07    029     41.06
   07    030     41.51
   08    031     32.14
   08    032     41.56
   08    033     41.41
   08    034     33.06
   08    035     41.78
   08    036     40.08
   08    037     35.01
   08    038     44.63
   08    039     43.02
   08    040     34.31
   08    041     43.84
   08    042     43.31
   09    043     34.56
   09    044     43.12
   09    045     40.49
   09    046     34.71
   09    047     43.22
   09    048     41.75
   09    049     35.38
   09    050     44.21
   09    051     41.30
   09    052     32.05
   09    053     40.07
   09    054     38.80
   10    055     32.37
   10    056     40.40
   10    057     39.42
   10    058     35.88
   10    059     44.76
   10    060     42.05
   10    061     34.49
   10    062     42.96
   10    063     40.31
   10    064     34.60
   10    065     42.57
   10    066     39.89
   11    067     32.12
   11    068     39.61
   11    069     38.61
   11    070     32.22
   11    071     39.72
   11    072     38.69
   11    073     32.24
   11    074     39.71
   11    075     38.64
   11    076     31.99
   11    077     39.34
   11    078     38.22
   12    079     29.68
   12    080     38.83
   12    081     36.94
   12    082     28.55
   12    083     37.38
   12    084     36.20
   12    085     29.16
   12    086     38.29
   12    087     36.31
   12    088     28.77
   12    089     37.60
   12    090     35.57
   01    091     30.69
   01    092     39.42
   01    093     32.52
   02    094     29.09
   02    095     39.23
   02    096     33.94
   03    097     31.92
   03    098     43.21
   03    099     36.67
   04    100     28.70
   04    101     38.34
   04    102     32.07
   05    103     30.83
   05    104     40.55
   05    105     34.06
   06    106     34.96
   06    107     44.98
   06    108     37.54
   07    109     35.69
   07    110     44.74
   07    111     43.81
   08    112     36.28
   08    113     46.40
   08    114     44.97
   09    115     36.60
   09    116     45.68
   09    117     43.48
   10    118     33.68
   10    119     41.83
   10    120     39.86
   11    121     32.40
   11    122     39.91
   11    123     38.85
   12    124     30.23
   12    125     39.65
   12    126     37.87
   01    127     33.10
   01    128     42.41
   01    129     34.66
   02    130     30.45
   02    131     41.27
   02    132     35.46
   03    133     32.32
   03    134     43.63
   03    135     37.55
   04    136     30.61
   04    137     40.96
   04    138     34.74
   05    139     33.59
   05    140     44.27
   05    141     36.84
   06    142     37.18
   06    143     47.85
   06    144     39.97
   07    145     37.76
   07    146     47.23
   07    147     46.28
   08    148     38.75
   08    149     49.50
   08    150     47.98
   09    151     39.11
   09    152     49.01
   09    153     46.67
   10    154     32.98
   10    155     41.15
   10    156     39.25
   11    157     30.46
   11    158     37.53
   11    159     36.53
   12    160     31.33
   12    161     41.00
   12    162     38.87
   01    163     35.52
   01    164     45.48
   01    165     38.09
   02    166     32.03
   02    167     43.28
   02    168     36.57
   03    169     33.23
   03    170     44.94
   03    171     38.67
   04    172     33.05
   04    173     44.49
   04    174     37.97
   05    175     36.55
   05    176     48.22
   05    177     40.35
   06    178     38.29
   06    179     48.90
   06    180     41.47
   07    181     38.46
   07    182     48.26
   07    183     47.57
   08    184     39.65
   08    185     50.65
   08    186     49.11
   09    187     40.17
   09    188     49.79
   09    189     47.74
   10    190     33.81
   10    191     42.18
   10    192     39.97
   11    193     33.63
   11    194     41.43
   11    195     40.33
   12    196     32.26
   12    197     42.18
   12    198     40.43
   01    199     36.55
   01    200     46.94
   01    201     38.69
   02    202     33.37
   02    203     45.00
   02    204     38.37
   03    205     34.96
   03    206     47.21
   03    207     40.36
   04    208     34.07
   04    209     45.83
   04    210     39.94
   05    211     38.01
   05    212     50.13
   05    213     41.94
   06    214     39.47
   06    215     50.39
   06    216     43.67
   07    217     39.95
   07    218     50.20
   07    219     48.95
   08    220     40.70
   08    221     51.98
   08    222     50.80
   09    223     41.18
   09    224     51.38
   09    225     49.35
   10    226     34.05
   10    227     42.48
   10    228     40.24
   11    229     33.63
   11    230     41.43
   11    231     40.33
   12    232     33.33
   12    233     43.49
   12    234     41.50
# Nombre de la Barra
'Parral154'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     51.66
   07    002     44.44
   07    003     53.27
   07    004     71.22
   07    005     78.75
   07    006     76.62
   07    007     73.43
   07    008     68.15
   07    009     70.95
   07    010     67.72
   07    011     51.14
   07    012     44.07
   07    013     53.06
   07    014     71.03
   07    015     78.35
   07    016     76.06
   07    017     72.95
   07    018     67.54
   07    019     70.21
   07    020     66.97
   07    021     49.15
   07    022     43.48
   07    023     65.04
   07    024     72.53
   07    025     68.27
   07    026     48.57
   07    027     42.79
   07    028     62.17
   07    029     70.26
   07    030     66.92
   08    031     51.59
   08    032     80.36
   08    033     73.92
   08    034     52.45
   08    035     81.23
   08    036     73.37
   08    037     54.90
   08    038     85.95
   08    039     77.50
   08    040     55.22
   08    041     85.12
   08    042     78.20
   09    043     69.49
   09    044    102.43
   09    045     95.42
   09    046     71.18
   09    047    103.44
   09    048     97.95
   09    049     70.86
   09    050    104.67
   09    051     97.08
   09    052     67.43
   09    053     98.03
   09    054     93.03
   10    055     71.61
   10    056    103.66
   10    057    101.85
   10    058     75.55
   10    059    112.66
   10    060    107.95
   10    061     71.92
   10    062    107.22
   10    063    102.66
   10    064     73.50
   10    065    107.53
   10    066    103.40
   11    067     70.07
   11    068    106.52
   11    069     99.66
   11    070     70.03
   11    071    106.44
   11    072     99.57
   11    073     69.59
   11    074    105.75
   11    075     98.89
   11    076     68.37
   11    077    103.86
   11    078     97.07
   12    079     59.38
   12    080     87.98
   12    081     83.18
   12    082     57.71
   12    083     84.28
   12    084     80.96
   12    085     56.86
   12    086     85.85
   12    087     81.08
   12    088     57.21
   12    089     84.78
   12    090     79.79
   01    091     51.22
   01    092     78.14
   01    093     68.54
   02    094     49.31
   02    095     79.48
   02    096     74.07
   03    097     53.51
   03    098     87.92
   03    099     80.67
   04    100     48.92
   04    101     78.29
   04    102     73.22
   05    103     45.88
   05    104     72.98
   05    105     69.42
   06    106     50.95
   06    107     77.02
   06    108     72.60
   07    109     50.95
   07    110     77.49
   07    111     71.59
   08    112     57.24
   08    113     89.64
   08    114     81.20
   09    115     74.67
   09    116    109.36
   09    117    102.67
   10    118     71.94
   10    119    105.45
   10    120    102.11
   11    121     70.08
   11    122    106.50
   11    123     99.60
   12    124     60.08
   12    125     89.25
   12    126     84.70
   01    127     55.10
   01    128     84.20
   01    129     73.44
   02    130     51.39
   02    131     83.40
   02    132     77.40
   03    133     54.50
   03    134     88.46
   03    135     82.20
   04    136     52.81
   04    137     84.48
   04    138     79.66
   05    139     50.26
   05    140     80.35
   05    141     75.97
   06    142     54.23
   06    143     81.99
   06    144     77.31
   07    145     54.11
   07    146     81.91
   07    147     75.91
   08    148     61.46
   08    149     95.93
   08    150     86.86
   09    151     79.75
   09    152    117.22
   09    153    109.87
   10    154     70.05
   10    155    103.51
   10    156    100.15
   11    157     65.99
   11    158    100.36
   11    159     93.77
   12    160     62.68
   12    161     92.93
   12    162     87.58
   01    163     59.52
   01    164     89.96
   01    165     79.72
   02    166     54.05
   02    167     88.08
   02    168     80.77
   03    169     56.00
   03    170     91.28
   03    171     84.63
   04    172     57.43
   04    173     92.45
   04    174     87.50
   05    175     55.45
   05    176     88.42
   05    177     83.78
   06    178     56.00
   06    179     83.95
   06    180     79.95
   07    181     54.94
   07    182     83.56
   07    183     77.58
   08    184     62.91
   08    185     98.19
   08    186     88.92
   09    187     82.42
   09    188    119.31
   09    189    112.71
   10    190     72.07
   10    191    106.74
   10    192    102.86
   11    193     72.80
   11    194    110.63
   11    195    103.46
   12    196     64.50
   12    197     94.91
   12    198     90.32
   01    199     60.87
   01    200     93.01
   01    201     81.59
   02    202     56.47
   02    203     91.47
   02    204     84.39
   03    205     58.72
   03    206     96.05
   03    207     88.59
   04    208     59.88
   04    209     95.23
   04    210     91.09
   05    211     57.60
   05    212     91.85
   05    213     87.02
   06    214     57.87
   06    215     86.46
   06    216     83.40
   07    217     56.75
   07    218     87.11
   07    219     80.21
   08    220     64.89
   08    221    100.76
   08    222     91.79
   09    223     83.81
   09    224    122.66
   09    225    115.79
   10    226     72.41
   10    227    107.26
   10    228    103.34
   11    229     72.80
   11    230    110.63
   11    231    103.46
   12    232     66.69
   12    233     98.21
   12    234     93.12
# Nombre de la Barra
'DArica066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001      1.04
   07    002      0.95
   07    003      1.28
   07    004      1.78
   07    005      2.46
   07    006      2.67
   07    007      2.62
   07    008      2.49
   07    009      2.15
   07    010      1.30
   07    011      1.03
   07    012      0.94
   07    013      1.27
   07    014      1.77
   07    015      2.45
   07    016      2.65
   07    017      2.60
   07    018      2.47
   07    019      2.14
   07    020      1.29
   07    021      1.00
   07    022      0.93
   07    023      1.68
   07    024      2.54
   07    025      1.46
   07    026      0.99
   07    027      0.92
   07    028      1.63
   07    029      2.47
   07    030      1.43
   08    031      1.01
   08    032      2.36
   08    033      1.70
   08    034      1.01
   08    035      2.40
   08    036      1.73
   08    037      1.06
   08    038      2.51
   08    039      1.80
   08    040      1.08
   08    041      2.53
   08    042      1.82
   09    043      1.10
   09    044      2.87
   09    045      1.90
   09    046      1.13
   09    047      2.91
   09    048      1.97
   09    049      1.11
   09    050      2.86
   09    051      1.92
   09    052      1.06
   09    053      2.76
   09    054      1.86
   10    055      1.50
   10    056      3.40
   10    057      2.03
   10    058      1.29
   10    059      3.15
   10    060      2.12
   10    061      1.23
   10    062      2.99
   10    063      2.02
   10    064      1.25
   10    065      3.06
   10    066      2.06
   11    067      1.09
   11    068      2.89
   11    069      2.00
   11    070      1.09
   11    071      2.88
   11    072      2.00
   11    073      1.08
   11    074      2.86
   11    075      1.98
   11    076      1.06
   11    077      2.81
   11    078      1.95
   12    079      1.10
   12    080      2.75
   12    081      1.92
   12    082      1.08
   12    083      2.71
   12    084      1.88
   12    085      1.06
   12    086      2.66
   12    087      1.86
   12    088      1.05
   12    089      2.62
   12    090      1.83
   01    091      0.93
   01    092      2.37
   01    093      1.81
   02    094      0.89
   02    095      1.99
   02    096      1.39
   03    097      1.24
   03    098      2.52
   03    099      1.53
   04    100      0.81
   04    101      1.82
   04    102      1.28
   05    103      0.88
   05    104      1.90
   05    105      1.42
   06    106      1.03
   06    107      2.19
   06    108      1.64
   07    109      1.11
   07    110      2.54
   07    111      1.86
   08    112      1.11
   08    113      2.62
   08    114      1.89
   09    115      1.18
   09    116      3.05
   09    117      2.05
   10    118      1.34
   10    119      3.17
   10    120      2.02
   11    121      1.09
   11    122      2.88
   11    123      2.00
   12    124      1.11
   12    125      2.79
   12    126      1.95
   01    127      0.99
   01    128      2.53
   01    129      1.92
   02    130      0.92
   02    131      2.07
   02    132      1.46
   03    133      1.32
   03    134      2.66
   03    135      1.56
   04    136      0.88
   04    137      1.98
   04    138      1.39
   05    139      0.96
   05    140      2.07
   05    141      1.54
   06    142      1.10
   06    143      2.33
   06    144      1.75
   07    145      1.18
   07    146      2.69
   07    147      1.97
   08    148      1.19
   08    149      2.81
   08    150      2.02
   09    151      1.24
   09    152      3.15
   09    153      2.18
   10    154      1.31
   10    155      3.10
   10    156      1.98
   11    157      1.02
   11    158      2.71
   11    159      1.88
   12    160      1.15
   12    161      2.88
   12    162      2.01
   01    163      1.09
   01    164      2.78
   01    165      2.13
   02    166      0.96
   02    167      2.16
   02    168      1.51
   03    169      1.35
   03    170      2.73
   03    171      1.61
   04    172      0.96
   04    173      2.17
   04    174      1.53
   05    175      1.06
   05    176      2.27
   05    177      1.70
   06    178      1.14
   06    179      2.41
   06    180      1.81
   07    181      1.20
   07    182      2.74
   07    183      2.01
   08    184      1.22
   08    185      2.87
   08    186      2.07
   09    187      1.31
   09    188      3.47
   09    189      2.28
   10    190      1.29
   10    191      3.10
   10    192      2.03
   11    193      1.13
   11    194      3.00
   11    195      2.08
   12    196      1.20
   12    197      3.00
   12    198      2.09
   01    199      1.11
   01    200      2.82
   01    201      2.15
   02    202      1.01
   02    203      2.26
   02    204      1.58
   03    205      1.36
   03    206      2.77
   03    207      1.69
   04    208      1.01
   04    209      2.31
   04    210      1.59
   05    211      1.10
   05    212      2.36
   05    213      1.76
   06    214      1.18
   06    215      2.50
   06    216      1.89
   07    217      1.23
   07    218      2.84
   07    219      2.08
   08    220      1.26
   08    221      2.97
   08    222      2.14
   09    223      1.33
   09    224      3.45
   09    225      2.33
   10    226      1.30
   10    227      3.11
   10    228      2.03
   11    229      1.13
   11    230      3.00
   11    231      2.08
   12    232      1.24
   12    233      3.10
   12    234      2.16
# Nombre de la Barra
'PAlmonte110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     16.64
   07    002     16.02
   07    003     16.36
   07    004     16.02
   07    005     15.23
   07    006     15.28
   07    007     15.51
   07    008     10.78
   07    009     17.39
   07    010     17.61
   07    011     16.65
   07    012     16.05
   07    013     16.40
   07    014     16.05
   07    015     15.25
   07    016     15.30
   07    017     15.54
   07    018     10.87
   07    019     17.38
   07    020     17.62
   07    021     16.52
   07    022     16.02
   07    023     16.06
   07    024     14.51
   07    025     17.79
   07    026     16.60
   07    027     16.09
   07    028     16.08
   07    029     14.55
   07    030     17.85
   08    031     16.15
   08    032     16.53
   08    033     17.56
   08    034     16.46
   08    035     16.82
   08    036     17.79
   08    037     16.94
   08    038     17.32
   08    039     18.37
   08    040     17.01
   08    041     17.42
   08    042     18.48
   09    043     16.18
   09    044     16.63
   09    045     17.29
   09    046     16.66
   09    047     17.11
   09    048     17.82
   09    049     16.40
   09    050     16.85
   09    051     17.53
   09    052     15.81
   09    053     16.26
   09    054     16.93
   10    055     16.23
   10    056     16.78
   10    057     17.54
   10    058     16.42
   10    059     17.07
   10    060     17.84
   10    061     15.97
   10    062     16.57
   10    063     17.31
   10    064     16.46
   10    065     17.08
   10    066     17.86
   11    067     16.05
   11    068     16.59
   11    069     17.45
   11    070     15.93
   11    071     16.46
   11    072     17.33
   11    073     16.10
   11    074     16.63
   11    075     17.49
   11    076     16.04
   11    077     16.55
   11    078     17.40
   12    079     15.80
   12    080     16.50
   12    081     17.44
   12    082     15.59
   12    083     16.25
   12    084     17.22
   12    085     15.51
   12    086     16.25
   12    087     17.14
   12    088     15.54
   12    089     16.20
   12    090     17.11
   01    091     14.61
   01    092     14.81
   01    093     16.03
   02    094     15.12
   02    095     15.50
   02    096     16.73
   03    097     16.34
   03    098     16.36
   03    099     18.06
   04    100     16.74
   04    101     16.61
   04    102     18.29
   05    103     16.66
   05    104     16.70
   05    105     18.17
   06    106     17.85
   06    107     17.33
   06    108     18.47
   07    109     17.33
   07    110     16.06
   07    111     17.33
   08    112     17.68
   08    113     18.10
   08    114     19.19
   09    115     17.35
   09    116     17.83
   09    117     18.56
   10    118     16.42
   10    119     17.00
   10    120     17.76
   11    121     16.41
   11    122     16.94
   11    123     17.81
   12    124     16.22
   12    125     16.95
   12    126     17.92
   01    127     15.44
   01    128     15.68
   01    129     16.98
   02    130     15.74
   02    131     16.14
   02    132     17.42
   03    133     16.83
   03    134     16.81
   03    135     18.54
   04    136     17.34
   04    137     17.21
   04    138     19.02
   05    139     17.47
   05    140     17.51
   05    141     19.11
   06    142     18.90
   06    143     18.36
   06    144     19.57
   07    145     18.40
   07    146     17.06
   07    147     18.41
   08    148     18.80
   08    149     19.24
   08    150     20.41
   09    151     18.41
   09    152     18.93
   09    153     19.70
   10    154     16.45
   10    155     17.02
   10    156     17.74
   11    157     15.76
   11    158     16.26
   11    159     17.08
   12    160     16.76
   12    161     17.49
   12    162     18.48
   01    163     16.75
   01    164     16.98
   01    165     18.39
   02    166     16.26
   02    167     16.64
   02    168     17.98
   03    169     17.37
   03    170     17.38
   03    171     19.15
   04    172     18.05
   04    173     17.92
   04    174     19.90
   05    175     18.41
   05    176     18.45
   05    177     20.21
   06    178     19.58
   06    179     18.99
   06    180     20.20
   07    181     18.80
   07    182     17.44
   07    183     18.81
   08    184     19.22
   08    185     19.67
   08    186     20.87
   09    187     19.12
   09    188     19.63
   09    189     20.45
   10    190     16.54
   10    191     17.12
   10    192     17.89
   11    193     17.14
   11    194     17.69
   11    195     18.60
   12    196     17.28
   12    197     18.02
   12    198     19.08
   01    199     16.84
   01    200     17.13
   01    201     18.55
   02    202     16.82
   02    203     17.20
   02    204     18.61
   03    205     17.88
   03    206     17.92
   03    207     19.78
   04    208     18.71
   04    209     18.58
   04    210     20.63
   05    211     18.95
   05    212     19.00
   05    213     20.82
   06    214     20.43
   06    215     19.90
   06    216     21.08
   07    217     19.19
   07    218     17.81
   07    219     19.19
   08    220     20.04
   08    221     20.51
   08    222     21.75
   09    223     19.61
   09    224     20.17
   09    225     20.98
   10    226     16.62
   10    227     17.21
   10    228     17.98
   11    229     17.14
   11    230     17.69
   11    231     18.60
   12    232     17.80
   12    233     18.56
   12    234     19.63
# Nombre de la Barra
'Esmeralda110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     90.69
   07    002     80.10
   07    003     88.50
   07    004     98.37
   07    005    105.63
   07    006    109.99
   07    007    107.59
   07    008    105.54
   07    009    114.58
   07    010    109.92
   07    011     90.37
   07    012     79.96
   07    013     88.58
   07    014     98.26
   07    015    105.13
   07    016    109.31
   07    017    106.99
   07    018    105.02
   07    019    113.91
   07    020    109.27
   07    021     87.02
   07    022     78.36
   07    023     94.78
   07    024    106.62
   07    025    110.45
   07    026     86.96
   07    027     78.17
   07    028     93.36
   07    029    106.00
   07    030    109.89
   08    031     81.29
   08    032    103.97
   08    033    107.78
   08    034     83.61
   08    035    105.48
   08    036    108.41
   08    037     85.83
   08    038    108.93
   08    039    111.95
   08    040     85.23
   08    041    109.09
   08    042    112.97
   09    043     85.36
   09    044    106.76
   09    045    109.78
   09    046     87.91
   09    047    109.66
   09    048    113.30
   09    049     86.48
   09    050    108.26
   09    051    111.18
   09    052     85.27
   09    053    105.92
   09    054    109.62
   10    055     84.56
   10    056    106.90
   10    057    109.92
   10    058     84.98
   10    059    109.78
   10    060    111.37
   10    061     81.81
   10    062    105.37
   10    063    106.82
   10    064     84.29
   10    065    107.52
   10    066    109.54
   11    067     86.29
   11    068    110.64
   11    069    111.84
   11    070     85.48
   11    071    109.81
   11    072    110.99
   11    073     85.85
   11    074    110.02
   11    075    111.13
   11    076     84.84
   11    077    108.58
   11    078    109.58
   12    079     84.75
   12    080    108.91
   12    081    111.23
   12    082     83.30
   12    083    106.75
   12    084    109.68
   12    085     82.66
   12    086    106.36
   12    087    108.51
   12    088     82.66
   12    089    105.77
   12    090    107.73
   01    091     81.37
   01    092    101.00
   01    093    108.34
   02    094     79.69
   02    095     96.97
   02    096    109.75
   03    097     84.46
   03    098    105.43
   03    099    113.88
   04    100     82.02
   04    101     98.99
   04    102    107.18
   05    103     83.24
   05    104    102.30
   05    105    110.19
   06    106     86.14
   06    107    107.17
   06    108    113.20
   07    109     89.33
   07    110    111.13
   07    111    116.14
   08    112     89.70
   08    113    113.99
   08    114    117.47
   09    115     91.99
   09    116    114.91
   09    117    118.48
   10    118     84.17
   10    119    107.04
   10    120    109.22
   11    121     87.49
   11    122    111.83
   11    123    112.97
   12    124     86.65
   12    125    111.31
   12    126    113.76
   01    127     86.59
   01    128    108.03
   01    129    115.57
   02    130     82.95
   02    131    101.08
   02    132    114.44
   03    133     86.76
   03    134    107.90
   03    135    117.13
   04    136     85.56
   04    137    104.13
   04    138    113.30
   05    139     87.97
   05    140    108.85
   05    141    117.48
   06    142     91.26
   06    143    113.66
   06    144    120.10
   07    145     94.68
   07    146    117.91
   07    147    123.17
   08    148     95.54
   08    149    121.60
   08    150    125.24
   09    151     97.89
   09    152    122.49
   09    153    126.19
   10    154     83.90
   10    155    106.52
   10    156    108.59
   11    157     83.93
   11    158    106.88
   11    159    107.92
   12    160     89.82
   12    161    115.23
   12    162    117.50
   01    163     93.21
   01    164    115.61
   01    165    124.32
   02    166     86.42
   02    167    105.38
   02    168    119.11
   03    169     89.61
   03    170    111.46
   03    171    120.72
   04    172     89.75
   04    173    110.28
   04    174    120.71
   05    175     93.40
   05    176    116.38
   05    177    125.98
   06    178     94.13
   06    179    117.19
   06    180    123.94
   07    181     96.48
   07    182    120.21
   07    183    125.72
