"scenario","stage","block","uid","value"
1,1,1,1,200
1,1,2,1,46.451996
1,1,3,1,20
1,1,4,1,250
1,1,4,2,0.02
1,1,2,3,60.03
1,1,3,3,90
1,1,4,3,19.98
1,1,4,4,60
