"scenario","stage","block","uid:1","uid:2","uid:3","uid:4"
1,1,1,55.85,0,-0,54.15
1,1,2,51.85,0,-0,54.15
1,1,3,49.85,0,-0,54.15
1,1,4,49.85,0,-0,54.15
1,1,5,51.85,0,-0,54.15
1,1,6,59.849999999999994,0,-0,54.15
1,1,7,64.85,0,9,54.15
1,1,8,71.85,0,27,54.15
1,1,9,60.84999999999999,0,62.99999999999999,54.15
1,1,10,41.84999999999998,0,99.00000000000001,54.15
1,1,11,13.849999999999994,0,135,54.15
1,1,12,0,0,153.85,54.15
1,1,13,0,0,163.8,48.199999999999974
1,1,14,0,0,171,37.00000000000003
1,1,15,0,0,153,47.999999999999986
1,1,16,9.000000000000014,0,125.99999999999999,60
1,1,17,48,0,90,60
1,1,18,111.55000000000001,0,54,42.449999999999996
1,1,19,125.00000000000003,24.99999999999998,18,60
1,1,20,125.00000000000003,56.39999999999998,3.6,60
1,1,21,125.00000000000003,51.99999999999998,-0,60
1,1,22,125.00000000000003,34.99999999999996,-0,60
1,1,23,125.00000000000003,0,-0,60
1,1,24,87.85,0,-0,54.15
