"scenario","stage","block","uid:1","uid:2","uid:3","uid:4"
1,1,1,55.85000000000002,0,0,54.150000000000006
1,1,2,51.85000000000001,0,0,54.150000000000006
1,1,3,49.85,0,0,54.150000000000006
1,1,4,49.85,0,0,54.150000000000006
1,1,5,51.85000000000001,0,0,54.150000000000006
1,1,6,59.85,0,0,54.150000000000006
1,1,7,64.85000000000001,0,9,54.150000000000006
1,1,8,71.85000000000002,0,27,54.150000000000006
1,1,9,60.84999999999998,0,63.00000000000001,54.150000000000006
1,1,10,41.84999999999997,0,99.00000000000001,54.150000000000006
1,1,11,13.849999999999996,0,135,54.150000000000006
1,1,12,0,0,153.85000000000002,54.150000000000006
1,1,13,0,0,163.80000000000007,48.199999999999946
1,1,14,0,0,171,37.00000000000003
1,1,15,0,0,153,48.00000000000004
1,1,16,14.850000000000668,0,125.99999999999997,54.14999999999935
1,1,17,53.84999999999936,0,90.00000000000003,54.15000000000065
1,1,18,99.85,0,53.99999999999999,54.150000000000006
1,1,19,125.00000000000001,25.000000000000032,18,60
1,1,20,124.99999999999999,56.400000000000034,3.6,60
1,1,21,125.00000000000001,52,0,60
1,1,22,125.00000000000001,35.000000000000014,0,60
1,1,23,125.00000000000001,0,0,60
1,1,24,87.85000000000002,0,0,54.150000000000006
