"scenario","stage","block","uid","value"
1,1,1,1,120
1,1,2,1,60
1,1,3,1,30
1,1,4,1,200
1,1,1,2,80
1,1,2,2,40
1,1,3,2,20
1,1,4,2,130
1,1,2,3,6.4819946
1,1,3,3,60
