scene,phase,status,status_name,obj_value,kappa,gap,gap_change
1,1,0,optimal,1603316.2422909327,3.601448445181429e-13,-0.002933378271402679,1
1,2,0,optimal,1350437.882378316,4.547473508864641e-13,-0.002933378271402679,1
1,3,0,optimal,1075050.1398862689,4.547473508864641e-13,-0.002933378271402679,1
1,4,0,optimal,839663.4098152843,4.609740216809278e-13,-0.002933378271402679,1
1,5,0,optimal,580789.1481095494,1.1368683772161603e-13,-0.002933378271402679,1
1,6,2,unbounded,295774.0815479975,6.490709290156113e-13,-0.002933378271402679,1
