# scale_objective=1000
type,phase,scene,name,rhs,dual,coefficients
o,27,2,sddp_ecut_1_27_36_23,9.04573e+09,,rsv_vol_1_51_27_270=214173,rsv_vol_6_51_27_270=142648,rsv_vol_21_51_27_270=91142.5,rsv_vol_28_51_27_270=71673.9,rsv_vol_37_51_27_270=68715.8,rsv_vol_63_51_27_270=7256.62,rsv_vol_65_51_27_270=36028,rsv_vol_67_51_27_270=19836.8,sddp_alpha_1_26=1000
o,26,2,sddp_ecut_1_26_36_24,9.51564e+09,,rsv_vol_1_51_26_260=214173,rsv_vol_6_51_26_260=105838,rsv_vol_21_51_26_260=92286.3,rsv_vol_28_51_26_260=71701.6,rsv_vol_37_51_26_260=68712.5,rsv_vol_63_51_26_260=7739.42,rsv_vol_65_51_26_260=40765.3,rsv_vol_67_51_26_260=23628.3,sddp_alpha_1_25=1000
o,25,2,sddp_ecut_1_25_36_25,9.93814e+09,,rsv_vol_1_51_25_250=265082,rsv_vol_6_51_25_250=71811.1,rsv_vol_21_51_25_250=103328,rsv_vol_28_51_25_250=72320.5,rsv_vol_37_51_25_250=68710.6,rsv_vol_63_51_25_250=12478.9,rsv_vol_65_51_25_250=51778.6,rsv_vol_67_51_25_250=24259.3,sddp_alpha_1_24=1000
o,24,2,sddp_ecut_1_24_36_26,1.03634e+10,,rsv_vol_1_51_24_240=265082,rsv_vol_6_51_24_240=28665.1,rsv_vol_21_51_24_240=93610.3,rsv_vol_28_51_24_240=72320.5,rsv_vol_37_51_24_240=68706.6,rsv_vol_63_51_24_240=12099.1,rsv_vol_65_51_24_240=52058.4,rsv_vol_67_51_24_240=32304.4,sddp_alpha_1_23=1000
o,23,2,sddp_ecut_1_23_36_27,1.07326e+10,,rsv_vol_1_51_23_230=265082,rsv_vol_6_51_23_230=7088.6,rsv_vol_21_51_23_230=81560.3,rsv_vol_28_51_23_230=68830.7,rsv_vol_37_51_23_230=68701.6,rsv_vol_63_51_23_230=11271.2,rsv_vol_65_51_23_230=50194.2,rsv_vol_67_51_23_230=36358.7,sddp_alpha_1_22=1000
o,22,2,sddp_ecut_1_22_36_28,1.08212e+10,,rsv_vol_1_51_22_220=265082,rsv_vol_6_51_22_220=2580.77,rsv_vol_21_51_22_220=73877.8,rsv_vol_28_51_22_220=68830.7,rsv_vol_37_51_22_220=68700.2,rsv_vol_63_51_22_220=11271.2,rsv_vol_65_51_22_220=50194.2,rsv_vol_67_51_22_220=32893.4,sddp_alpha_1_21=1000
o,21,2,sddp_ecut_1_21_36_29,1.0897e+10,,rsv_vol_1_51_21_210=265082,rsv_vol_6_51_21_210=2588.18,rsv_vol_21_51_21_210=71740,rsv_vol_28_51_21_210=68830.7,rsv_vol_37_51_21_210=68698.9,rsv_vol_63_51_21_210=11325.2,rsv_vol_65_51_21_210=50252.2,rsv_vol_67_51_21_210=32305.2,sddp_alpha_1_20=1000
o,20,2,sddp_ecut_1_20_36_30,1.09797e+10,,rsv_vol_1_51_20_200=265082,rsv_vol_6_51_20_200=2596.62,rsv_vol_21_51_20_200=71947.9,rsv_vol_28_51_20_200=68830.7,rsv_vol_37_51_20_200=68697.4,rsv_vol_63_51_20_200=11365.7,rsv_vol_65_51_20_200=50262.7,rsv_vol_67_51_20_200=29601.6,sddp_alpha_1_19=1000
o,19,2,sddp_ecut_1_19_36_31,1.10508e+10,,rsv_vol_1_51_19_190=265082,rsv_vol_6_51_19_190=2603.88,rsv_vol_21_51_19_190=66979.2,rsv_vol_28_51_19_190=68830.7,rsv_vol_37_51_19_190=68696.1,rsv_vol_63_51_19_190=11365.7,rsv_vol_65_51_19_190=50262.7,rsv_vol_67_51_19_190=26405.5,sddp_alpha_1_18=1000
o,18,2,sddp_ecut_1_18_36_32,1.11414e+10,,rsv_vol_1_51_18_180=265082,rsv_vol_6_51_18_180=2612.05,rsv_vol_21_51_18_180=66322.3,rsv_vol_28_51_18_180=68830.7,rsv_vol_37_51_18_180=68694.7,rsv_vol_63_51_18_180=11365.7,rsv_vol_65_51_18_180=50262.7,rsv_vol_67_51_18_180=30744.5,sddp_alpha_1_17=1000
o,17,2,sddp_ecut_1_17_36_33,1.12365e+10,,rsv_vol_1_51_17_170=265082,rsv_vol_6_51_17_170=2620.53,rsv_vol_21_51_17_170=70465,rsv_vol_28_51_17_170=68830.7,rsv_vol_37_51_17_170=68693.3,rsv_vol_63_51_17_170=11365.7,rsv_vol_65_51_17_170=50262.7,rsv_vol_67_51_17_170=32821.7,sddp_alpha_1_16=1000
o,16,2,sddp_ecut_1_16_36_34,1.13369e+10,,rsv_vol_1_51_16_160=265082,rsv_vol_6_51_16_160=2629.76,rsv_vol_21_51_16_160=81900.7,rsv_vol_28_51_16_160=68830.7,rsv_vol_37_51_16_160=68691.9,rsv_vol_63_51_16_160=11365.7,rsv_vol_65_51_16_160=50262.7,rsv_vol_67_51_16_160=30837.2,sddp_alpha_1_15=1000
o,15,2,sddp_ecut_1_15_36_35,1.14249e+10,,rsv_vol_1_51_15_150=265082,rsv_vol_6_51_15_150=2638.31,rsv_vol_21_51_15_150=85488.5,rsv_vol_28_51_15_150=68830.7,rsv_vol_37_51_15_150=68690.7,rsv_vol_63_51_15_150=11098.6,rsv_vol_65_51_15_150=50262.7,rsv_vol_67_51_15_150=31561.1,sddp_alpha_1_14=1000
o,14,2,sddp_ecut_1_14_36_36,1.15323e+10,,rsv_vol_1_51_14_140=265082,rsv_vol_6_51_14_140=2649.83,rsv_vol_21_51_14_140=85292.4,rsv_vol_28_51_14_140=68830.7,rsv_vol_37_51_14_140=68689.6,rsv_vol_63_51_14_140=10822.7,rsv_vol_65_51_14_140=50262.7,rsv_vol_67_51_14_140=30833.6,sddp_alpha_1_13=1000
o,13,2,sddp_ecut_1_13_36_37,1.16271e+10,,rsv_vol_1_51_13_130=265082,rsv_vol_6_51_13_130=2658.88,rsv_vol_21_51_13_130=84112.5,rsv_vol_28_51_13_130=68830.7,rsv_vol_37_51_13_130=68688.4,rsv_vol_63_51_13_130=10488,rsv_vol_65_51_13_130=50262.7,rsv_vol_67_51_13_130=33579.1,sddp_alpha_1_12=1000
o,12,2,sddp_ecut_1_12_36_38,1.17356e+10,,rsv_vol_1_51_12_120=265082,rsv_vol_6_51_12_120=2669.52,rsv_vol_21_51_12_120=83551.2,rsv_vol_28_51_12_120=68830.7,rsv_vol_37_51_12_120=68687.2,rsv_vol_63_51_12_120=9611.1,rsv_vol_65_51_12_120=50262.7,rsv_vol_67_51_12_120=32598,sddp_alpha_1_11=1000
o,11,2,sddp_ecut_1_11_36_39,1.18333e+10,,rsv_vol_1_51_11_110=265082,rsv_vol_6_51_11_110=2679.58,rsv_vol_21_51_11_110=86227.2,rsv_vol_28_51_11_110=68830.7,rsv_vol_37_51_11_110=68686.3,rsv_vol_63_51_11_110=8852.55,rsv_vol_65_51_11_110=50262.7,rsv_vol_67_51_11_110=34086.5,sddp_alpha_1_10=1000
o,10,2,sddp_ecut_1_10_36_40,1.19489e+10,,rsv_vol_1_51_10_100=265082,rsv_vol_6_51_10_100=2689.83,rsv_vol_21_51_10_100=85142,rsv_vol_28_51_10_100=68830.7,rsv_vol_37_51_10_100=68685.3,rsv_vol_63_51_10_100=8030.01,rsv_vol_65_51_10_100=50277,rsv_vol_67_51_10_100=35515.8,sddp_alpha_1_9=1000
o,9,2,sddp_ecut_1_9_36_41,1.20642e+10,,rsv_vol_1_51_9_90=265082,rsv_vol_6_51_9_90=2700.09,rsv_vol_21_51_9_90=80896.3,rsv_vol_28_51_9_90=68830.7,rsv_vol_37_51_9_90=68684.3,rsv_vol_63_51_9_90=6971.62,rsv_vol_65_51_9_90=50277,rsv_vol_67_51_9_90=32469.5,sddp_alpha_1_8=1000
o,8,2,sddp_ecut_1_8_36_42,1.21872e+10,,rsv_vol_1_51_8_80=265082,rsv_vol_6_51_8_80=2711.98,rsv_vol_21_51_8_80=87360.2,rsv_vol_28_51_8_80=68830.7,rsv_vol_37_51_8_80=68683.3,rsv_vol_63_51_8_80=6953.07,rsv_vol_65_51_8_80=50712.1,rsv_vol_67_51_8_80=34464.5,sddp_alpha_1_7=1000
o,7,2,sddp_ecut_1_7_36_43,1.22927e+10,,rsv_vol_1_51_7_70=265082,rsv_vol_6_51_7_70=2722.62,rsv_vol_21_51_7_70=87980.7,rsv_vol_28_51_7_70=68830.7,rsv_vol_37_51_7_70=68682.5,rsv_vol_63_51_7_70=7431.48,rsv_vol_65_51_7_70=50712.1,rsv_vol_67_51_7_70=20179.8,sddp_alpha_1_6=1000
o,6,2,sddp_ecut_1_6_36_44,1.24244e+10,,rsv_vol_1_51_6_60=265082,rsv_vol_6_51_6_60=2734.99,rsv_vol_21_51_6_60=88959,rsv_vol_28_51_6_60=68830.7,rsv_vol_37_51_6_60=68681.8,rsv_vol_63_51_6_60=8026.12,rsv_vol_65_51_6_60=50719.2,rsv_vol_67_51_6_60=16087.3,sddp_alpha_1_5=1000
o,5,2,sddp_ecut_1_5_36_45,1.25545e+10,,rsv_vol_1_51_5_50=265082,rsv_vol_6_51_5_50=2747.09,rsv_vol_21_51_5_50=86578.2,rsv_vol_28_51_5_50=68830.7,rsv_vol_37_51_5_50=68680.9,rsv_vol_63_51_5_50=7591.17,rsv_vol_65_51_5_50=50719.2,rsv_vol_67_51_5_50=13114.9,sddp_alpha_1_4=1000
o,4,2,sddp_ecut_1_4_36_46,1.26846e+10,,rsv_vol_1_51_4_40=265082,rsv_vol_6_51_4_40=2759.13,rsv_vol_21_51_4_40=85804.3,rsv_vol_28_51_4_40=68830.7,rsv_vol_37_51_4_40=68679.9,rsv_vol_63_51_4_40=6911.05,rsv_vol_65_51_4_40=50719.2,rsv_vol_67_51_4_40=12151.2,sddp_alpha_1_3=1000
o,3,2,sddp_ecut_1_3_36_47,1.27998e+10,,rsv_vol_1_51_3_30=265082,rsv_vol_6_51_3_30=2770.12,rsv_vol_21_51_3_30=87326.5,rsv_vol_28_51_3_30=68830.7,rsv_vol_37_51_3_30=68679.1,rsv_vol_63_51_3_30=7103.53,rsv_vol_65_51_3_30=50719.2,rsv_vol_67_51_3_30=13256.7,sddp_alpha_1_2=1000
o,2,2,sddp_ecut_1_2_36_48,1.28987e+10,,rsv_vol_1_51_2_20=265082,rsv_vol_6_51_2_20=2779.18,rsv_vol_21_51_2_20=83898.2,rsv_vol_28_51_2_20=68830.7,rsv_vol_37_51_2_20=68678.1,rsv_vol_63_51_2_20=7069.72,rsv_vol_65_51_2_20=50719.2,rsv_vol_67_51_2_20=13053.9,sddp_alpha_1_1=1000
o,1,2,sddp_ecut_1_1_36_49,1.30049e+10,,rsv_vol_1_51_1_10=265082,rsv_vol_6_51_1_10=2789.61,rsv_vol_21_51_1_10=77775,rsv_vol_28_51_1_10=68830.7,rsv_vol_37_51_1_10=68676.9,rsv_vol_63_51_1_10=5571.97,rsv_vol_65_51_1_10=49014.5,rsv_vol_67_51_1_10=11991,sddp_alpha_1_0=1000
o,50,2,sddp_ecut_1_50_37_0,3.74255e+08,,rsv_vol_1_51_50_500=0,rsv_vol_6_51_50_500=2736.14,rsv_vol_21_51_50_500=0,rsv_vol_28_51_50_500=0,rsv_vol_37_51_50_500=1.58063,rsv_vol_63_51_50_500=5254.27,rsv_vol_65_51_50_500=19953.5,rsv_vol_67_51_50_500=8957.48,sddp_alpha_1_49=1000
o,49,2,sddp_ecut_1_49_37_1,2.97122e+08,,rsv_vol_1_51_49_490=0,rsv_vol_6_51_49_490=-6.06395,rsv_vol_21_51_49_490=0,rsv_vol_28_51_49_490=0,rsv_vol_37_51_49_490=0.939791,rsv_vol_63_51_49_490=4209.32,rsv_vol_65_51_49_490=0,rsv_vol_67_51_49_490=7208.47,sddp_alpha_1_48=1000
o,48,2,sddp_ecut_1_48_37_2,3.25559e+08,,rsv_vol_1_51_48_480=0,rsv_vol_6_51_48_480=-13.2073,rsv_vol_21_51_48_480=0,rsv_vol_28_51_48_480=0,rsv_vol_37_51_48_480=1.21503,rsv_vol_63_51_48_480=3811.04,rsv_vol_65_51_48_480=0,rsv_vol_67_51_48_480=6819.67,sddp_alpha_1_47=1000
o,47,2,sddp_ecut_1_47_37_3,3.2079e+08,,rsv_vol_1_51_47_470=0,rsv_vol_6_51_47_470=-47.6341,rsv_vol_21_51_47_470=0,rsv_vol_28_51_47_470=0,rsv_vol_37_51_47_470=0.725279,rsv_vol_63_51_47_470=3567.04,rsv_vol_65_51_47_470=0,rsv_vol_67_51_47_470=4503.11,sddp_alpha_1_46=1000
