# scale_objective=1000
type,phase,scene,name,rhs,dual,coefficients
o,50,2,sddp_fcut_1_50_36_0,3.46176e+08,,rsv_vol_1_50_50_500=-0,rsv_vol_6_50_50_500=-0,rsv_vol_21_50_50_500=-0,rsv_vol_28_50_50_500=-0,rsv_vol_37_50_50_500=-0,rsv_vol_63_50_50_500=3288.04,rsv_vol_65_50_50_500=7998.16,rsv_vol_67_50_50_500=-12.5781,sddp_alpha_0_49=1000
o,50,1,sddp_fcut_0_50_36_0,3.45243e+08,,rsv_vol_1_50_50_500=-0,rsv_vol_6_50_50_500=1.37684,rsv_vol_21_50_50_500=-0,rsv_vol_28_50_50_500=-0,rsv_vol_37_50_50_500=-0,rsv_vol_63_50_50_500=3213.65,rsv_vol_65_50_50_500=7995.96,rsv_vol_67_50_50_500=-0,sddp_alpha_0_49=1000
o,49,2,sddp_ecut_1_49_36_1,6.74362e+08,,rsv_vol_1_50_49_490=112713,rsv_vol_6_50_49_490=5.45427,rsv_vol_21_50_49_490=34839.9,rsv_vol_28_50_49_490=18926.7,rsv_vol_37_50_49_490=1.46382,rsv_vol_63_50_49_490=5957.19,rsv_vol_65_50_49_490=26797.9,rsv_vol_67_50_49_490=13550.6,sddp_alpha_0_48=1000
o,49,1,sddp_ecut_0_49_36_1,6.72299e+08,,rsv_vol_1_50_49_490=108559,rsv_vol_6_50_49_490=10.4147,rsv_vol_21_50_49_490=38366.5,rsv_vol_28_50_49_490=24018.4,rsv_vol_37_50_49_490=1.35566,rsv_vol_63_50_49_490=5446.93,rsv_vol_65_50_49_490=16585.1,rsv_vol_67_50_49_490=9397.11,sddp_alpha_0_48=1000
o,48,2,sddp_ecut_1_48_36_2,1.0042e+09,,rsv_vol_1_50_48_480=115816,rsv_vol_6_50_48_480=7.06712,rsv_vol_21_50_48_480=36192.6,rsv_vol_28_50_48_480=21099,rsv_vol_37_50_48_480=3.86546,rsv_vol_63_50_48_480=5908.41,rsv_vol_65_50_48_480=26797.9,rsv_vol_67_50_48_480=14298.9,sddp_alpha_0_47=1000
o,48,1,sddp_ecut_0_48_36_2,1.00187e+09,,rsv_vol_1_50_48_480=108681,rsv_vol_6_50_48_480=12.9541,rsv_vol_21_50_48_480=37110.5,rsv_vol_28_50_48_480=24018.4,rsv_vol_37_50_48_480=3.52412,rsv_vol_63_50_48_480=5342.57,rsv_vol_65_50_48_480=16585.1,rsv_vol_67_50_48_480=8594.4,sddp_alpha_0_47=1000
o,47,2,sddp_ecut_1_47_36_3,1.31184e+09,,rsv_vol_1_50_47_470=116624,rsv_vol_6_50_47_470=15.7592,rsv_vol_21_50_47_470=33646.9,rsv_vol_28_50_47_470=21099,rsv_vol_37_50_47_470=5.60302,rsv_vol_63_50_47_470=5598.38,rsv_vol_65_50_47_470=16700.5,rsv_vol_67_50_47_470=8501.78,sddp_alpha_0_46=1000
o,47,1,sddp_ecut_0_47_36_3,1.31754e+09,,rsv_vol_1_50_47_470=108681,rsv_vol_6_50_47_470=21.9667,rsv_vol_21_50_47_470=35532,rsv_vol_28_50_47_470=24018.4,rsv_vol_37_50_47_470=5.08181,rsv_vol_63_50_47_470=5086.66,rsv_vol_65_50_47_470=13940,rsv_vol_67_50_47_470=7457.81,sddp_alpha_0_46=1000
o,46,1,sddp_ecut_0_46_36_4,1.6164e+09,,rsv_vol_1_50_46_460=112755,rsv_vol_6_50_46_460=35860.3,rsv_vol_21_50_46_460=32505.7,rsv_vol_28_50_46_460=24018.4,rsv_vol_37_50_46_460=6.58838,rsv_vol_63_50_46_460=5601.08,rsv_vol_65_50_46_460=11326.2,rsv_vol_67_50_46_460=8777.19,sddp_alpha_0_45=1000
o,46,2,sddp_ecut_1_46_36_4,1.60698e+09,,rsv_vol_1_50_46_460=117479,rsv_vol_6_50_46_460=34254,rsv_vol_21_50_46_460=29541.8,rsv_vol_28_50_46_460=21099,rsv_vol_37_50_46_460=7.10061,rsv_vol_63_50_46_460=5621.98,rsv_vol_65_50_46_460=8942.99,rsv_vol_67_50_46_460=7676.58,sddp_alpha_0_45=1000
