#IPDNumIte, IEtapa, ISimul, LDPhiPrv, Emb  1, Emb  2, Emb  3, Emb  4, Emb  5, Emb  6, Emb  7, Emb  8, Emb  9
2,1,13,795023010,-75.589898,-47.619717,-15.274334,-4.3840157,0,-4.2681394,0,-18.750601,-8.372147
2,1,14,717448600,-10.171002,-33.061632,-11.401507,-5.6189983,0,-4.0365872,0,-16.749707,-7.2856061
2,1,15,798063640,-16.333653,-7.6573513,-10.405136,-5.1439519,0,-4.1559152,0,-18.17104,-7.985941
2,1,16,759857350,-13.985245,-29.378738,-12.75014,-5.8683509,0,-4.2213518,0,-17.55298,-7.5543158
2,1,17,766761170,-10.284729,-5.5290533,-6.1303701,-1.7075317,0,-3.9451828,0,-15.391122,-6.7038301
2,1,18,686315260,-1.9023586,-0.55169837,-3.7809316,0,0,-3.6959592,0,-11.26928,-5.4963986
2,1,19,676024890,-4.3591894,-0.60130405,-3.9447519,0,0,-4.0820876,0,-13.290319,-6.0923465
2,1,20,690252880,-5.1968501,-1.5134407,-2.7988506,0,0,-3.5856162,0,-7.7677478,-4.1451242
2,1,21,712121500,-9.1278187,-14.889388,-4.1989597,0,0,-3.3855133,0,-10.626795,-4.7963744
2,1,22,588159510,-10.043223,-33.266237,-9.0140363,-0.35771204,0,-4.1921754,0,-18.857649,-8.5538577
2,1,23,588159510,-10.043223,-33.266237,-9.0140363,-0.35771204,0,-4.1921754,0,-18.857649,-8.5538577
2,1,24,588159510,-10.043223,-33.266237,-9.0140363,-0.35771204,0,-4.1921754,0,-18.857649,-8.5538577
2,1,25,588159510,-10.043223,-33.266237,-9.0140363,-0.35771204,0,-4.1921754,0,-18.857649,-8.5538577
2,1,26,588159510,-10.043223,-33.266237,-9.0140363,-0.35771204,0,-4.1921754,0,-18.857649,-8.5538577
2,1,27,588159510,-10.043223,-33.266237,-9.0140363,-0.35771204,0,-4.1921754,0,-18.857649,-8.5538577
3,1,1,983118330,-129.29044,-77.636808,-28.190267,-14.509344,-76.93378,-4.7495002,-13.704105,-21.975448,-10.478999
3,1,2,1145652900,-155.88652,-58.914872,-24.806489,-11.876172,-63.434564,-4.4995378,-13.853313,-20.913576,-9.7532525
3,1,3,1327181800,-184.63565,-147.56884,-27.188809,-14.232801,-66.288848,-4.518924,-14.047699,-21.354027,-9.8700656
3,1,4,1609502600,-179.69416,-81.303743,-27.844867,-14.350989,-64.166662,-4.6846356,-14.038632,-21.659246,-10.321306
3,1,5,1390718700,-178.73902,-83.471483,-28.036718,-14.46071,-63.871729,-4.7125062,-14.084784,-21.80966,-10.404739
3,1,6,1190457400,-296.88791,-159.88027,-32.974384,-18.694444,-108.92196,-5.0942842,-14.64166,-23.691678,-11.207902
3,1,7,1299785700,-192.58116,-86.257776,-28.478202,-14.713451,-90.918811,-4.7860391,-14.988267,-22.181973,-10.603147
3,1,8,1290060000,-168.99,-165.01301,-32.838054,-18.674105,-107.43616,-5.0447821,-14.753768,-23.470266,-11.103444
3,1,9,1225152900,-205.42499,-156.88204,-33.244127,-18.702917,-108.32249,-5.1810569,-15.886791,-24.058687,-11.371833
3,1,10,1007542200,-158.15761,-143.63532,-31.718514,-17.650415,-83.341394,-4.9948912,-14.642361,-23.237816,-10.998457
3,1,11,1002397300,-169.8823,-138.83473,-31.053497,-16.880231,-93.521976,-5.0229982,-14.428308,-23.311198,-11.039226
3,1,12,1124399000,-180.41016,-161.61955,-30.802638,-16.644773,-110.62486,-5.0242,-14.517475,-23.354153,-11.063969
3,1,13,858969120,-108.89013,-95.104364,-27.845049,-14.330775,-61.769553,-4.6867276,-13.534107,-21.68224,-10.32385
3,1,14,800462640,-97.792741,-69.764682,-27.752686,-14.295756,-61.150748,-4.678037,-13.187531,-21.636695,-10.300656
3,1,15,986779160,-182.35716,-152.15804,-25.898419,-12.95153,-87.281462,-4.5098864,-13.967602,-21.164132,-9.9521594
3,1,16,836436060,-87.076123,-71.742635,-27.794325,-14.311015,-61.905857,-4.679983,-13.217844,-21.64771,-10.308388
3,1,17,890786210,-90.054652,-143.81919,-25.00938,-12.174052,-87.497638,-4.6090199,-13.672639,-20.828169,-9.285598
3,1,18,802938350,-86.791514,-71.347063,-27.685952,-14.270633,-62.727886,-4.6757971,-13.319244,-21.624784,-10.289018
3,1,19,794826840,-91.665972,-56.398071,-23.687294,-10.798695,-59.483823,-4.4788382,-12.829796,-20.777024,-9.6376425
3,1,20,941408740,-291.43691,-140.4178,-29.530811,-16.111079,-89.164857,-4.7733413,-15.622778,-22.165146,-10.515179
3,1,21,1102677700,-207.56524,-181.32562,-32.737249,-18.372655,-108.13176,-5.1271505,-14.968778,-23.810541,-11.250916
3,1,22,873869860,-184.58494,-86.302175,-28.82855,-15.195714,-68.287581,-4.7400983,-14.285215,-21.935541,-10.466482
3,1,23,873869860,-184.58494,-86.302175,-28.82855,-15.195714,-68.287581,-4.7400983,-14.285215,-21.935541,-10.466482
3,1,24,873869860,-184.58494,-86.302175,-28.82855,-15.195714,-68.287581,-4.7400983,-14.285215,-21.935541,-10.466482
3,1,25,873869860,-184.58494,-86.302175,-28.82855,-15.195714,-68.287581,-4.7400983,-14.285215,-21.935541,-10.466482
3,1,26,873869860,-184.58494,-86.302175,-28.82855,-15.195714,-68.287581,-4.7400983,-14.285215,-21.935541,-10.466482
3,1,27,873869860,-184.58494,-86.302175,-28.82855,-15.195714,-68.287581,-4.7400983,-14.285215,-21.935541,-10.466482
4,1,1,1342723300,-119.29436,-72.01995,-26.635347,-13.717063,-31.010324,-4.4808684,-13.013062,-20.762099,-9.6616286
4,1,2,1397677900,-123.98781,-15.310727,-14.554153,-5.6637303,-5.8265861,-4.1376915,-5.8828359,-17.549819,-7.6469906
4,1,3,1660033700,-114.00276,-22.719385,-22.297227,-11.192028,-37.19004,-4.4568112,-12.777706,-18.820855,-8.0732745
4,1,4,1407499300,-29.191184,-36.124066,-15.717504,-6.673901,-7.3353828,-4.0806409,0,-17.075324,-7.4817394
4,1,5,1489664300,-90.575369,-54.010581,-26.468713,-13.676299,-3.9907394,-4.4534952,-12.429596,-20.649017,-9.8254201
4,1,6,1666629200,-175.55511,-49.584985,-26.553838,-13.686314,-0.62726861,-4.4842181,-13.66167,-20.686258,-9.8299661
4,1,7,1525546400,-105.02722,-75.074635,-26.694131,-13.791557,-8.6794748,-4.4806429,-13.597565,-20.763736,-9.8821308
4,1,8,1500113100,-123.53031,-144.77195,-26.465337,-13.753581,0,-4.5423802,-13.589034,-20.656642,-9.5319257
4,1,9,1446582000,-114.51472,-120.10794,-26.673027,-13.770453,-7.3439237,-4.4806429,-13.406855,-20.785489,-9.9038836
4,1,10,1372128000,-175.29116,-76.528327,-25.962807,-13.43613,-4.623175,-4.4703481,-12.830544,-16.874934,-6.871394
4,1,11,1385795200,-147.26693,-70.01248,-26.040137,-13.320202,-3.8278261,-4.4526408,-13.540927,-20.595846,-9.5753475
4,1,12,1410532300,-168.00242,-121.07844,-26.480679,-13.718008,-4.9152638,-4.5531037,-13.5966,-20.723801,-9.5012821
4,1,13,1279350500,-97.266716,-67.159745,-26.438422,-13.65785,-7.9578226,-4.4751917,-13.547182,-20.637734,-9.7926768
4,1,14,1169517800,-126.50725,-56.812972,-23.937372,-11.396508,-0.89163105,-4.4724228,-12.534347,-19.932481,-8.7225536
4,1,15,1298620700,-106.43994,-23.328529,-22.65781,-11.39814,-12.323539,-4.4285948,-13.355069,-20.155459,-9.2094529
4,1,16,1146009500,-136.57108,-75.123451,-26.180123,-13.350346,-0.21647226,-4.5411557,-13.395681,-20.602947,-9.7839514
4,1,17,1235019800,-129.07297,-21.838726,-21.014281,-10.112212,-1.7655545,-4.3482905,-12.538484,-17.518012,-7.0764335
4,1,18,1199532200,-141.86579,-72.967585,-26.195674,-13.513341,-6.1845415,-4.5321556,-11.91348,-20.13991,-8.9787733
4,1,19,1163862400,-26.410069,-29.020943,-16.236605,-7.3064567,-3.742281,-4.2671075,-6.9897239,-16.932034,-7.4735224
4,1,20,1408641600,-164.82139,-27.58798,-22.422715,-10.614673,-6.2992359,-4.4315192,-0.15978722,-20.015553,-9.0987594
4,1,21,1366159500,-181.74675,-89.488674,-26.6419,-13.759716,-6.9996838,-4.4719347,-12.0762,-20.686948,-9.8162468
4,1,22,965369150,-64.864432,-54.122003,-25.876735,-13.441777,0,-4.4573326,-9.3249663,-20.383367,-9.613258
4,1,23,965369150,-64.864432,-54.122003,-25.876735,-13.441777,0,-4.4573326,-9.3249663,-20.383367,-9.613258
4,1,24,965369150,-64.864432,-54.122003,-25.876735,-13.441777,0,-4.4573326,-9.3249663,-20.383367,-9.613258
4,1,25,965369150,-64.864432,-54.122003,-25.876735,-13.441777,0,-4.4573326,-9.3249663,-20.383367,-9.613258
4,1,26,965369150,-64.864432,-54.122003,-25.876735,-13.441777,0,-4.4573326,-9.3249663,-20.383367,-9.613258
4,1,27,965369150,-64.864432,-54.122003,-25.876735,-13.441777,0,-4.4573326,-9.3249663,-20.383367,-9.613258
5,1,1,1220708600,-14.389593,-11.627112,-10.145583,-3.6433311,-8.7388196,-4.24965,-0.37881764,-18.068177,-7.9040425
5,1,2,1326276800,-7.7350813,-24.58063,-10.703077,-3.4372673,-57.337709,-4.4261792,0,-14.40022,-6.6149625
5,1,3,1588989300,-36.449357,-65.652189,-18.704937,-7.9031516,-35.434097,-4.3103223,-1.910675,-18.155359,-7.9530799
5,1,4,1550954000,-49.497054,-50.796489,-24.712121,-12.057562,-21.493527,-4.5319473,-13.487042,-20.574486,-9.6456747
5,1,5,1521920100,-91.558252,-53.639086,-26.315055,-13.350929,-59.303169,-4.5100279,-13.58487,-20.86631,-9.928618
5,1,6,1499670400,-45.982109,-70.404508,-23.501083,-11.012221,-64.692805,-4.5784482,-4.5977815,-20.760861,-9.6662395
5,1,7,1553360900,-136.45869,-77.078475,-25.964746,-12.928719,-60.696731,-4.5231381,-9.4663309,-20.93239,-9.9626659
5,1,8,1608767000,-153.48629,-131.2693,-27.517571,-14.439509,-91.280141,-4.5466259,-2.9879261,-21.078218,-10.063581
5,1,9,1472394900,-155.88152,-132.23394,-26.65613,-13.608408,-64.474416,-4.5321967,-10.439504,-20.991715,-10.016342
5,1,10,1396636400,-155.23467,-80.78195,-27.291023,-14.263435,-60.734879,-4.5256719,-3.1033619,-20.939447,-9.967882
5,1,11,1406640100,-148.2659,-73.791802,-26.682063,-13.688235,-58.654462,-4.5103475,-9.0015058,-20.872891,-9.9337664
5,1,12,1439266800,-169.59519,-100.9522,-26.39711,-13.43604,-77.531846,-4.547349,-11.999207,-20.897397,-9.9828063
5,1,13,1293586400,-101.61011,-69.921625,-27.790245,-14.315128,-61.165149,-4.6779273,-11.80164,-21.636865,-10.309274
5,1,14,1189631900,-125.37098,-65.038952,-26.868089,-13.96576,-58.002027,-4.4861019,-10.694581,-20.887794,-9.624322
5,1,15,1316115900,-106.40644,-58.141297,-23.96886,-11.218911,-58.670665,-4.5663101,-10.113961,-19.680134,-8.3537153
5,1,16,1160214600,-127.98067,-61.686744,-27.763546,-14.306664,-61.07133,-4.6729359,-5.6786511,-21.612142,-10.29782
5,1,17,1214757800,-97.53528,-44.056833,-20.817683,-8.7333954,-56.661242,-4.501794,-0.9818528,-17.905148,-7.6714252
5,1,18,1069567100,-18.922344,-31.101214,-9.4031086,-0.66145523,-58.130786,-4.471136,-6.0703361,-20.147672,-9.220285
5,1,19,1164832300,-22.227863,-25.550704,-12.894901,-5.8508759,-54.061962,-4.3377669,-5.2888861,-13.576458,-6.3903519
5,1,20,1243063700,-36.55045,-53.237724,-19.701219,-8.4917675,-47.363273,-4.4355373,-11.829864,-16.504313,-6.9748371
5,1,21,1226299800,-38.658731,-107.08818,-25.123045,-12.77595,-103.18073,-4.4878745,-7.766804,-20.7798,-9.8709347
5,1,22,1068937400,-126.86334,-79.597049,-27.968205,-14.416022,-63.353156,-4.7031134,-11.382408,-21.759205,-10.372896
5,1,23,1068937400,-126.86334,-79.597049,-27.968205,-14.416022,-63.353156,-4.7031134,-11.382408,-21.759205,-10.372896
5,1,24,1068937400,-126.86334,-79.597049,-27.968205,-14.416022,-63.353156,-4.7031134,-11.382408,-21.759205,-10.372896
5,1,25,1068937400,-126.86334,-79.597049,-27.968205,-14.416022,-63.353156,-4.7031134,-11.382408,-21.759205,-10.372896
5,1,26,1068937400,-126.86334,-79.597049,-27.968205,-14.416022,-63.353156,-4.7031134,-11.382408,-21.759205,-10.372896
5,1,27,1068937400,-126.86334,-79.597049,-27.968205,-14.416022,-63.353156,-4.7031134,-11.382408,-21.759205,-10.372896
6,1,1,1400404300,-93.64235,-54.525023,-27.055635,-13.91973,-60.815192,-4.5594108,-12.993225,-21.09095,-10.033775
6,1,2,1453710900,-27.960334,-15.545208,-14.464246,-6.972122,-30.914108,-4.1964504,-11.020035,-15.382229,-6.7826216
6,1,3,1706519500,-109.57573,-47.40859,-22.776902,-10.980401,-35.497629,-4.4401023,-10.817172,-18.680451,-7.7758045
6,1,4,1578278100,-131.16887,-60.665138,-23.356767,-10.866734,-12.006142,-4.4999505,-1.9217378,-20.171903,-9.3277482
6,1,5,1667831800,-132.13671,-71.869261,-23.893976,-11.187444,-24.882657,-4.5583187,-0.54706584,-20.566744,-9.3500598
6,1,6,1738267500,-100.73921,-53.936308,-24.450462,-11.767309,-57.29356,-4.5926463,-3.5928781,-20.570572,-9.2043922
6,1,7,1730707800,-159.05441,-62.856026,-25.822767,-12.913508,-21.919201,-4.4788564,-10.943254,-20.708379,-9.8366042
6,1,8,1707395200,-124.79792,-36.890039,-23.235266,-11.037561,-33.162081,-4.4591574,-13.653205,-20.510496,-9.5490479
6,1,9,1611453400,-178.34346,-127.59572,-26.51924,-13.593262,-21.75705,-4.4832389,-13.596612,-20.758089,-9.8792057
6,1,10,1514345100,-140.05382,-70.927602,-24.67571,-11.735365,-26.401487,-4.488212,-12.793059,-20.792419,-9.9046722
6,1,11,1478096000,-154.71386,-74.422602,-25.025957,-12.130737,-39.479414,-4.5182849,-11.458023,-20.723924,-9.7499472
6,1,12,1498772600,-171.05455,-121.46166,-23.850986,-11.051622,-34.873828,-4.5568868,-8.035412,-20.589753,-9.6326253
6,1,13,1302343800,-99.265383,-70.294313,-26.857688,-13.87575,-32.141928,-4.5096397,-13.65262,-20.810538,-9.8901051
6,1,14,1185861200,-16.987847,-39.890204,-15.477453,-7.5707927,-23.955488,-4.4532642,-0.38450145,-19.003321,-8.1145696
6,1,15,1263646400,-19.746555,-39.572584,-16.343188,-8.3896664,-28.007385,-4.4690063,-0.69320716,-18.693987,-7.799739
6,1,16,1136940200,-16.141969,-39.881433,-19.24755,-10.193817,-38.360052,-4.4720566,-12.486085,-20.672427,-9.8154571
6,1,17,1197887700,-17.286608,-33.78405,-13.146357,-5.8722775,-34.123944,-4.4159176,-0.36641377,-16.927713,-7.3204592
6,1,18,1162170700,-9.603545,-31.341426,-16.018058,-8.154355,-19.633364,-4.3952345,0,-19.81958,-9.0688384
6,1,19,1310409200,-149.88018,-21.63714,-13.881888,-3.3866131,-26.810053,-4.3217696,-2.0073299,-13.221229,-6.1343548
6,1,20,1382588100,-34.214184,-39.338766,-16.371863,-6.1608843,-16.922061,-4.2079916,-11.885242,-14.65055,-6.465986
6,1,21,1376799200,-57.943852,-156.02638,-22.818387,-10.870861,-14.661935,-4.4246405,-10.128773,-19.574871,-8.5736008
6,1,22,1100119900,-28.042347,-52.680328,-24.473761,-13.088469,-5.9232759,-4.4640018,-3.0023416,-20.284957,-9.5114076
6,1,23,1100119900,-28.042347,-52.680328,-24.473761,-13.088469,-5.9232759,-4.4640018,-3.0023416,-20.284957,-9.5114076
6,1,24,1100119900,-28.042347,-52.680328,-24.473761,-13.088469,-5.9232759,-4.4640018,-3.0023416,-20.284957,-9.5114076
6,1,25,1100119900,-28.042347,-52.680328,-24.473761,-13.088469,-5.9232759,-4.4640018,-3.0023416,-20.284957,-9.5114076
6,1,26,1100119900,-28.042347,-52.680328,-24.473761,-13.088469,-5.9232759,-4.4640018,-3.0023416,-20.284957,-9.5114076
6,1,27,1100119900,-28.042347,-52.680328,-24.473761,-13.088469,-5.9232759,-4.4640018,-3.0023416,-20.284957,-9.5114076
7,1,1,1381467000,-93.64235,-51.239936,-26.141596,-13.465685,-11.682067,-4.5350115,-10.640889,-20.419746,-9.3602561
7,1,2,1509182900,-163.42404,-31.949482,-18.268695,-7.7805756,-21.687724,-4.2610985,0,-16.228238,-6.9380603
7,1,3,1636117300,-58.344428,-20.091009,-18.004659,-9.0260148,-36.342253,-4.279672,-5.9048272,-18.42297,-8.1862051
7,1,4,1628155900,-122.88622,-74.719421,-26.849186,-13.900484,-51.894187,-4.5896736,-12.291448,-20.836929,-9.8695961
7,1,5,1606332100,-53.914868,-46.480149,-23.862966,-11.64896,-58.233035,-4.5391201,-13.361541,-20.573834,-9.4025828
7,1,6,1735268800,-104.11202,-54.081101,-24.567125,-12.105771,-32.664162,-4.5007336,-12.7129,-19.577968,-8.4954861
7,1,7,1735954600,-159.03922,-73.129402,-26.245055,-13.248059,-59.314772,-4.5039022,-11.013051,-20.876397,-9.9416335
7,1,8,1714220200,-124.79792,-97.6681,-26.897072,-13.945027,-32.229483,-4.5042163,-3.1112623,-20.794626,-9.8939384
7,1,9,1617540800,-178.34346,-128.28598,-27.745643,-14.314671,-61.348247,-4.6563475,-12.757169,-21.568561,-10.286012
7,1,10,1518785600,-147.08197,-78.3535,-27.359378,-14.16332,-60.519028,-4.5766284,-9.6674268,-21.200486,-10.100251
7,1,11,1481126100,-128.81291,-67.657877,-27.003717,-14.127605,-18.839596,-4.497561,-10.476497,-20.680358,-9.8264287
7,1,12,1508357300,-168.1485,-97.103375,-26.864622,-13.914917,-40.874927,-4.6106599,-13.414106,-20.774285,-9.881685
7,1,13,1305331300,-101.30354,-71.197231,-27.825318,-14.332768,-60.890576,-4.6730652,-11.958694,-21.654455,-10.321143
7,1,14,1241154400,-152.16995,-78.345156,-26.567724,-13.693877,-59.624368,-4.5713398,-13.475494,-20.934004,-9.4871106
7,1,15,1332362500,-60.722352,-48.960612,-22.071001,-10.22146,-37.663394,-4.4691069,-13.33644,-19.102051,-8.0607796
7,1,16,1169051300,-98.499342,-68.798883,-26.999854,-14.14177,-47.179678,-4.4803683,-6.4468814,-20.801092,-9.501048
7,1,17,1255047300,-69.862503,-41.137017,-21.44994,-10.467092,-48.705492,-4.443138,-11.545849,-17.651137,-7.5979515
7,1,18,1249249500,-78.883682,-54.163771,-19.265998,-6.9420672,-58.383799,-4.4520019,-6.317654,-19.961237,-8.9676547
7,1,19,1323318800,-145.54575,-42.85713,-21.743192,-9.8730736,-5.3116558,-4.4038772,-1.9725081,-19.320917,-8.4319387
7,1,20,1403820800,-65.982411,-34.541817,-19.448909,-9.2399898,-19.712342,-4.2987491,-3.2966501,-16.744712,-6.9303115
7,1,21,1444213200,-277.33117,-180.11254,-33.685293,-20.240836,-93.645874,-4.7613519,-13.251781,-21.906213,-10.117849
7,1,22,1153936500,-99.713003,-74.011772,-27.853793,-14.33303,-62.958723,-4.6884322,-13.906312,-21.706093,-10.341593
7,1,23,1153936500,-99.713003,-74.011772,-27.853793,-14.33303,-62.958723,-4.6884322,-13.906312,-21.706093,-10.341593
7,1,24,1153936500,-99.713003,-74.011772,-27.853793,-14.33303,-62.958723,-4.6884322,-13.906312,-21.706093,-10.341593
7,1,25,1153936500,-99.713003,-74.011772,-27.853793,-14.33303,-62.958723,-4.6884322,-13.906312,-21.706093,-10.341593
7,1,26,1153936500,-99.713003,-74.011772,-27.853793,-14.33303,-62.958723,-4.6884322,-13.906312,-21.706093,-10.341593
7,1,27,1153936500,-99.713003,-74.011772,-27.853793,-14.33303,-62.958723,-4.6884322,-13.906312,-21.706093,-10.341593
8,1,1,1316576000,-10.001855,-28.410471,-12.931471,-5.7546625,-18.767421,-4.3195398,0,-18.936466,-8.4718208
8,1,2,1565104000,-78.856704,-24.655751,-16.74857,-7.5109091,0,-4.0587663,0,-15.745932,-6.9602731
8,1,3,1716927000,-76.118183,-47.221524,-20.0441,-8.5249231,-8.8175873,-4.3247043,-12.265981,-17.23307,-7.0703263
8,1,4,1717962200,-80.791267,-52.531982,-26.312823,-13.725082,-24.50312,-4.5425646,-12.327197,-20.624853,-9.7719685
8,1,5,1684694300,-118.35353,-51.286371,-24.785438,-11.971456,-58.855767,-4.5679023,-13.60091,-20.818387,-9.6084168
8,1,6,1671513400,-57.457477,-67.132585,-23.213706,-11.066794,-22.643119,-4.5086731,-6.0496199,-20.013657,-8.8740159
8,1,7,1736120600,-121.59403,-65.829579,-26.383754,-13.428366,-50.455857,-4.5043381,-13.642766,-20.783189,-9.8721426
8,1,8,1732780100,-165.90441,-122.02614,-25.533084,-12.597083,-71.791845,-4.522712,-13.739537,-21.079339,-9.8117937
8,1,9,1544150800,-62.268766,-54.80366,-26.966041,-14.173774,-57.108001,-4.4951373,-4.1887852,-20.741463,-9.8375043
8,1,10,1519480600,-143.90067,-75.168548,-26.765582,-13.767409,-42.506806,-4.5076269,-12.007276,-20.846903,-9.886137
8,1,11,1485272000,-128.96966,-62.967124,-25.412134,-12.477471,-58.033943,-4.4892071,-10.559483,-20.775482,-9.8693343
8,1,12,1518958100,-173.05341,-124.53334,-24.960379,-12.033738,-51.659887,-4.6201854,-13.020441,-20.764574,-9.841029
8,1,13,1319232000,-99.652899,-70.923479,-26.916295,-13.8961,-60.013167,-4.5330362,-13.317589,-21.120053,-9.8103482
8,1,14,1264145600,-83.578309,-56.983549,-22.858931,-10.449991,-2.5384385,-4.4218831,-10.967922,-20.176834,-9.3927654
8,1,15,1346002500,-179.78995,-72.081632,-21.628117,-9.8514155,-3.8700132,-4.3498866,-1.4470924,-19.041112,-8.4406799
8,1,16,1238039200,-111.12116,-53.6127,-25.801637,-12.919454,-13.309509,-4.4818695,-12.604406,-20.706422,-9.8468979
8,1,17,1302154100,-59.711965,-47.80897,-19.662235,-8.7124082,-8.0190883,-4.2655104,-3.0827452,-16.878885,-7.3983284
8,1,18,1256173000,-63.578791,-42.173082,-25.128127,-13.091356,-21.278856,-4.4351879,-12.440263,-19.748927,-8.789234
8,1,19,1290548600,-51.420762,-12.315242,-10.890216,-2.7260143,-36.017341,-4.2812634,-11.707421,-13.768929,-6.3118452
8,1,20,1514760000,-164.94931,-42.143217,-21.789974,-10.578733,-23.073565,-4.3409875,0,-17.41334,-7.1184291
8,1,21,1511720500,-185.66569,-164.72733,-22.320593,-9.609519,-39.195881,-4.4649648,-6.9757354,-19.96119,-8.6746172
8,1,22,1167018100,-96.505634,-66.770248,-25.80309,-13.112809,-8.0740332,-4.5246129,-5.9939431,-20.476013,-9.6836258
8,1,23,1167018100,-96.505634,-66.770248,-25.80309,-13.112809,-8.0740332,-4.5246129,-5.9939431,-20.476013,-9.6836258
8,1,24,1167018100,-96.505634,-66.770248,-25.80309,-13.112809,-8.0740332,-4.5246129,-5.9939431,-20.476013,-9.6836258
8,1,25,1167018100,-96.505634,-66.770248,-25.80309,-13.112809,-8.0740332,-4.5246129,-5.9939431,-20.476013,-9.6836258
8,1,26,1167018100,-96.505634,-66.770248,-25.80309,-13.112809,-8.0740332,-4.5246129,-5.9939431,-20.476013,-9.6836258
8,1,27,1167018100,-96.505634,-66.770248,-25.80309,-13.112809,-8.0740332,-4.5246129,-5.9939431,-20.476013,-9.6836258
9,1,1,1404544200,-44.090777,-47.365961,-25.822654,-13.470269,-40.699291,-4.4889945,-13.06084,-20.580978,-9.4129454
9,1,2,1609046300,-78.856704,-25.910885,-20.930025,-9.4206726,-59.702027,-4.4610108,-12.771524,-20.028457,-8.9239017
9,1,3,1732978400,-76.573596,-35.026078,-21.852552,-10.967739,-31.694042,-4.4643778,-4.2724031,-18.646801,-8.0402428
9,1,4,1714219200,-80.791267,-44.408792,-22.017971,-9.8179137,-28.541144,-4.4909773,-12.068593,-20.274133,-9.2283971
9,1,5,1689216800,-112.54125,-63.256647,-23.692841,-11.068715,-11.105643,-4.4879816,-13.274009,-20.447894,-9.377329
9,1,6,1748469000,-107.02519,-62.602574,-24.37029,-11.661645,-41.828892,-4.5799557,-5.4023781,-20.426771,-9.0678637
9,1,7,1737911600,-121.59403,-69.078181,-27.115485,-14.223169,-31.080357,-4.4876125,-8.8531328,-20.869897,-9.6723305
9,1,8,1748157100,-154.00639,-71.538827,-25.179969,-12.275268,-23.101625,-4.5096874,-13.754924,-20.820418,-9.7036609
9,1,9,1618023000,-177.64835,-127.89725,-27.259567,-14.290809,-52.071228,-4.4981255,-13.727137,-20.810823,-9.9003216
9,1,10,1523767000,-126.22974,-66.588646,-27.107472,-14.208909,-39.468747,-4.4893635,-13.077216,-20.856774,-9.7781752
9,1,11,1505585600,-156.15802,-76.440439,-25.349046,-12.434173,-49.007765,-4.504988,-11.030287,-20.747855,-9.8323946
9,1,12,1539022700,-169.83919,-108.06051,-25.144849,-12.297328,-20.052454,-4.5879271,-11.462547,-20.667853,-9.7584306
9,1,13,1332868300,-100.24262,-69.618356,-26.928849,-13.867559,-34.762714,-4.5333876,-13.520162,-20.984336,-10.005732
9,1,14,1280385700,-83.512766,-56.351374,-25.156364,-12.285335,-57.728392,-4.5004912,-4.8846916,-20.746891,-9.5860195
9,1,15,1375874500,-130.44108,-36.933107,-22.38952,-10.845057,-38.11745,-4.4091078,-6.6515949,-19.661384,-8.8746519
9,1,16,1242237800,-104.67167,-61.095458,-27.475828,-14.155756,-60.272653,-4.6164975,-3.7520737,-21.379404,-10.17654
9,1,17,1319850300,-67.859504,-37.096554,-19.978346,-9.3213065,-41.935091,-4.3946215,-11.680961,-17.464022,-7.2033417
9,1,18,1247498300,-73.702421,-60.312609,-18.690075,-6.5801118,-22.50671,-4.4181956,-5.2723345,-17.991728,-7.7669205
9,1,19,1333990000,-94.474317,-41.945763,-19.595171,-8.7580328,-13.911142,-4.2568489,-0.011192793,-15.367067,-6.6856748
9,1,20,1505150300,-137.31199,-22.136508,-20.176389,-9.8112779,-23.499787,-4.3055406,-11.277127,-16.706928,-6.9352176
9,1,21,1520436900,-177.30849,-94.240812,-26.952413,-14.122709,-37.902918,-4.5066659,-13.381149,-20.774555,-9.3231665
9,1,22,1186762000,-68.451525,-56.222847,-26.286866,-13.512094,-58.778236,-4.4912631,-6.1219341,-20.775424,-9.6377148
9,1,23,1186762000,-68.451525,-56.222847,-26.286866,-13.512094,-58.778236,-4.4912631,-6.1219341,-20.775424,-9.6377148
9,1,24,1186762000,-68.451525,-56.222847,-26.286866,-13.512094,-58.778236,-4.4912631,-6.1219341,-20.775424,-9.6377148
9,1,25,1186762000,-68.451525,-56.222847,-26.286866,-13.512094,-58.778236,-4.4912631,-6.1219341,-20.775424,-9.6377148
9,1,26,1186762000,-68.451525,-56.222847,-26.286866,-13.512094,-58.778236,-4.4912631,-6.1219341,-20.775424,-9.6377148
9,1,27,1186762000,-68.451525,-56.222847,-26.286866,-13.512094,-58.778236,-4.4912631,-6.1219341,-20.775424,-9.6377148
10,1,1,1428314900,-94.817915,-64.114567,-22.784249,-9.988919,-59.661339,-4.4906536,0,-20.763323,-9.8571052
10,1,2,1603050300,-55.619221,-23.138333,-15.480013,-6.4682943,-8.8099121,-4.1063556,-4.3779329,-16.255747,-7.1489732
10,1,3,1731226900,-76.573596,-34.502507,-20.088651,-9.933389,-21.850732,-4.2877153,-3.9349079,-17.767596,-7.7492647
10,1,4,1720936400,-80.791267,-52.005545,-25.877889,-13.183917,-57.437908,-4.46486,-12.020486,-20.668076,-9.6103391
10,1,5,1694278900,-112.54125,-62.932605,-26.836881,-13.854084,-58.554033,-4.5127585,-1.6080869,-20.872021,-9.9386213
10,1,6,1777665200,-99.070962,-41.868418,-23.698274,-11.493465,-31.381975,-4.53988,-12.67116,-20.276751,-9.0792038
