# Archivo de configuracion de lineas (plpcnfli.dat)
# Num.Lineas 449   Modela Perdidas  Perd.en.ERM   Ang. de Ref.
         449          T             'M'         1000.d0
# Caracteristicas de las Lineas
# Nombre                                              F.Max. A-B F.Max. B-A  Barra A  Barra B   Tension  R(Ohm)  X(ohm)   Mod.Perd.  Num.Tramos   Operativa   LinDC
'Chena220->Chena110'                                 800.0      800.0       36      126     220.0   0.033  19.694      T           3            T            F
'Almendros110->Apoquindo110'                         474.0      474.0      124      122     110.0   0.105   0.752      T           3            T            F
'Apoquindo110->ElSalto110'                           474.0      474.0      122      120     110.0   0.256   1.491      T           3            T            F
'ElSalto110->SanCristobal110'                        425.3      425.3      120      121     110.0   0.357   1.401      T           3            T            F
'SanCristobal110->CerroNavia110'                     425.3      425.3      121       35     110.0   0.734   3.054      T           3            T            F
'Florida110->Almendros110'                           243.0      243.0      129      124     110.0   1.114   3.669      T           3            T            F
'Ochagavia110->Florida110'                           131.0      131.0      125      129     110.0   0.686   3.522      T           3            T            F
'Chena110->CerroNavia110'                            345.0      345.0      126       35     110.0   0.261   1.997      T           3            T            F
'Chena110->LoEspejo110'                              700.0      700.0      126      127     110.0   0.038   0.175      T           3            T            F
'AltoJahuel220->AltoJahuel110'                       390.0      390.0       37       40     220.0   0.235  41.922      T           3            T            F
'LoEspejo110->Ochagavia110'                          302.0      302.0      127      125     110.0   0.166   1.164      T           3            T            F
'Buin110->LoEspejo110'                               825.0      825.0      135      127     110.0   0.560   3.181      T           3            T            F
'Florida110->SantaRosa110'                           355.0      355.0      129      128     110.0   0.388   1.248      T           3            T            F
'SantaRosa110->AltoJahuel110'                        355.0      355.0      128       40     110.0   0.395   2.155      T           3            T            F
'AltoJahuel220->Buin110'                             114.0      114.0       37      135     220.0   0.121  12.667      T           3            T            F
'Renca110->CerroNavia110'                            460.0      460.0      134       35     110.0   0.072   0.548      T           3            T            F
'PozoAlmonte220->PozoAlmonte110'                     200.0      200.0      207      220     220.0   0.000  32.126      T           3            T            F
'PozoAlmonte110->Dolores110'                          57.0       57.0      220      175     110.0  18.463  32.803      T           3            T            F
'Condores220->Parinacota220'                         197.0      197.0      172      206     220.0  19.730  92.680      T           3            T            F
'Lagunas220->Collahuasi220'                          171.0      171.0      191      171     220.0  15.377  30.609      T           3            T            F
'Collahuasi220->QuebradaBlanca220'                   367.0      367.0      171      209     220.0   1.503   9.747      T           3            T            F
'Encuentro220->Collahuasi220'                        210.0      210.0      183      171     220.0   7.866  39.403      T           3            T            F
'Lagunas220A->Quillagua220'                          171.0      171.0      219      225     220.0   8.843  40.923      T           3            T            F
'Lagunas220A->NuevaVictoria220'                      183.0      183.0      219      199     220.0   1.618   6.762      T           3            T            F
'LaCruz220->Crucero220'                              948.0      948.0      188      173     220.0   0.290   2.320      T           3            T            F
'Barril220->LaCruz220'                               948.0      948.0      163      188     220.0   1.024   8.217      T           3            T            F
'Norgener220->Barril220'                             948.0      948.0      198      163     220.0   0.420   3.380      T           3            T            F
'Tocopilla220->ElLoa220'                             365.8      365.8      217      179     220.0   1.805  12.932      T           3            T            F
'Tocopilla220->Tocopilla110'                         200.0      200.0      217      216     220.0   0.001  21.417      F           3            T            F
'Crucero220->RadomiroTomic220'                       450.0      450.0      173      210     220.0   4.215  32.644      T           3            T            F
'Crucero220->ElAbra220'                              330.0      330.0      173      177     220.0   5.181  40.430      T           3            T            F
'Chuquicamata220->Chuquicamata110'                   240.0      240.0      170      169     220.0   0.001  28.233      T           3            T            F
'Salar220->Chuquicamata220'                          274.0      274.0      212      170     220.0   0.465   3.700      T           3            T            F
'Salar220->Calama220'                                299.0      299.0      212      165     220.0   1.114   7.115      T           3            T            F
'Salar220->Salar110'                                 120.0      120.0      212      211     220.0   0.010  60.000      T           3            T            F
'Calama220->Calama110'                               150.0      150.0      165      164     220.0   0.000  42.000      T           3            T            F
'Chacaya220->Crucero220'                             305.0      305.0      168      173     220.0  15.255  63.737      T           3            T            F
'Chacaya220->ElCobre220'                             467.0      467.0      168      178     220.0   3.060  27.338      T           3            T            F
'Encuentro220->Spence220'                            318.0      318.0      183      213     220.0   4.891  27.202      T           3            T            F
'Atacama220->Miraje220'                              246.0      246.0      167      227     220.0   3.276  24.295      T           3            T            F
'Miraje220->Encuentro220'                            246.0      246.0      227      183     220.0   0.374   2.785      T           3            T            F
'Chacaya220->Capricornio220'                         305.0      305.0      168      166     220.0   4.015  20.515      T           3            T            F
'Chacaya220->Mejillones220'                          332.0      332.0      168      197     220.0   0.104   0.532      T           3            T            F
'Capricornio220->MantosBlancos220'                   305.0      305.0      166      194     220.0   1.285   6.565      T           3            T            F
'Laberinto220->ElCobre220'                           272.0      272.0      190      178     220.0   0.189   1.036      T           3            T            F
'ElCobre220->Gaby220'                                274.0      274.0      178      187     220.0   5.900  24.626      T           3            T            F
'Laberinto220->MantosBlancos220'                     290.0      290.0      190      194     220.0   6.958  28.805      T           3            T            F
'Laberinto220->LomasBayas220'                        209.0      209.0      190      193     220.0   0.904   4.164      T           3            T            F
'Laberinto220->NuevaZaldivar220'                     362.0      362.0      190      200     220.0   3.328  18.899      T           3            T            F
'Oeste220->Laberinto220'                             290.0      290.0      201      190     220.0   7.696  35.380      T           3            T            F
'Andes220->Oeste220'                                 290.0      290.0      160      201     220.0   3.431  15.802      T           3            T            F
'Andes220->NuevaZaldivar220'                         274.0      274.0      160      200     220.0   1.745  12.571      T           3            T            F
'Andes220->Likanantai220'                            274.0      274.0      160      275     220.0   1.194   8.599      T           3            T            F
'Likanantai220->NuevaZaldivar220'                    274.0      274.0      275      200     220.0   0.849   6.117      T           3            T            F
'Parinas220->Likanantai220'                          750.0      750.0      261      275     220.0   1.660  19.965      T           3            T            F
'NuevaZaldivar220->Zaldivar220'                      330.0      330.0      200      218     220.0   0.020   0.080      T           3            T            F
'Zaldivar220->Escondida220'                          293.0      293.0      218      184     220.0   1.004   5.522      T           3            T            F
'NuevaZaldivar220->Sulfuros220'                      293.0      293.0      200      214     220.0   1.296   5.321      T           3            T            F
'Domeyko220->Sulfuros220'                            327.0      327.0      176      214     220.0   0.079   0.437      T           3            T            F
'Domeyko220->Escondida220'                           284.0      284.0      176      184     220.0   0.719   3.298      T           3            T            F
'NuevaZaldivar220->OGP1220'                          317.0      317.0      200      228     220.0   1.977  11.450      T           3            T            F
'Domeyko220->OGP1220'                                311.0      311.0      176      228     220.0   1.169   6.765      T           3            T            F
'Atacama220->Ohiggins220'                            295.0      295.0      167      202     220.0   3.481  15.658      T           3            T            F
'Ohiggins220->Ohiggins220Aux'                        700.0      700.0      202      203     220.0   0.001   0.100      F           3            T            F
'Ohiggins220Aux->Puri220'                            245.0      245.0      203      229     220.0   9.192  38.143      T           3            T            F
'Puri220->Domeyko220'                                245.0      245.0      229      176     220.0   4.149  17.217      T           3            T            F
'Ohiggins220Aux->Farellon220'                        245.0      245.0      203      230     220.0   4.060  16.847      T           3            T            F
'Farellon220->Chimborazo220'                         245.0      245.0      230      231     220.0   7.581  31.457      T           3            T            F
'Chimborazo220->Domeyko220'                          273.0      273.0      231      176     220.0   1.580   7.297      T           3            T            F
