iteration,scene,rhs,LMAULE,CIPRESES,PEHUENCHE,COLBUN,ELTORO,RAPEL,CANUTILLAR,RALCO,PANGUE,PILMAIQUEN
10,12,72142857.14285713,-3110.7142857142853,-1035.7142857142856,-122.14285714285715,-628.5714285714286,-18142.85714285714,-227.14285714285714,-126.07142857142856,-864.2857142857142,-38.57142857142858,-26.21428571428571
10,13,72857142.85714285,-3067.857142857143,-507.1428571428571,-120.35714285714285,-625,-18142.85714285714,-225.35714285714283,-102.5,-860.7142857142858,-37.5,-23.82142857142857
10,14,75000000,-3042.8571428571427,-521.4285714285714,-121.78571428571428,-628.5714285714286,-18142.85714285714,-226.78571428571425,-150,-867.8571428571429,-38.57142857142858,-24.607142857142854
10,15,75714285.71428572,-3642.8571428571427,-917.8571428571429,-125.71428571428571,-635.7142857142857,-18142.85714285714,-235.35714285714286,-157.85714285714283,-875,-42.5,-26.82142857142857
10,16,75357142.85714285,-3139.285714285714,-385.71428571428567,-123.57142857142858,-628.5714285714286,-18142.85714285714,-232.1428571428571,-152.49999999999997,-871.4285714285713,-41.785714285714285,-28.142857142857142
10,17,75357142.85714285,-3142.8571428571427,-396.4285714285714,-121.78571428571428,-628.5714285714286,-18142.85714285714,-226.78571428571425,-138.2142857142857,-864.2857142857142,-38.57142857142858,-26.678571428571423
10,18,76785714.28571428,-3714.2857142857138,-935.7142857142856,-136.78571428571428,-692.8571428571428,-18214.285714285714,-250,-610.7142857142858,-1032.142857142857,-46.42857142857142,-32.74999999999999
10,19,76071428.57142857,-3110.7142857142853,-385.71428571428567,-121.42857142857142,-628.5714285714286,-18142.85714285714,-226.42857142857142,-129.28571428571428,-860.7142857142858,-38.21428571428571,-23.892857142857142
10,20,75000000,-3103.5714285714284,-660.7142857142857,-124.28571428571426,-628.5714285714286,-18178.571428571428,-232.8571428571428,-153.57142857142856,-871.4285714285713,-41.785714285714285,-24
10,21,75357142.85714285,-3082.142857142857,-989.2857142857142,-136.42857142857144,-725,-18178.571428571428,-239.28571428571428,-165.7142857142857,-889.2857142857142,-41.785714285714285,-27.17857142857143
10,22,76428571.42857142,-3121.4285714285716,-325.7142857142857,-127.14285714285714,-628.5714285714286,-18214.285714285714,-242.5,-253.92857142857144,-885.7142857142857,-44.285714285714285,-24.57142857142857
10,23,77500000,-4500,-957.1428571428571,-154.64285714285714,-821.4285714285714,-18321.42857142857,-266.07142857142856,-614.2857142857142,-1107.1428571428569,-50,-34.67857142857143
10,24,76785714.28571428,-3928.5714285714284,-928.5714285714284,-131.07142857142858,-649.9999999999999,-18214.285714285714,-246.42857142857144,-389.2857142857143,-892.8571428571428,-45.357142857142854,-31.75
10,25,75714285.71428572,-3107.142857142857,-254.64285714285714,-119.64285714285714,-625,-18142.85714285714,-224.64285714285714,-98.57142857142856,-853.5714285714284,-37.5,-25.678571428571427
10,26,75714285.71428572,-3035.714285714286,-250.3571428571428,-118.9285714285714,-617.8571428571429,-18142.85714285714,-224.28571428571428,-104.64285714285715,-853.5714285714284,-38.21428571428571,-23.428571428571427
10,27,72857142.85714285,-3021.428571428571,-703.5714285714286,-121.42857142857142,-625,-18142.85714285714,-227.14285714285714,-524.9999999999999,-867.8571428571429,-38.92857142857143,-27.82142857142857
10,28,75714285.71428572,-2985.7142857142853,-242.85714285714283,-117.14285714285712,-607.1428571428571,-18464.285714285714,-223.2142857142857,-82.5,-853.5714285714284,-37.5,-22.678571428571427
11,1,75714285.71428572,-3089.2857142857138,-274.64285714285717,-122.14285714285715,-628.5714285714286,-18142.85714285714,-224.99999999999997,-120,-864.2857142857142,-37.857142857142854,-23.07142857142857
11,2,75714285.71428572,-2992.8571428571427,-244.99999999999997,-117.85714285714286,-610.7142857142858,-18107.14285714286,-223.2142857142857,-85.71428571428571,-857.1428571428571,-37.5,-21.928571428571423
11,3,75714285.71428572,-2989.285714285714,-243.2142857142857,-117.14285714285712,-607.1428571428571,-18464.285714285714,-222.85714285714286,-92.14285714285714,-857.1428571428571,-37.5,-21.964285714285715
11,4,75714285.71428572,-2917.8571428571427,-233.9285714285714,-112.5,-564.2857142857143,-18107.14285714286,-216.07142857142856,-73.57142857142857,-828.5714285714286,-36.78571428571429,-20.57142857142857
11,5,73571428.57142857,-2960.714285714286,-309.99999999999994,-120,-610.7142857142858,-18321.42857142857,-227.14285714285714,-87.85714285714286,-864.2857142857142,-38.57142857142858,-24.392857142857142
11,6,76071428.57142857,-2971.4285714285716,-248.21428571428572,-120.35714285714285,-617.8571428571429,-18428.571428571428,-227.14285714285714,-86.07142857142858,-871.4285714285713,-38.57142857142858,-21.32142857142857
11,7,76071428.57142857,-2978.5714285714284,-241.78571428571428,-117.14285714285712,-607.1428571428571,-18392.85714285714,-217.49999999999997,-85.71428571428571,-853.5714285714284,-37.5,-22.035714285714285
11,8,75714285.71428572,-2971.4285714285716,-241.07142857142856,-116.42857142857143,-596.4285714285714,-18357.142857142855,-223.9285714285714,-84.99999999999999,-853.5714285714284,-37.5,-22
11,9,73571428.57142857,-2974.9999999999995,-650,-121.42857142857142,-617.8571428571429,-18500,-228.2142857142857,-467.85714285714283,-875,-39.285714285714285,-23.57142857142857
11,10,75714285.71428572,-2974.9999999999995,-268.21428571428567,-120.35714285714285,-617.8571428571429,-18500,-225.35714285714283,-92.49999999999999,-871.4285714285713,-38.92857142857143,-22.107142857142858
11,11,75714285.71428572,-2992.8571428571427,-246.4285714285714,-118.57142857142857,-614.2857142857142,-18464.285714285714,-223.57142857142856,-92.14285714285714,-857.1428571428571,-37.5,-22.07142857142857
11,12,73571428.57142857,-3160.714285714286,-1035.7142857142856,-122.49999999999999,-632.1428571428571,-18142.85714285714,-227.85714285714283,-114.64285714285712,-871.4285714285713,-38.92857142857143,-22.785714285714285
11,13,75000000,-3110.7142857142853,-507.1428571428571,-120.71428571428571,-628.5714285714286,-18142.85714285714,-225.35714285714283,-101.07142857142856,-864.2857142857142,-37.5,-23.28571428571428
11,14,75357142.85714285,-3317.857142857143,-707.1428571428571,-122.49999999999999,-632.1428571428571,-18142.85714285714,-227.14285714285714,-118.92857142857143,-875,-38.92857142857143,-23.892857142857142
11,15,75714285.71428572,-3171.428571428571,-330.35714285714283,-124.28571428571426,-632.1428571428571,-18178.571428571428,-232.8571428571428,-124.64285714285714,-878.5714285714286,-42.142857142857146,-22.749999999999996
11,16,75714285.71428572,-3182.142857142857,-320.35714285714283,-123.57142857142858,-632.1428571428571,-18178.571428571428,-232.1428571428571,-145.71428571428572,-875,-41.785714285714285,-23.57142857142857
11,17,75357142.85714285,-3196.428571428571,-382.1428571428571,-121.42857142857142,-628.5714285714286,-18142.85714285714,-226.42857142857142,-117.5,-867.8571428571429,-38.92857142857143,-23.17857142857143
11,18,76428571.42857142,-3714.2857142857138,-935.7142857142856,-137.1428571428571,-689.2857142857143,-18214.285714285714,-251.78571428571428,-136.78571428571428,-1035.7142857142856,-46.78571428571428,-24.357142857142858
11,19,76071428.57142857,-3164.2857142857138,-319.28571428571433,-121.07142857142857,-632.1428571428571,-18142.85714285714,-226.07142857142856,-113.21428571428571,-867.8571428571429,-38.21428571428571,-22.928571428571427
11,20,74285714.28571428,-3182.142857142857,-910.7142857142856,-122.85714285714285,-632.1428571428571,-18178.571428571428,-227.85714285714283,-128.57142857142856,-878.5714285714286,-39.64285714285714,-22.892857142857142
11,21,72857142.85714285,-3096.4285714285716,-1064.2857142857142,-144.64285714285714,-767.8571428571428,-18178.571428571428,-250,-120.71428571428571,-892.8571428571428,-46.07142857142857,-22.857142857142858
11,22,76785714.28571428,-3128.571428571428,-263.57142857142856,-127.14285714285714,-628.5714285714286,-18214.285714285714,-242.14285714285714,-345.7142857142857,-892.8571428571428,-43.92857142857143,-26.75
11,23,77142857.14285713,-3607.142857142857,-946.4285714285713,-148.92857142857144,-792.8571428571428,-18321.42857142857,-257.5,-302.14285714285717,-907.142857142857,-47.857142857142854,-25.21428571428571
11,24,76785714.28571428,-3928.5714285714284,-867.8571428571429,-130.71428571428572,-639.2857142857142,-18214.285714285714,-248.57142857142856,-161.07142857142856,-899.9999999999999,-46.07142857142857,-26.999999999999996
11,25,75714285.71428572,-3160.714285714286,-254.64285714285714,-120,-628.5714285714286,-18142.85714285714,-224.99999999999997,-94.64285714285714,-857.1428571428571,-37.5,-22.96428571428571
11,26,75714285.71428572,-3067.857142857143,-255.00000000000003,-118.57142857142857,-621.4285714285713,-18142.85714285714,-223.9285714285714,-107.85714285714285,-853.5714285714284,-37.857142857142854,-26.75
11,27,72857142.85714285,-3025,-703.5714285714286,-121.78571428571428,-625,-18142.85714285714,-227.49999999999997,-347.5,-871.4285714285713,-39.285714285714285,-27.785714285714285
11,28,75714285.71428572,-2985.7142857142853,-242.50000000000003,-117.14285714285712,-607.1428571428571,-18464.285714285714,-223.2142857142857,-79.64285714285714,-857.1428571428571,-37.5,-22.107142857142858
12,1,75714285.71428572,-3117.8571428571427,-274.2857142857142,-122.14285714285715,-628.5714285714286,-18142.85714285714,-224.99999999999997,-120.71428571428571,-867.8571428571429,-37.857142857142854,-23.785714285714285
12,2,75714285.71428572,-2989.285714285714,-244.6428571428571,-117.85714285714286,-610.7142857142858,-18107.14285714286,-222.85714285714286,-84.99999999999999,-857.1428571428571,-37.5,-22.499999999999996
12,3,75714285.71428572,-2989.285714285714,-242.85714285714283,-117.14285714285712,-607.1428571428571,-18464.285714285714,-223.2142857142857,-92.49999999999999,-857.1428571428571,-37.142857142857146,-25.428571428571427
12,4,75714285.71428572,-2925,-234.28571428571425,-112.85714285714286,-571.4285714285714,-18107.14285714286,-215.7142857142857,-74.28571428571429,-825,-36.78571428571429,-21.392857142857142
12,5,75714285.71428572,-2960.714285714286,-309.99999999999994,-120,-614.2857142857142,-18321.42857142857,-227.49999999999997,-86.42857142857143,-857.1428571428571,-38.57142857142858,-24.964285714285715
12,6,75714285.71428572,-2974.9999999999995,-278.9285714285714,-120.35714285714285,-617.8571428571429,-18428.571428571428,-226.78571428571425,-86.42857142857143,-864.2857142857142,-38.21428571428571,-24.535714285714285
12,7,76071428.57142857,-2978.5714285714284,-242.14285714285714,-117.49999999999999,-607.1428571428571,-18392.85714285714,-224.28571428571428,-86.07142857142858,-853.5714285714284,-37.5,-22.57142857142857
12,8,76071428.57142857,-2978.5714285714284,-242.14285714285714,-118.21428571428572,-607.1428571428571,-18392.85714285714,-224.28571428571428,-85.71428571428571,-853.5714285714284,-37.5,-22.785714285714285
12,9,73214285.71428572,-2974.9999999999995,-646.4285714285713,-121.42857142857142,-617.8571428571429,-18500,-227.85714285714283,-102.5,-864.2857142857142,-39.285714285714285,-24.28571428571428
12,10,75714285.71428572,-2974.9999999999995,-268.21428571428567,-120.35714285714285,-617.8571428571429,-18500,-225.7142857142857,-92.14285714285714,-864.2857142857142,-38.92857142857143,-27.392857142857142
12,11,75714285.71428572,-2989.285714285714,-246.07142857142858,-118.21428571428572,-610.7142857142858,-18464.285714285714,-223.57142857142856,-91.07142857142856,-857.1428571428571,-37.5,-22.642857142857142
12,12,73571428.57142857,-3150,-1035.7142857142856,-122.49999999999999,-632.1428571428571,-18142.85714285714,-227.49999999999997,-117.5,-867.8571428571429,-38.57142857142858,-25.821428571428573
12,13,75357142.85714285,-3092.8571428571427,-317.85714285714283,-120.71428571428571,-628.5714285714286,-18142.85714285714,-225.7142857142857,-106.42857142857143,-864.2857142857142,-37.5,-23.57142857142857
12,14,75357142.85714285,-3199.9999999999995,-778.5714285714286,-122.49999999999999,-632.1428571428571,-18178.571428571428,-227.14285714285714,-127.85714285714286,-875,-38.92857142857143,-23.32142857142857
12,15,76428571.42857142,-3185.7142857142853,-389.2857142857143,-124.28571428571426,-628.5714285714286,-18178.571428571428,-232.8571428571428,-128.92857142857142,-878.5714285714286,-41.785714285714285,-23
12,16,75714285.71428572,-3167.8571428571427,-320.35714285714283,-123.57142857142858,-632.1428571428571,-18178.571428571428,-232.1428571428571,-129.64285714285714,-875,-41.785714285714285,-25.857142857142858
12,17,75714285.71428572,-3164.2857142857138,-396.4285714285714,-122.14285714285715,-628.5714285714286,-18142.85714285714,-226.78571428571425,-117.14285714285714,-867.8571428571429,-38.92857142857143,-26.499999999999996
12,18,76785714.28571428,-3857.142857142857,-935.7142857142856,-138.57142857142856,-696.4285714285714,-18357.142857142855,-255.71428571428572,-403.57142857142856,-1053.5714285714287,-47.857142857142854,-25.499999999999996
12,19,76071428.57142857,-3175,-450,-121.78571428571428,-632.1428571428571,-18142.85714285714,-226.78571428571425,-114.28571428571428,-867.8571428571429,-38.21428571428571,-23.357142857142858
12,20,74642857.14285713,-3171.428571428571,-717.8571428571428,-122.49999999999999,-632.1428571428571,-18178.571428571428,-227.85714285714283,-127.85714285714286,-878.5714285714286,-39.285714285714285,-23.21428571428571
12,21,76428571.42857142,-3410.714285714286,-935.7142857142856,-141.7857142857143,-753.5714285714286,-18178.571428571428,-246.78571428571428,-116.78571428571428,-882.1428571428571,-45.357142857142854,-24.535714285714285
12,22,76785714.28571428,-3167.8571428571427,-325.7142857142857,-127.14285714285714,-628.5714285714286,-18214.285714285714,-242.5,-251.07142857142856,-896.4285714285714,-44.285714285714285,-24
12,23,77500000,-4428.5714285714275,-953.5714285714284,-151.42857142857142,-803.5714285714284,-18321.42857142857,-261.07142857142856,-564.2857142857143,-1082.142857142857,-48.92857142857142,-27.285714285714285
12,24,76785714.28571428,-4035.714285714286,-932.1428571428571,-130.71428571428572,-635.7142857142857,-18214.285714285714,-248.92857142857142,-144.28571428571428,-896.4285714285714,-46.07142857142857,-25.857142857142858
12,25,75714285.71428572,-3153.5714285714284,-254.64285714285714,-119.64285714285714,-628.5714285714286,-18142.85714285714,-224.99999999999997,-96.07142857142856,-857.1428571428571,-37.5,-25.392857142857146
12,26,75714285.71428572,-2996.4285714285716,-248.92857142857144,-117.49999999999999,-614.2857142857142,-18107.14285714286,-223.57142857142856,-106.78571428571429,-853.5714285714284,-37.857142857142854,-25.321428571428566
12,27,74642857.14285713,-3017.8571428571427,-707.1428571428571,-123.57142857142858,-625,-18142.85714285714,-233.2142857142857,-514.2857142857142,-864.2857142857142,-42.142857142857146,-26.107142857142858
12,28,75714285.71428572,-2985.7142857142853,-242.85714285714283,-117.14285714285712,-607.1428571428571,-18464.285714285714,-223.2142857142857,-80.7142857142857,-857.1428571428571,-37.5,-22.678571428571427
13,1,75714285.71428572,-3135.7142857142853,-275,-122.14285714285715,-628.5714285714286,-18142.85714285714,-225.35714285714283,-121.42857142857142,-867.8571428571429,-37.857142857142854,-23.32142857142857
13,2,75714285.71428572,-2989.285714285714,-244.6428571428571,-117.14285714285712,-610.7142857142858,-18107.14285714286,-222.5,-84.99999999999999,-857.1428571428571,-37.5,-22.357142857142858
13,3,75714285.71428572,-2985.7142857142853,-242.85714285714283,-117.14285714285712,-607.1428571428571,-18464.285714285714,-223.2142857142857,-92.14285714285714,-857.1428571428571,-37.142857142857146,-21.749999999999996
13,4,75714285.71428572,-2921.428571428571,-235.35714285714286,-113.21428571428571,-571.4285714285714,-18107.14285714286,-216.07142857142856,-73.57142857142857,-828.5714285714286,-36.78571428571429,-21.25
13,5,75714285.71428572,-2960.714285714286,-309.2857142857143,-119.64285714285714,-610.7142857142858,-18321.42857142857,-227.14285714285714,-87.85714285714286,-857.1428571428571,-38.57142857142858,-21.535714285714285
13,6,75714285.71428572,-2971.4285714285716,-278.9285714285714,-120.35714285714285,-617.8571428571429,-18428.571428571428,-226.78571428571425,-85.35714285714285,-864.2857142857142,-38.21428571428571,-24.28571428571428
13,7,76071428.57142857,-2978.5714285714284,-242.14285714285714,-117.49999999999999,-607.1428571428571,-18392.85714285714,-224.28571428571428,-86.07142857142858,-853.5714285714284,-37.5,-22.499999999999996
13,8,76071428.57142857,-2974.9999999999995,-241.42857142857142,-117.14285714285712,-603.5714285714286,-18357.142857142855,-223.9285714285714,-85.71428571428571,-850,-37.5,-22.535714285714285
13,9,73571428.57142857,-2974.9999999999995,-646.4285714285713,-121.42857142857142,-617.8571428571429,-18500,-227.85714285714283,-250,-864.2857142857142,-38.92857142857143,-25.107142857142854
13,10,75714285.71428572,-2974.9999999999995,-268.21428571428567,-120.35714285714285,-617.8571428571429,-18500,-225.35714285714283,-93.57142857142857,-864.2857142857142,-38.92857142857143,-24
13,11,75714285.71428572,-2989.285714285714,-246.07142857142858,-118.21428571428572,-610.7142857142858,-18464.285714285714,-223.57142857142856,-91.07142857142856,-857.1428571428571,-37.5,-22.535714285714285
13,12,72500000,-3142.8571428571427,-1035.7142857142856,-122.85714285714285,-628.5714285714286,-18142.85714285714,-227.85714285714283,-116.78571428571428,-871.4285714285713,-38.92857142857143,-23.142857142857142
13,13,75357142.85714285,-3092.8571428571427,-400,-121.78571428571428,-628.5714285714286,-18142.85714285714,-226.78571428571425,-106.07142857142857,-867.8571428571429,-37.857142857142854,-23.428571428571427
13,14,75357142.85714285,-3167.8571428571427,-714.2857142857142,-122.14285714285715,-632.1428571428571,-18142.85714285714,-227.14285714285714,-123.57142857142857,-875,-38.92857142857143,-23.57142857142857
13,15,75714285.71428572,-3192.857142857143,-585.7142857142857,-124.64285714285712,-632.1428571428571,-18178.571428571428,-233.57142857142856,-125.7142857142857,-878.5714285714286,-42.142857142857146,-22.96428571428571
13,16,75357142.85714285,-3167.8571428571427,-385.71428571428567,-123.92857142857143,-632.1428571428571,-18178.571428571428,-232.49999999999997,-143.92857142857144,-878.5714285714286,-41.785714285714285,-24.28571428571428
13,17,75714285.71428572,-3164.2857142857138,-319.6428571428571,-121.42857142857142,-628.5714285714286,-18142.85714285714,-226.42857142857142,-121.07142857142857,-871.4285714285713,-38.92857142857143,-25.571428571428573
13,18,76785714.28571428,-3642.8571428571427,-939.2857142857142,-139.64285714285714,-707.1428571428572,-18250,-254.28571428571428,-521.4285714285713,-1046.4285714285716,-47.5,-25.89285714285714
13,19,76071428.57142857,-3150,-318.9285714285714,-121.07142857142857,-632.1428571428571,-18142.85714285714,-226.07142857142856,-113.57142857142857,-864.2857142857142,-38.21428571428571,-23.25
13,20,74642857.14285713,-3164.2857142857138,-910.7142857142856,-122.49999999999999,-632.1428571428571,-18178.571428571428,-227.85714285714283,-129.28571428571428,-878.5714285714286,-39.285714285714285,-23.17857142857143
13,21,74285714.28571428,-3092.8571428571427,-1053.5714285714284,-137.5,-732.1428571428571,-18178.571428571428,-241.07142857142856,-128.92857142857142,-896.4285714285714,-42.142857142857146,-26.785714285714285
13,22,76785714.28571428,-3117.8571428571427,-262.5,-126.78571428571428,-628.5714285714286,-18214.285714285714,-242.14285714285714,-257.1428571428571,-889.2857142857142,-43.92857142857143,-26.85714285714285
13,23,77500000,-4464.285714285715,-953.5714285714284,-152.5,-810.7142857142857,-18250,-262.85714285714283,-589.2857142857143,-1092.8571428571427,-48.92857142857142,-34.10714285714286
13,24,77142857.14285713,-4035.714285714286,-932.1428571428571,-129.99999999999997,-632.1428571428571,-18214.285714285714,-248.21428571428572,-575.0000000000001,-899.9999999999999,-46.07142857142857,-32.107142857142854
13,25,75714285.71428572,-3150,-254.28571428571428,-119.64285714285714,-628.5714285714286,-18142.85714285714,-224.99999999999997,-97.14285714285714,-857.1428571428571,-37.857142857142854,-23.32142857142857
13,26,75714285.71428572,-3050,-253.57142857142856,-118.9285714285714,-617.8571428571429,-18142.85714285714,-224.28571428571428,-110,-860.7142857142858,-38.21428571428571,-24.678571428571427
13,27,72857142.85714285,-3021.428571428571,-707.1428571428571,-123.57142857142858,-625,-18142.85714285714,-233.2142857142857,-517.8571428571428,-864.2857142857142,-42.142857142857146,-26.64285714285714
13,28,75714285.71428572,-2982.142857142857,-242.50000000000003,-117.14285714285712,-607.1428571428571,-18464.285714285714,-223.2142857142857,-79.64285714285714,-853.5714285714284,-37.5,-22.535714285714285
14,1,75714285.71428572,-3085.714285714286,-274.2857142857142,-122.14285714285715,-628.5714285714286,-18142.85714285714,-224.99999999999997,-134.99999999999997,-867.8571428571429,-37.857142857142854,-23.642857142857142
14,2,75714285.71428572,-2989.285714285714,-244.99999999999997,-117.85714285714286,-610.7142857142858,-18107.14285714286,-223.2142857142857,-85.71428571428571,-857.1428571428571,-37.5,-22.607142857142858
14,3,75714285.71428572,-2989.285714285714,-243.57142857142856,-117.14285714285712,-610.7142857142858,-18464.285714285714,-222.85714285714286,-105.35714285714286,-857.1428571428571,-37.142857142857146,-24.714285714285715
14,4,75714285.71428572,-2925,-234.28571428571425,-112.85714285714286,-571.4285714285714,-18107.14285714286,-215.7142857142857,-74.28571428571429,-825,-36.78571428571429,-21.392857142857142
14,5,73571428.57142857,-2960.714285714286,-309.64285714285717,-120,-610.7142857142858,-18321.42857142857,-227.14285714285714,-88.57142857142857,-857.1428571428571,-38.21428571428571,-24.785714285714285
14,6,76071428.57142857,-2971.4285714285716,-248.21428571428572,-120.35714285714285,-617.8571428571429,-18428.571428571428,-226.78571428571425,-87.85714285714286,-860.7142857142858,-38.21428571428571,-24.46428571428571
14,7,76071428.57142857,-2978.5714285714284,-242.14285714285714,-117.14285714285712,-607.1428571428571,-18392.85714285714,-217.85714285714283,-86.78571428571429,-853.5714285714284,-37.5,-22.607142857142858
14,8,76071428.57142857,-2978.5714285714284,-241.78571428571428,-117.85714285714286,-603.5714285714286,-18392.85714285714,-224.28571428571428,-86.78571428571429,-850,-37.5,-22.678571428571427
14,9,73571428.57142857,-2974.9999999999995,-650,-121.42857142857142,-617.8571428571429,-18500,-228.2142857142857,-165.35714285714283,-864.2857142857142,-39.285714285714285,-22.57142857142857
14,10,75714285.71428572,-2974.9999999999995,-268.21428571428567,-120.35714285714285,-617.8571428571429,-18500,-225.35714285714283,-94.28571428571428,-864.2857142857142,-38.57142857142858,-25.89285714285714
14,11,75714285.71428572,-2989.285714285714,-246.07142857142858,-117.49999999999999,-610.7142857142858,-18464.285714285714,-223.2142857142857,-91.78571428571428,-857.1428571428571,-37.5,-22.678571428571427
14,12,72142857.14285713,-3035.714285714286,-1035.7142857142856,-122.14285714285715,-628.5714285714286,-18142.85714285714,-227.14285714285714,-116.07142857142856,-867.8571428571429,-38.57142857142858,-25.46428571428571
14,13,75357142.85714285,-3107.142857142857,-385.71428571428567,-121.07142857142857,-628.5714285714286,-18142.85714285714,-226.07142857142856,-112.14285714285714,-867.8571428571429,-37.857142857142854,-23.678571428571427
14,14,75357142.85714285,-3160.714285714286,-650,-122.14285714285715,-628.5714285714286,-18142.85714285714,-227.14285714285714,-131.78571428571428,-871.4285714285713,-38.92857142857143,-23.82142857142857
14,15,76428571.42857142,-3235.7142857142853,-582.1428571428571,-124.64285714285712,-632.1428571428571,-18142.85714285714,-232.8571428571428,-137.49999999999997,-875,-42.142857142857146,-23.28571428571428
14,16,75714285.71428572,-3157.142857142857,-256.07142857142856,-123.2142857142857,-628.5714285714286,-18178.571428571428,-231.78571428571428,-168.92857142857142,-871.4285714285713,-41.42857142857142,-26.89285714285714
14,17,75714285.71428572,-3182.142857142857,-382.1428571428571,-121.42857142857142,-628.5714285714286,-18142.85714285714,-226.07142857142856,-123.92857142857143,-867.8571428571429,-38.92857142857143,-24.928571428571427
14,18,76785714.28571428,-3714.2857142857138,-932.1428571428571,-136.07142857142858,-689.2857142857143,-18321.42857142857,-250,-421.42857142857144,-889.2857142857142,-45.714285714285715,-26.42857142857143
14,19,76071428.57142857,-3160.714285714286,-450,-121.78571428571428,-632.1428571428571,-18142.85714285714,-226.42857142857142,-111.42857142857143,-864.2857142857142,-38.21428571428571,-23.32142857142857
14,20,74285714.28571428,-3157.142857142857,-910.7142857142856,-122.49999999999999,-628.5714285714286,-18178.571428571428,-227.85714285714283,-137.49999999999997,-875,-39.285714285714285,-27.714285714285715
14,21,72857142.85714285,-3092.8571428571427,-1057.142857142857,-138.21428571428572,-735.7142857142858,-18178.571428571428,-241.42857142857142,-140.35714285714283,-892.8571428571428,-42.142857142857146,-26.75
14,22,76785714.28571428,-3146.428571428571,-325,-127.14285714285714,-628.5714285714286,-18214.285714285714,-242.14285714285714,-241.78571428571428,-885.7142857142857,-44.285714285714285,-24.892857142857142
14,23,77500000,-4464.285714285715,-953.5714285714284,-152.5,-810.7142857142857,-18321.42857142857,-263.21428571428567,-592.8571428571429,-1092.8571428571427,-49.28571428571429,-30.749999999999993
14,24,76785714.28571428,-4071.428571428571,-935.7142857142856,-131.78571428571428,-646.4285714285714,-18214.285714285714,-249.64285714285714,-330,-903.5714285714286,-46.07142857142857,-30.892857142857146
14,25,75714285.71428572,-3157.142857142857,-254.64285714285714,-119.64285714285714,-628.5714285714286,-18142.85714285714,-224.99999999999997,-99.99999999999999,-857.1428571428571,-37.5,-25.071428571428566
14,26,75714285.71428572,-3050,-253.92857142857142,-118.21428571428572,-617.8571428571429,-18142.85714285714,-223.9285714285714,-117.85714285714285,-860.7142857142858,-37.857142857142854,-25.178571428571427
14,27,75000000,-3021.428571428571,-639.2857142857142,-123.57142857142858,-625,-18142.85714285714,-232.8571428571428,-507.1428571428571,-867.8571428571429,-41.785714285714285,-24.785714285714285
14,28,75714285.71428572,-2982.142857142857,-242.50000000000003,-117.14285714285712,-607.1428571428571,-18464.285714285714,-223.2142857142857,-80.7142857142857,-853.5714285714284,-37.5,-22.642857142857142
15,1,75714285.71428572,-3071.428571428571,-273.92857142857144,-122.14285714285715,-628.5714285714286,-18142.85714285714,-224.99999999999997,-127.85714285714286,-860.7142857142858,-37.857142857142854,-23.357142857142858
15,2,75714285.71428572,-2989.285714285714,-245.35714285714286,-117.14285714285712,-614.2857142857142,-18107.14285714286,-222.5,-86.07142857142858,-857.1428571428571,-37.5,-22.32142857142857
15,3,75714285.71428572,-2982.142857142857,-243.2142857142857,-117.14285714285712,-607.1428571428571,-18464.285714285714,-222.85714285714286,-103.92857142857143,-853.5714285714284,-36.78571428571429,-22.642857142857142
15,4,75714285.71428572,-2914.2857142857138,-238.57142857142856,-114.28571428571428,-582.1428571428572,-18178.571428571428,-216.78571428571428,-100.35714285714285,-835.7142857142857,-37.142857142857146,-21.285714285714285
15,5,75714285.71428572,-2960.714285714286,-309.99999999999994,-120,-610.7142857142858,-18321.42857142857,-227.14285714285714,-110,-857.1428571428571,-38.21428571428571,-24.535714285714285
15,6,76071428.57142857,-2971.4285714285716,-278.9285714285714,-120.35714285714285,-617.8571428571429,-18428.571428571428,-226.78571428571425,-107.85714285714285,-860.7142857142858,-38.57142857142858,-21.928571428571423
15,7,76071428.57142857,-2978.5714285714284,-242.14285714285714,-117.14285714285712,-607.1428571428571,-18392.85714285714,-217.85714285714283,-87.14285714285714,-853.5714285714284,-37.5,-22.428571428571427
15,8,76071428.57142857,-2967.8571428571427,-241.78571428571428,-117.14285714285712,-603.5714285714286,-18357.142857142855,-223.9285714285714,-93.21428571428571,-850,-37.5,-22.499999999999996
15,9,73571428.57142857,-2974.9999999999995,-646.4285714285713,-121.42857142857142,-617.8571428571429,-18500,-228.2142857142857,-118.21428571428572,-864.2857142857142,-38.92857142857143,-25.321428571428566
15,10,75714285.71428572,-2974.9999999999995,-268.21428571428567,-120.35714285714285,-617.8571428571429,-18500,-225.35714285714283,-114.64285714285712,-860.7142857142858,-38.57142857142858,-23.57142857142857
15,11,75714285.71428572,-2989.285714285714,-246.4285714285714,-118.57142857142857,-610.7142857142858,-18464.285714285714,-223.57142857142856,-92.49999999999999,-857.1428571428571,-37.5,-22.428571428571427
15,12,73571428.57142857,-3114.285714285714,-1035.7142857142856,-122.49999999999999,-628.5714285714286,-18142.85714285714,-227.49999999999997,-124.64285714285714,-871.4285714285713,-38.92857142857143,-25.21428571428571
15,13,75714285.71428572,-3114.285714285714,-325.7142857142857,-121.42857142857142,-628.5714285714286,-18142.85714285714,-226.07142857142856,-107.85714285714285,-864.2857142857142,-37.5,-23.28571428571428
