iteration,scene,rhs,LMAULE,CIPRESES,PEHUENCHE,COLBUN,ELTORO,RAPEL,CANUTILLAR,RALCO,PANGUE,PILMAIQUEN
2,4,69285714.28571428,-2664.285714285714,-76.07142857142857,-52.85714285714286,-12.499999999999998,-13607.142857142857,-201.4285714285714,0.8571428571428571,-385.7142857142857,-18,-4.7142857142857135
2,5,69285714.28571428,-2678.5714285714284,-85,-54.285714285714285,-12.499999999999998,-13607.142857142857,-203.21428571428572,0.8571428571428571,-385.7142857142857,-18.142857142857142,-4.75
2,6,69285714.28571428,-2678.5714285714284,-84.64285714285712,-53.92857142857142,-12.499999999999998,-13678.571428571426,-201.78571428571428,0.8571428571428571,-385.7142857142857,-18,-4.75
2,7,69285714.28571428,-2678.5714285714284,-76.07142857142857,-52.49999999999999,-12.499999999999998,-13607.142857142857,-199.99999999999997,0.8571428571428571,-385.7142857142857,-17.857142857142854,-4.7142857142857135
2,8,68928571.42857142,-2667.8571428571427,-76.07142857142857,-52.49999999999999,-12.499999999999998,-13607.142857142857,-199.99999999999997,0.8571428571428571,-385.7142857142857,-17.821428571428573,-4.7142857142857135
2,9,68928571.42857142,-2678.5714285714284,-77.14285714285715,-52.85714285714286,-12.499999999999998,-13678.571428571426,-198.92857142857142,0.8571428571428571,-389.2857142857143,-18.464285714285715,-4.7142857142857135
2,10,68928571.42857142,-2678.5714285714284,-84.28571428571429,-53.57142857142857,-12.499999999999998,-13750,-199.6428571428571,0.8571428571428571,-385.7142857142857,-17.96428571428571,-4.821428571428572
2,11,68928571.42857142,-2678.5714285714284,-76.42857142857142,-52.49999999999999,-12.499999999999998,-13750,-197.85714285714283,0.8571428571428571,-385.7142857142857,-17.75,-4.7142857142857135
2,12,68571428.57142857,-2678.5714285714284,-76.78571428571428,-51.78571428571428,-12.499999999999998,-13357.142857142857,-193.9285714285714,0.8571428571428571,-382.1428571428571,-17.428571428571427,-4.785714285714286
2,13,68928571.42857142,-2678.5714285714284,-76.07142857142857,-52.14285714285714,-12.499999999999998,-13750,-195.71428571428572,0.8571428571428571,-382.1428571428571,-17.5,-4.7142857142857135
2,14,68571428.57142857,-2678.5714285714284,-76.78571428571428,-51.78571428571428,-12.499999999999998,-13357.142857142857,-194.64285714285714,0.8571428571428571,-414.2857142857143,-22.535714285714285,-4.892857142857143
2,15,68571428.57142857,-2678.5714285714284,-80.35714285714285,-51.78571428571428,-12.499999999999998,-13357.142857142857,-193.9285714285714,0.8571428571428571,-414.2857142857143,-22.82142857142857,-4.928571428571428
2,16,68928571.42857142,-2678.5714285714284,-85.71428571428571,-53.214285714285715,-12.499999999999998,-13357.142857142857,-199.99999999999997,0.8571428571428571,-435.71428571428567,-26.249999999999996,-5.035714285714285
2,17,68571428.57142857,-2678.5714285714284,-81.42857142857143,-51.78571428571428,-12.499999999999998,-13357.142857142857,-194.99999999999997,0.8571428571428571,-385.7142857142857,-18.285714285714285,-4.821428571428572
2,18,68571428.57142857,-2678.5714285714284,-81.42857142857143,-52.14285714285714,-12.499999999999998,-13357.142857142857,-195.71428571428572,0.8571428571428571,-439.2857142857143,-27.46428571428571,-5
2,19,68571428.57142857,-2678.5714285714284,-77.49999999999999,-51.78571428571428,-12.499999999999998,-13357.142857142857,-193.9285714285714,0.8571428571428571,-382.1428571428571,-17.46428571428571,-4.785714285714286
2,20,68571428.57142857,-2678.5714285714284,-76.78571428571428,-51.42857142857142,-12.499999999999998,-13357.142857142857,-193.2142857142857,0.8571428571428571,-385.7142857142857,-18.357142857142854,-4.821428571428572
2,21,68571428.57142857,-2678.5714285714284,-87.85714285714286,-53.214285714285715,-12.499999999999998,-13357.142857142857,-198.2142857142857,0.8571428571428571,-421.42857142857144,-24.071428571428573,-5.107142857142857
2,22,68928571.42857142,-2678.5714285714284,-77.49999999999999,-53.92857142857142,-12.499999999999998,-13392.857142857141,-208.57142857142856,0.8571428571428571,-460.71428571428567,-30.96428571428571,-5.678571428571429
2,23,68571428.57142857,-2678.5714285714284,-156.78571428571425,-58.57142857142856,-12.499999999999998,-13392.857142857141,-220.35714285714283,0.8571428571428571,-449.99999999999994,-38.92857142857143,-5.321428571428571
2,24,68928571.42857142,-2678.5714285714284,-78.21428571428571,-57.857142857142854,-12.499999999999998,-13392.857142857141,-219.28571428571425,0.8571428571428571,-446.4285714285714,-38.57142857142858,-5.2142857142857135
2,25,68928571.42857142,-2678.5714285714284,-76.78571428571428,-51.78571428571428,-12.499999999999998,-13750,-194.99999999999997,0.8571428571428571,-382.1428571428571,-17.46428571428571,-4.785714285714286
2,26,68928571.42857142,-2678.5714285714284,-76.07142857142857,-52.14285714285714,-12.499999999999998,-13750,-196.07142857142856,0.8571428571428571,-382.1428571428571,-17.5,-4.7142857142857135
2,27,68928571.42857142,-2678.5714285714284,-89.64285714285715,-53.92857142857142,-12.499999999999998,-13750,-200.35714285714283,0.8571428571428571,-396.4285714285714,-19.892857142857142,-5
2,28,69285714.28571428,-2678.5714285714284,-76.07142857142857,-52.49999999999999,-12.499999999999998,-13678.571428571426,-199.28571428571428,0.8571428571428571,-385.7142857142857,-17.821428571428573,-4.7142857142857135
3,1,74642857.14285713,-3107.142857142857,-414.2857142857142,-237.14285714285714,-1685.7142857142858,-17500,-254.28571428571428,-707.1428571428572,-1028.5714285714284,-47.14285714285714,-33.39285714285714
3,2,72500000,-2814.285714285714,-224.64285714285714,-123.92857142857143,-667.8571428571428,-15785.714285714284,-220.35714285714283,-475,-774.9999999999999,-36.07142857142856,-19.892857142857142
3,3,72500000,-2807.142857142857,-223.92857142857144,-123.2142857142857,-653.5714285714286,-15750,-224.64285714285714,-500,-774.9999999999999,-37.5,-26.14285714285714
3,4,71428571.42857142,-2757.1428571428573,-159.28571428571428,-85.35714285714285,-336.4285714285714,-15250,-205,-270.71428571428567,-639.2857142857142,-31.428571428571427,-14.64285714285714
3,5,71428571.42857142,-2925,-1182.142857142857,-392.85714285714283,-3271.428571428571,-17250,-251.4285714285714,-671.4285714285713,-939.2857142857143,-46.42857142857142,-31.928571428571423
3,6,71428571.42857142,-2928.5714285714284,-1185.7142857142856,-396.4285714285714,-3285.714285714286,-17250,-254.99999999999994,-632.1428571428571,-1046.4285714285716,-47.5,-33.14285714285714
3,7,71428571.42857142,-2760.714285714286,-158.2142857142857,-83.21428571428571,-323.9285714285714,-15250,-203.21428571428572,-350.7142857142857,-639.2857142857142,-31.178571428571427,-14.785714285714283
3,8,72142857.14285713,-2792.8571428571427,-200,-108.21428571428571,-521.4285714285713,-15821.428571428569,-218.57142857142856,-446.4285714285714,-725,-34.607142857142854,-19.107142857142854
3,9,71785714.28571428,-2942.857142857143,-1203.5714285714284,-414.2857142857142,-3442.857142857143,-17142.85714285714,-255.35714285714283,-707.1428571428572,-1049.9999999999998,-47.5,-33.85714285714286
3,10,71428571.42857142,-2939.285714285714,-471.42857142857144,-209.99999999999997,-1435.7142857142858,-17035.714285714286,-248.92857142857142,-653.5714285714286,-1017.8571428571428,-45.714285714285715,-32.17857142857143
3,11,73214285.71428572,-2892.8571428571427,-292.85714285714283,-167.49999999999997,-1067.857142857143,-16428.571428571428,-232.49999999999997,-535.7142857142857,-867.8571428571429,-38.57142857142858,-24.142857142857142
3,12,72500000,-3107.142857142857,-1257.142857142857,-525,-4535.714285714285,-17500,-257.5,-735.7142857142858,-1067.857142857143,-48.57142857142856,-34.64285714285714
3,13,71428571.42857142,-3107.142857142857,-1139.2857142857142,-236.78571428571425,-1685.7142857142858,-17500,-253.21428571428567,-703.5714285714286,-1028.5714285714284,-46.42857142857142,-32.42857142857143
3,14,77500000,-6750,-1300,-778.5714285714286,-7071.428571428572,-17500,-257.85714285714283,-742.8571428571429,-1067.857142857143,-48.57142857142856,-34.82142857142857
3,15,77142857.14285713,-5750,-1217.8571428571427,-625,-5535.714285714285,-17500,-260,-742.8571428571429,-1078.5714285714284,-48.92857142857142,-35.07142857142857
3,16,76071428.57142857,-5821.428571428572,-1178.5714285714284,-557.1428571428571,-4892.857142857142,-17500,-257.5,-735.7142857142858,-1067.857142857143,-48.57142857142856,-34.64285714285714
3,17,73571428.57142857,-3142.8571428571427,-1025,-238.57142857142856,-1685.7142857142858,-17500,-257.85714285714283,-739.2857142857142,-1067.857142857143,-48.57142857142856,-34.75
3,18,77142857.14285713,-3107.142857142857,-1467.8571428571427,-935.7142857142856,-8607.142857142855,-17785.714285714286,-278.21428571428567,-789.2857142857142,-1164.2857142857144,-52.85714285714286,-37.5
3,19,72857142.85714285,-3107.142857142857,-1221.4285714285713,-432.1428571428571,-3607.142857142857,-17500,-257.1428571428571,-710.7142857142857,-1064.2857142857142,-48.21428571428571,-34.07142857142857
3,20,72142857.14285713,-3107.142857142857,-1221.4285714285713,-428.57142857142856,-3607.142857142857,-17500,-257.5,-735.7142857142858,-1067.857142857143,-48.57142857142856,-34.607142857142854
3,21,74642857.14285713,-3107.142857142857,-1553.5714285714284,-989.2857142857142,-9142.857142857143,-17535.714285714286,-273.21428571428567,-782.142857142857,-1139.2857142857142,-51.78571428571428,-36.78571428571429
3,22,73928571.42857142,-3107.142857142857,-1339.2857142857142,-646.4285714285713,-5714.285714285714,-17607.142857142855,-275.71428571428567,-782.142857142857,-1150.0000000000002,-52.14285714285714,-37.142857142857146
3,23,80000000,-9321.42857142857,-1417.8571428571427,-917.8571428571429,-8392.857142857143,-17785.714285714286,-286.07142857142856,-792.8571428571428,-1171.4285714285713,-53.214285714285715,-37.5
3,24,80714285.71428572,-10285.714285714284,-1496.4285714285713,-992.8571428571429,-9142.857142857143,-17607.142857142855,-279.2857142857143,-796.4285714285713,-1167.857142857143,-52.85714285714286,-37.5
3,25,74642857.14285713,-3107.142857142857,-457.1428571428571,-234.99999999999997,-1685.7142857142858,-17500,-249.64285714285714,-692.8571428571428,-1028.5714285714284,-44.99999999999999,-32.32142857142858
3,26,72857142.85714285,-2846.4285714285716,-242.14285714285714,-135.7142857142857,-753.5714285714286,-15928.571428571428,-231.42857142857142,-532.1428571428571,-807.1428571428571,-39.64285714285714,-27.607142857142858
3,27,72142857.14285713,-3107.142857142857,-1221.4285714285713,-428.57142857142856,-3607.142857142857,-17500,-257.85714285714283,-735.7142857142858,-1067.857142857143,-48.57142857142856,-34.64285714285714
3,28,72142857.14285713,-2796.428571428571,-202.5,-107.5,-542.8571428571428,-15535.714285714284,-212.5,-446.4285714285714,-732.1428571428571,-34.10714285714286,-19.249999999999996
4,1,75357142.85714285,-3139.285714285714,-254.64285714285714,-111.78571428571429,-542.8571428571428,-18214.285714285714,-227.14285714285714,-217.49999999999997,-899.9999999999999,-38.92857142857143,-23.28571428571428
4,2,75357142.85714285,-3135.7142857142853,-246.4285714285714,-111.42857142857142,-542.8571428571428,-18178.571428571428,-226.78571428571425,-217.49999999999997,-899.9999999999999,-38.92857142857143,-23.25
4,3,75357142.85714285,-3082.142857142857,-240.35714285714283,-108.92857142857142,-517.8571428571428,-18392.85714285714,-225.7142857142857,-198.2142857142857,-878.5714285714286,-38.92857142857143,-22.07142857142857
4,4,75000000,-2996.4285714285716,-223.21428571428572,-101.78571428571428,-471.4285714285714,-18000,-214.99999999999997,-262.49999999999994,-835.7142857142857,-36.42857142857142,-20.92857142857143
4,5,73214285.71428572,-3082.142857142857,-378.57142857142856,-127.85714285714285,-653.5714285714286,-18428.571428571428,-237.14285714285714,-514.2857142857142,-889.2857142857142,-42.857142857142854,-26.07142857142857
4,6,75357142.85714285,-3092.8571428571427,-312.14285714285717,-125.35714285714286,-632.1428571428571,-18464.285714285714,-236.42857142857144,-288.92857142857144,-892.8571428571428,-42.857142857142854,-22.39285714285714
4,7,75357142.85714285,-3074.9999999999995,-237.5,-107.85714285714285,-514.2857142857142,-18357.142857142855,-219.64285714285714,-453.5714285714285,-875,-37.857142857142854,-22.96428571428571
4,8,75357142.85714285,-3067.857142857143,-236.07142857142853,-108.57142857142857,-514.2857142857142,-18321.42857142857,-224.99999999999997,-235.7142857142857,-871.4285714285713,-37.857142857142854,-22.535714285714285
4,9,72500000,-3135.7142857142853,-1057.142857142857,-138.21428571428572,-728.5714285714284,-18214.285714285714,-245.7142857142857,-592.8571428571429,-1003.5714285714286,-45.357142857142854,-31.857142857142858
4,10,75714285.71428572,-3135.7142857142853,-260.3571428571429,-116.42857142857143,-549.9999999999999,-18214.285714285714,-233.92857142857142,-464.2857142857142,-907.142857142857,-42.142857142857146,-28.499999999999996
4,11,75357142.85714285,-3128.571428571428,-252.85714285714283,-111.78571428571429,-539.2857142857142,-18178.571428571428,-227.14285714285714,-269.2857142857143,-896.4285714285714,-38.92857142857143,-22.892857142857142
4,12,71785714.28571428,-3139.285714285714,-1046.4285714285713,-131.78571428571428,-682.1428571428571,-18214.285714285714,-239.64285714285714,-264.99999999999994,-975,-43.92857142857143,-23.678571428571427
4,13,75357142.85714285,-3139.285714285714,-270.71428571428567,-112.85714285714286,-546.4285714285713,-18214.285714285714,-227.85714285714283,-255.71428571428572,-903.5714285714286,-38.92857142857143,-23.28571428571428
4,14,75357142.85714285,-3892.8571428571427,-928.5714285714284,-135,-692.8571428571428,-18214.285714285714,-245.7142857142857,-264.99999999999994,-1003.5714285714286,-45.357142857142854,-31.5
4,15,75714285.71428572,-3282.142857142857,-928.5714285714284,-136.42857142857144,-700.0000000000001,-18250,-247.49999999999997,-549.9999999999999,-1014.2857142857142,-45.714285714285715,-31.857142857142858
4,16,75000000,-3139.285714285714,-571.4285714285713,-117.85714285714286,-553.5714285714284,-18214.285714285714,-237.14285714285714,-614.2857142857142,-960.7142857142857,-43.57142857142857,-30.749999999999993
4,17,75000000,-3139.285714285714,-309.64285714285717,-112.14285714285712,-546.4285714285713,-18214.285714285714,-222.5,-255.71428571428572,-903.5714285714286,-39.64285714285714,-23.28571428571428
4,18,76428571.42857142,-3571.428571428571,-946.4285714285713,-144.64285714285714,-735.7142857142858,-18357.142857142855,-261.7857142857143,-682.1428571428571,-1085.7142857142856,-49.28571428571429,-34.607142857142854
4,19,74285714.28571428,-3139.285714285714,-778.5714285714286,-115.00000000000001,-546.4285714285713,-18214.285714285714,-232.49999999999997,-255.35714285714283,-907.142857142857,-41.785714285714285,-23.32142857142857
4,20,74642857.14285713,-3139.285714285714,-521.4285714285714,-113.57142857142857,-546.4285714285713,-18214.285714285714,-228.2142857142857,-264.99999999999994,-903.5714285714286,-40,-23.32142857142857
4,21,72857142.85714285,-3139.285714285714,-1067.857142857143,-147.14285714285717,-782.142857142857,-18250,-254.6428571428571,-264.99999999999994,-924.9999999999999,-47.5,-24.57142857142857
4,22,75357142.85714285,-3139.285714285714,-921.4285714285713,-120.71428571428571,-549.9999999999999,-18321.42857142857,-246.78571428571428,-264.99999999999994,-1010.7142857142857,-45.357142857142854,-29.25
4,23,76785714.28571428,-4214.285714285715,-953.5714285714284,-148.2142857142857,-757.1428571428571,-18535.714285714283,-272.85714285714283,-664.2857142857142,-1107.1428571428569,-50.357142857142854,-35.035714285714285
4,24,77142857.14285713,-4285.714285714285,-953.5714285714284,-150.35714285714286,-799.9999999999999,-18250,-260.35714285714283,-646.4285714285714,-1075,-48.57142857142856,-34.14285714285714
4,25,75357142.85714285,-3139.285714285714,-265.7142857142857,-112.14285714285712,-542.8571428571428,-18214.285714285714,-227.14285714285714,-255.35714285714283,-899.9999999999999,-38.92857142857143,-23.28571428571428
4,26,75357142.85714285,-3139.285714285714,-248.21428571428572,-112.14285714285712,-542.8571428571428,-18214.285714285714,-226.42857142857142,-255.71428571428572,-903.5714285714286,-39.64285714285714,-23.5
4,27,72857142.85714285,-3139.285714285714,-714.2857142857142,-140.7142857142857,-746.4285714285713,-18214.285714285714,-246.42857142857144,-567.8571428571429,-1007.1428571428571,-45.714285714285715,-31.714285714285715
4,28,75357142.85714285,-3107.142857142857,-240.7142857142857,-109.64285714285712,-528.5714285714286,-18464.285714285714,-226.07142857142856,-286.42857142857144,-889.2857142857142,-38.57142857142858,-22.96428571428571
5,1,75357142.85714285,-2989.285714285714,-267.5,-122.85714285714285,-646.4285714285714,-18142.85714285714,-224.99999999999997,-137.85714285714283,-857.1428571428571,-37.857142857142854,-22.464285714285715
5,2,75357142.85714285,-2974.9999999999995,-238.21428571428572,-117.14285714285712,-617.8571428571429,-18321.42857142857,-213.57142857142858,-46.42857142857143,-821.4285714285714,-36.42857142857142,-20.749999999999996
5,3,75357142.85714285,-2974.9999999999995,-239.64285714285708,-118.9285714285714,-632.1428571428571,-18321.42857142857,-221.42857142857142,-51.42857142857142,-821.4285714285714,-35.71428571428571,-22.607142857142858
5,4,75000000,-2903.5714285714284,-223.92857142857144,-109.99999999999999,-546.4285714285713,-17892.85714285714,-214.28571428571428,-41.78571428571428,-807.1428571428571,-35.71428571428571,-20.25
5,5,75357142.85714285,-2939.285714285714,-274.64285714285717,-115.35714285714285,-567.8571428571429,-18035.714285714283,-225.7142857142857,-48.57142857142857,-817.8571428571428,-37.5,-20.25
5,6,75357142.85714285,-2946.428571428571,-251.07142857142856,-114.64285714285714,-571.4285714285714,-18142.85714285714,-223.57142857142856,-49.64285714285713,-814.2857142857143,-37.142857142857146,-22.785714285714285
5,7,75357142.85714285,-2939.285714285714,-228.57142857142856,-111.78571428571429,-553.5714285714284,-18035.714285714283,-215.35714285714286,-45.357142857142854,-810.7142857142857,-36.42857142857142,-20.642857142857142
5,8,75357142.85714285,-2942.857142857143,-230.35714285714283,-112.14285714285712,-564.2857142857143,-18107.14285714286,-215.35714285714286,-49.64285714285713,-810.7142857142857,-36.42857142857142,-21
5,9,75357142.85714285,-2967.8571428571427,-278.2142857142857,-123.2142857142857,-617.8571428571429,-18321.42857142857,-233.57142857142856,-51.07142857142857,-832.1428571428571,-42.142857142857146,-20.749999999999996
5,10,75357142.85714285,-2957.142857142857,-253.92857142857142,-115.71428571428571,-592.8571428571429,-18250,-221.78571428571428,-52.14285714285714,-817.8571428571428,-37.5,-21.25
5,11,75357142.85714285,-2946.428571428571,-233.57142857142858,-112.5,-564.2857142857143,-18214.285714285714,-214.28571428571428,-49.99999999999999,-810.7142857142857,-36.42857142857142,-20.857142857142854
5,12,75357142.85714285,-2982.142857142857,-269.6428571428571,-123.2142857142857,-649.9999999999999,-18035.714285714283,-224.99999999999997,-65.71428571428571,-832.1428571428571,-37.857142857142854,-24.28571428571428
5,13,72500000,-2982.142857142857,-500,-122.85714285714285,-649.9999999999999,-18035.714285714283,-223.9285714285714,-56.07142857142857,-828.5714285714286,-36.78571428571429,-21.392857142857142
5,14,75357142.85714285,-2985.7142857142853,-255.00000000000003,-125.35714285714286,-667.8571428571428,-18107.14285714286,-225.35714285714283,-101.42857142857142,-846.4285714285713,-38.57142857142858,-21.32142857142857
5,15,75357142.85714285,-2989.285714285714,-256.78571428571433,-121.78571428571428,-642.8571428571428,-18142.85714285714,-224.99999999999997,-125,-853.5714285714284,-38.21428571428571,-22
5,16,75357142.85714285,-2985.7142857142853,-255.00000000000003,-122.85714285714285,-646.4285714285714,-18107.14285714286,-225.7142857142857,-107.49999999999999,-850,-38.57142857142858,-21.749999999999996
5,17,75357142.85714285,-2982.142857142857,-259.64285714285717,-123.92857142857143,-653.5714285714286,-18071.428571428572,-225.35714285714283,-94.28571428571428,-839.2857142857142,-38.21428571428571,-24.25
5,18,75357142.85714285,-2989.285714285714,-250.71428571428572,-125.71428571428571,-664.2857142857142,-18142.85714285714,-227.85714285714283,-135.35714285714283,-860.7142857142858,-39.285714285714285,-22.535714285714285
5,19,75357142.85714285,-2985.7142857142853,-266.7857142857143,-122.85714285714285,-646.4285714285714,-18142.85714285714,-225.7142857142857,-132.49999999999997,-860.7142857142858,-37.857142857142854,-22.892857142857142
5,20,72142857.14285713,-3010.7142857142853,-571.4285714285713,-123.92857142857143,-653.5714285714286,-18178.571428571428,-226.78571428571425,-147.5,-867.8571428571429,-38.92857142857143,-27.249999999999996
5,21,76428571.42857142,-2989.285714285714,-300.7142857142857,-142.49999999999997,-792.8571428571428,-18178.571428571428,-237.5,-146.7857142857143,-875,-41.07142857142857,-25.678571428571427
5,22,75357142.85714285,-3050,-254.28571428571428,-121.07142857142857,-610.7142857142858,-18178.571428571428,-231.07142857142853,-180.35714285714283,-875,-41.42857142857142,-25.75
5,23,75357142.85714285,-3385.7142857142853,-255.35714285714283,-131.07142857142858,-689.2857142857143,-18178.571428571428,-236.07142857142858,-142.5,-867.8571428571429,-42.5,-22.57142857142857
5,24,75357142.85714285,-2992.8571428571427,-247.14285714285717,-122.85714285714285,-635.7142857142857,-18142.85714285714,-229.6428571428571,-116.07142857142856,-853.5714285714284,-41.07142857142857,-21.499999999999996
5,25,75357142.85714285,-2989.285714285714,-250.3571428571428,-121.42857142857142,-642.8571428571428,-18142.85714285714,-224.64285714285714,-117.14285714285714,-853.5714285714284,-37.142857142857146,-23.32142857142857
5,26,75357142.85714285,-2978.5714285714284,-243.92857142857142,-120.35714285714285,-635.7142857142857,-18000,-222.1428571428571,-54.285714285714285,-825,-37.142857142857146,-23.96428571428571
5,27,75357142.85714285,-2978.5714285714284,-251.07142857142856,-122.49999999999999,-642.8571428571428,-18000,-223.9285714285714,-51.785714285714285,-828.5714285714286,-38.21428571428571,-20.749999999999996
5,28,75357142.85714285,-2946.428571428571,-229.64285714285714,-111.42857142857142,-560.7142857142857,-18107.14285714286,-214.64285714285714,-46.785714285714285,-810.7142857142857,-36.42857142857142,-20.785714285714285
